team,region_name,location_name,trip_code,set_code,set_date,wkt_coordinates,latitude,longitude,depth,site_name,reef_name,reef_habitat_name,drop_time,haul_time,equipment_frame_type,equipment_camera,equipment_stereo_camera,equipment_camera_height,equipment_arm_length,bait_preparation,bait_type,bait_oiled,visibility,current_flow_estimated,current_flow_instrumented,video_file_name,video_source,video_path,comments,message_to_annotators,bruv_image_url,splendor_image_url,reviewed_assignments,total_assignments,master_record_state
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_140,2016-06-25,010100000083DDB06D514A53C0D99942E735B63A40,26.71176000,-77.16122000,8.80,Abaco,Guana Cay Reef,slope,09:27:00,11:00:00,threaded steel,Mixed Go Pro,False,60,180,CRS,Pilchards,False,9,,,140GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_141,2016-06-25,0101000000DE9387855A4953C0EACF7EA488B43A40,26.70521000,-77.14615000,14.80,Abaco,Guana Cay Reef,slope,09:50:00,11:21:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,9,,,141GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_142,2016-06-25,0101000000B8239C16BC4853C041B7973446B33A40,26.70029000,-77.13648000,14.00,Abaco,Guana Cay Reef,slope,10:05:00,11:38:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,9,,,142GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_143,2016-06-25,0101000000878A71FE264853C0C503CAA65CB13A40,26.69282000,-77.12738000,12.40,Abaco,Guana Cay Reef,slope,12:01:00,13:32:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,9,,,143GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_144,2016-06-25,01010000005AD8D30E7F4753C0C63368E89FB03A40,26.68994000,-77.11713000,13.70,Abaco,Guana Cay Reef,slope,12:13:00,13:43:00,threaded steel,Mixed Go Pro,False,60,180,CRS,Pilchards,False,9,,,144GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_145,2016-06-25,0101000000865AD3BCE34653C0D7A3703D0AAF3A40,26.68375000,-77.10765000,14.50,Abaco,Guana Cay Reef,slope,12:26:00,13:58:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,9,,,145GCR.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_146,2016-06-25,0101000000D1AE42CA4F4653C0CB10C7BAB8AD3A40,26.67860000,-77.09862000,13.70,Abaco,Guana Cay Reef,slope,12:37:00,14:10:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,9,,,146GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_147,2016-06-25,0101000000FD82DDB06D4553C0BFF1B56796AC3A40,26.67417000,-77.08482000,14.80,Abaco,Guana Cay Reef,slope,12:48:00,14:21:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,10,,,147GCR.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_148,2016-06-27,0101000000247F30F0DC4B53C07077D66EBBB83A40,26.72161000,-77.18536000,14.90,Abaco,Guana Cay Reef,slope,08:40:00,10:35:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,9,,,148GCR.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_149,2016-06-27,0101000000F06DFAB31F4B53C00F45813E91B73A40,26.71706000,-77.17381000,13.10,Abaco,Guana Cay Reef,slope,09:01:00,10:45:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,9,,,149GCR.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_150,2016-06-27,0101000000158C4AEA044A53C03C31EBC550B63A40,26.71217000,-77.15655000,13.20,Abaco,Guana Cay Reef,slope,09:15:00,11:00:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,9,,,150GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_153,2016-06-27,0101000000271422E0104853C029D027F224B13A40,26.69197000,-77.12603000,12.30,Abaco,Guana Cay Reef,slope,10:24:00,12:01:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,10,,,153GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_154,2016-06-27,010100000047205ED72F4653C05A2A6F4738AD3A40,26.67664000,-77.09667000,12.80,Abaco,Guana Cay Reef,slope,12:20:00,13:54:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,9,,,154GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_155,2016-06-27,010100000065C746205E4553C04E2844C021AC3A40,26.67239000,-77.08387000,13.20,Abaco,Guana Cay Reef,slope,12:43:00,14:08:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,10,,,155GCR.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_157,2016-06-27,010100000024624A24D14353C08E588B4F01A83A40,26.65627000,-77.05964000,12.90,Abaco,Guana Cay Reef,slope,13:34:00,15:09:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,157GCR.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABS_158,2016-06-28,0101000000587380608E4253C0DB85E63A8DA43A40,26.64278000,-77.03994000,11.30,Abaco,Guana Cay Reef,slope,09:25:00,11:04:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,10,,,158GCR.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_001,2016-07-03,0101000000B554DE8E704C53C0C5C9FD0E45993A40,26.59871000,-77.19437000,3.40,Abaco,Water Cay Bay,lagoon,07:40:00,11:41:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC01.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_002,2016-07-03,0101000000CB9C2E8B894B53C043C5387F139A3A40,26.60186000,-77.18027000,2.64,Abaco,Water Cay Bay,lagoon,08:00:00,11:45:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC02.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_003,2016-07-03,0101000000B64AB0389C4B53C0F67AF7C77B9D3A40,26.61517000,-77.18141000,4.26,Abaco,Water Cay Bay,lagoon,08:10:00,11:55:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC03.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_004,2016-07-03,0101000000034356B77A4C53C0BF60376C5B9C3A40,26.61077000,-77.19499000,4.41,Abaco,Water Cay Bay,lagoon,08:23:00,12:00:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC04.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_005,2016-07-03,0101000000302FC03E3A4D53C07901F6D1A99B3A40,26.60806000,-77.20668000,4.96,Abaco,Water Cay Bay,lagoon,08:40:00,12:07:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC05.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_006,2016-07-03,0101000000624A24D1CB4C53C0E59B6D6E4C9F3A40,26.62226000,-77.19994000,4.80,Abaco,Water Cay Bay,lagoon,08:53:00,12:12:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC06.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_007,2016-07-03,01010000006E861BF0F94B53C0711B0DE02DA03A40,26.62570000,-77.18713000,4.77,Abaco,Water Cay Bay,lagoon,09:05:00,12:18:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC07.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_008,2016-07-09,0101000000168733BF9A4B53C0F3C81F0C3C9F3A40,26.62201000,-77.18132000,4.59,Abaco,Water Cay Bay,lagoon,11:04:00,14:42:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC08.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_009,2016-07-09,0101000000CA6C9049464C53C08048BF7D1DA03A40,26.62545000,-77.19179000,4.71,Abaco,Water Cay Bay,lagoon,11:14:00,14:37:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC09.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_010,2016-07-09,010100000011018750A54C53C0923F1878EE9D3A40,26.61692000,-77.19759000,4.53,Abaco,Water Cay Bay,lagoon,11:28:00,14:56:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC10.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_011,2016-07-09,01010000009964E42CEC4B53C0153AAFB14B9C3A40,26.61053000,-77.18629000,4.41,Abaco,Water Cay Bay,lagoon,11:40:00,14:50:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC11.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_012,2016-07-09,01010000002EE23B31EB4B53C0E17F2BD9B1993A40,26.60037000,-77.18623000,3.53,Abaco,Water Cay Bay,lagoon,11:52:00,15:08:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC12.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_013,2016-07-09,0101000000A27A6B60AB4C53C01973D712F2993A40,26.60135000,-77.19796000,4.83,Abaco,Water Cay Bay,lagoon,11:59:00,15:03:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC13.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_014,2016-07-13,0101000000889D29745E4B53C091D09673299E3A40,26.61782000,-77.17764000,4.20,Abaco,Water Cay Bay,lagoon,07:14:00,10:24:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC14.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_015,2016-07-13,0101000000522CB7B41A4C53C082902C60029F3A40,26.62113000,-77.18913000,4.20,Abaco,Water Cay Bay,lagoon,07:26:00,10:31:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC15.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_016,2016-07-13,0101000000B77A4E7ADF4C53C091ED7C3F359E3A40,26.61800000,-77.20114000,4.29,Abaco,Water Cay Bay,lagoon,07:37:00,10:37:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC16.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_017,2016-07-13,0101000000ED815660C84C53C04E7ADFF8DA9B3A40,26.60881000,-77.19973000,3.89,Abaco,Water Cay Bay,lagoon,07:50:00,10:50:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC17.mp4,,,,,,,4,4,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_018,2016-07-13,0101000000E3C281902C4C53C0C347C494489A3A40,26.60267000,-77.19022000,4.04,Abaco,Water Cay Bay,lagoon,08:03:00,11:04:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC18.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_019,2016-07-15,01010000004F75C8CD704B53C0B18A37328F9C3A40,26.61156000,-77.17876000,3.98,Abaco,Water Cay Bay,lagoon,14:10:00,17:24:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC19.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_020,2016-07-15,0101000000C408E1D1C64B53C0E0DBF4673F9A3A40,26.60253000,-77.18401000,3.77,Abaco,Water Cay Bay,lagoon,14:20:00,17:31:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC20.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_021,2016-07-15,0101000000DF89592F864C53C0C364AA60549A3A40,26.60285000,-77.19569000,4.35,Abaco,Water Cay Bay,lagoon,14:29:00,17:36:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC21.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_022,2016-07-15,010100000070CE88D2DE4C53C05B94D920939C3A40,26.61162000,-77.20110000,5.38,Abaco,Water Cay Bay,lagoon,14:39:00,17:42:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC22.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_023,2016-07-15,0101000000BF60376C5B4C53C0836E2F698C9E3A40,26.61933000,-77.19308000,4.38,Abaco,Water Cay Bay,lagoon,14:51:00,17:53:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC23.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_024,2016-07-15,01010000002F8672A25D4B53C0F41ABB44F59E3A40,26.62093000,-77.17759000,4.99,Abaco,Water Cay Bay,lagoon,15:06:00,18:04:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC24.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_025,2016-07-16,0101000000F775E09C114D53C049BA66F2CD9E3A40,26.62033000,-77.20420000,4.29,Abaco,Water Cay Bay,lagoon,12:44:00,16:33:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC25.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_026,2016-07-16,0101000000BB270F0BB54C53C0F870C971A79C3A40,26.61193000,-77.19855000,4.04,Abaco,Water Cay Bay,lagoon,12:58:00,16:39:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC26.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_027,2016-07-16,01010000006E693524EE4B53C0693A3B191C9D3A40,26.61371000,-77.18641000,3.89,Abaco,Water Cay Bay,lagoon,13:14:00,16:50:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC27.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_028,2016-07-16,01010000005322895E464B53C0EC51B81E859B3A40,26.60750000,-77.17617000,3.50,Abaco,Water Cay Bay,lagoon,13:30:00,16:59:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC28.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_029,2016-07-16,0101000000DC291DACFF4B53C07BDAE1AFC99A3A40,26.60464000,-77.18748000,3.59,Abaco,Water Cay Bay,lagoon,13:41:00,17:04:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC29.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_030,2016-07-16,010100000090DAC4C9FD4C53C07C2C7DE8829A3A40,26.60356000,-77.20299000,4.26,Abaco,Water Cay Bay,lagoon,13:52:00,17:13:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC30.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_031,2016-07-25,010100000010069E7B0F4D53C072BF4351A09F3A40,26.62354000,-77.20407000,5.26,Abaco,Water Cay Bay,lagoon,14:04:00,17:27:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC31.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_032,2016-07-25,010100000043CA4FAA7D4C53C067B8019F1F9E3A40,26.61767000,-77.19517000,4.65,Abaco,Water Cay Bay,lagoon,14:20:00,17:36:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC32.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_033,2016-07-25,0101000000E36BCF2C094C53C03F6F2A52619C3A40,26.61086000,-77.18806000,4.44,Abaco,Water Cay Bay,lagoon,14:29:00,17:41:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC33.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_034,2016-07-25,0101000000DE76A1B94E4B53C0DC80CF0F239C3A40,26.60991000,-77.17668000,3.89,Abaco,Water Cay Bay,lagoon,14:40:00,17:47:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC34.mp4,,,,,,,4,4,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_035,2016-07-25,01010000004451A04FE44B53C0355EBA490C9A3A40,26.60175000,-77.18581000,4.07,Abaco,Water Cay Bay,lagoon,14:52:00,17:56:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,10,,,WC35.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_036,2016-07-25,0101000000742497FF904C53C0D061BEBC009B3A40,26.60548000,-77.19635000,4.20,Abaco,Water Cay Bay,lagoon,15:03:00,18:04:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC36.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_037,2016-07-26,0101000000D0B87020244D53C05B99F04BFD9C3A40,26.61324000,-77.20533000,3.56,Abaco,Water Cay Bay,lagoon,07:43:00,11:02:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC37.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_038,2016-07-26,0101000000DAE1AFC91A4D53C09A5FCD0182993A40,26.59964000,-77.20476000,2.89,Abaco,Water Cay Bay,lagoon,07:52:00,11:08:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC38.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_039,2016-07-26,01010000005CE674594C4C53C05E6397A8DE9A3A40,26.60496000,-77.19216000,3.47,Abaco,Water Cay Bay,lagoon,08:00:00,11:13:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC39.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_040,2016-07-26,0101000000B62DCA6C904B53C0EDF5EE8FF79A3A40,26.60534000,-77.18069000,3.31,Abaco,Water Cay Bay,lagoon,08:11:00,11:19:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC40.mp4,,,,,,,4,4,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_041,2016-07-26,01010000007216F6B4C34B53C01366DAFE959D3A40,26.61557000,-77.18382000,3.92,Abaco,Water Cay Bay,lagoon,08:21:00,11:25:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC41.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_042,2016-07-26,010100000023BE13B35E4C53C0739D465A2A9F3A40,26.62174000,-77.19328000,3.98,Abaco,Water Cay Bay,lagoon,08:29:00,11:31:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC42.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_043,2016-07-28,01010000009EB5DB2E344D53C092054CE0D69D3A40,26.61656000,-77.20631000,3.37,Abaco,Water Cay Bay,lagoon,08:11:00,12:14:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,10,,,WC43.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_044,2016-07-28,0101000000AA4885B1854C53C01F85EB51B89E3A40,26.62000000,-77.19566000,3.83,Abaco,Water Cay Bay,lagoon,08:24:00,11:42:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC44.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_045,2016-07-28,010100000024D6E253004C53C03F575BB1BF9C3A40,26.61230000,-77.18752000,3.53,Abaco,Water Cay Bay,lagoon,08:33:00,11:37:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC45.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_046,2016-07-28,01010000000CB08F4E5D4B53C068B3EA73B59D3A40,26.61605000,-77.17757000,4.50,Abaco,Water Cay Bay,lagoon,08:45:00,11:50:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC46.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_047,2016-07-28,0101000000F94ECC7A314C53C060CD0182399A3A40,26.60244000,-77.19052000,3.44,Abaco,Water Cay Bay,lagoon,08:56:00,11:57:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC47.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_048,2016-07-28,010100000097FF907EFB4C53C0A6D0798D5D9A3A40,26.60299000,-77.20285000,4.01,Abaco,Water Cay Bay,lagoon,09:06:00,12:07:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC48.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_049,2016-07-29,010100000027D9EA724A4D53C033E02C25CB9D3A40,26.61638100,-77.20766900,4.41,Abaco,Water Cay Bay,lagoon,14:11:00,17:38:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC49.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_050,2016-07-29,01010000006D003620424C53C019ADA3AA099E3A40,26.61733500,-77.19153600,4.80,Abaco,Water Cay Bay,lagoon,14:35:00,17:44:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC50.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_051,2016-07-29,010100000011C7BAB88D4B53C0D2393FC5719C3A40,26.61111100,-77.18052500,4.20,Abaco,Water Cay Bay,lagoon,14:42:00,17:50:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC51.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_052,2016-07-29,0101000000ECC1A4F8F84B53C0ADF71BEDB8993A40,26.60047800,-77.18707100,4.10,Abaco,Water Cay Bay,lagoon,14:52:00,17:55:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC52.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_053,2016-07-29,0101000000598638D6C54C53C0CC457C2766993A40,26.59921500,-77.19957500,4.74,Abaco,Water Cay Bay,lagoon,14:59:00,18:00:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC53.mp4,,,,,,,1,1,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_054,2016-07-29,0101000000001C7BF65C4D53C0FDA02E52289B3A40,26.60608400,-77.20879900,4.74,Abaco,Water Cay Bay,lagoon,15:10:00,18:10:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC54.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_055,2016-08-26,0101000000B77F65A5494D53C0E88711C2A39D3A40,26.61578000,-77.20762000,3.62,Abaco,Water Cay Bay,lagoon,09:15:00,13:47:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC55.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_056,2016-08-26,0101000000069E7B0F974C53C09352D0ED259D3A40,26.61386000,-77.19672000,3.98,Abaco,Water Cay Bay,lagoon,09:25:00,13:54:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC56.mp4,,,,,,,3,3,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_057,2016-08-26,0101000000042159C0044C53C011AAD4EC819E3A40,26.61917000,-77.18779000,4.01,Abaco,Water Cay Bay,lagoon,09:46:00,14:02:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC57.mp4,,,,,,,4,4,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_058,2016-08-26,010100000081CF0F23844B53C0159161156F9C3A40,26.61107000,-77.17994000,4.62,Abaco,Water Cay Bay,lagoon,10:05:00,14:08:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC58.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_059,2016-08-26,01010000008E3BA583F54B53C01904560E2D9A3A40,26.60225000,-77.18686000,3.62,Abaco,Water Cay Bay,lagoon,10:16:00,14:14:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,,,,WC59.mp4,,,,,,,0,0,
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_060,2016-08-26,01010000004DBED9E6C64C53C00AD7A3703D9A3A40,26.60250000,-77.19964000,4.23,Abaco,Water Cay Bay,lagoon,10:30:00,14:21:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,7,,,WC60.mp4,,,,,,,2,2,Completed
FIU,Western Atlantic,Bahamas,FP_2016_BS_11,ABW_061,2016-08-28,0101000000F870C971A74C53C0F9DA334B029C3A40,26.60941000,-77.19772000,4.29,Abaco,Water Cay Bay,lagoon,07:30:00,10:31:00,threaded steel,Mixed Go Pro,False,60,180,CHP,Pilchards,False,5,,,WC61.mp4,,,,,,,2,3,Completed
