team,region_name,location_name,trip_code,set_code,set_date,wkt_coordinates,latitude,longitude,depth,site_name,reef_name,reef_habitat_name,drop_time,haul_time,equipment_frame_type,equipment_camera,equipment_stereo_camera,equipment_camera_height,equipment_arm_length,bait_preparation,bait_type,bait_oiled,visibility,current_flow_estimated,current_flow_instrumented,video_file_name,video_source,video_path,comments,message_to_annotators,bruv_image_url,splendor_image_url,reviewed_assignments,total_assignments,master_record_state
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_016,2017-03-04,0101000000CA0D8EAB74F3624081C0353D490A1E40,7.51004501,151.60799196,22.00,Chuuk,Chuuk Barrier Reef,slope,15:43:00,16:46:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,10,M,,F1CB_016.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_017,2017-03-07,01010000007B892D145BF36240BF263129BA051E40,7.50559296,151.60486802,29.00,Chuuk,Chuuk Barrier Reef,slope,10:10:00,12:08:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,L,,F1CB_017.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_018_R,2017-03-07,010100000044A67C082AF362406737653413FC1D40,7.49616701,151.59888100,22.00,Chuuk,Chuuk Barrier Reef,slope,10:22:00,12:25:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,L,,F1CB_018_R.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_019,2017-03-07,010100000008EA522B05F3624005A7DB6501F31D40,7.48731002,151.59438101,7.00,Chuuk,Chuuk Barrier Reef,slope,10:28:00,12:40:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,L,,F1CB_019.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_020,2017-03-07,01010000008B5A92EAD8F26240203F7EE329EB1D40,7.47965198,151.58897904,40.00,Chuuk,Chuuk Barrier Reef,slope,10:44:00,11:48:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,7,M,,F1CB_020.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_021_L,2017-03-07,0101000000C864EDC6ADF262405127A8FAF8E41D40,7.47360603,151.58371302,10.00,Chuuk,Chuuk Barrier Reef,slope,11:02:00,13:30:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,H,,F1CB_021_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_022,2017-03-07,0101000000FB79117558F26240FF3E46ED3CE11D40,7.46995898,151.57329801,35.00,Chuuk,Chuuk Barrier Reef,slope,11:13:00,14:00:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,H,,F1CB_022.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_023,2017-03-07,01010000000A60901518F26240F9CD2F1025DA1D40,7.46303201,151.56543997,20.00,Chuuk,Chuuk Barrier Reef,slope,11:32:00,14:10:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,7,H,,F1CB_023.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_024,2017-03-07,01010000009A3FA6B5E9F262409AEF7DFD52EF1D40,7.48371502,151.59102900,19.00,Chuuk,Chuuk Barrier Reef,slope,12:01:00,12:08:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,H,,F1CB_024.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_025,2017-03-07,0101000000960B114749F362402F0E368EBB011E40,7.50169203,151.60269502,20.00,Chuuk,Chuuk Barrier Reef,slope,12:16:00,12:26:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,1,L,,F1CB_025.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_026_L,2017-03-07,0101000000B0A3791928F3624001C565687EF51D40,7.48974002,151.59864496,7.00,Chuuk,Chuuk Barrier Reef,slope,12:33:00,13:34:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,M,,F1CB_026_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_027,2017-03-07,010100000016A50028F1F26240E623C6BEA6E71D40,7.47622202,151.59193802,8.00,Chuuk,Chuuk Barrier Reef,slope,12:50:00,15:14:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,M,,F1CB_027.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_028_L,2017-03-07,01010000002BBBA28C7FF2624009EE72D733E41D40,7.47285401,151.57806999,8.00,Chuuk,Chuuk Barrier Reef,slope,13:58:00,15:22:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,L,,F1CB_028_L.mp4,S3,,Right camera flooded,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_029,2017-03-07,01010000009FA7C7D73AF262405ECD6C1D3DDE1D40,7.46703001,151.56968297,30.00,Chuuk,Chuuk Barrier Reef,slope,14:11:00,15:30:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,L,,F1CB_029.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_030_L,2017-03-07,0101000000B2EC0FB509F26240C580BABBADD41D40,7.45769399,151.56368497,8.00,Chuuk,Chuuk Barrier Reef,slope,14:27:00,15:27:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,L,,F1CB_030_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_031,2017-03-07,010100000089F41583EBF162401798DBDEEAD01D40,7.45402096,151.55999903,33.00,Chuuk,Chuuk Barrier Reef,slope,14:41:00,15:35:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,L,,F1CB_031.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_032,2017-03-07,010100000095B63CFFCBF162408CCB234585CA1D40,7.44777401,151.55615198,20.00,Chuuk,Chuuk Barrier Reef,slope,14:50:00,15:40:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,L,,F1CB_032.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_033,2017-03-07,010100000056BB26A4B5F162401BB8669F85C41D40,7.44191598,151.55342300,13.00,Chuuk,Chuuk Barrier Reef,slope,14:56:00,15:43:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,L,,F1CB_033.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_034,2017-03-07,0101000000AF1FE6BB69F162408EE796CA99BD1D40,7.43515698,151.54415698,12.00,Chuuk,Chuuk Barrier Reef,slope,15:40:00,15:47:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,L,,F1CB_034.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_035,2017-03-08,01010000009BFF571D39F16240057FC70976BC1D40,7.43404403,151.53822200,31.00,Chuuk,Chuuk Barrier Reef,slope,09:47:00,10:53:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,M,,F1CB_035.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_036_L,2017-03-08,0101000000488AC8B00AF162409818CBF44BB41D40,7.42607100,151.53255500,17.00,Chuuk,Chuuk Barrier Reef,slope,10:00:00,11:15:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,L,,F1CB_036_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_037,2017-03-08,0101000000E028BB91C0F0624045C638B9BEAF1D40,7.42162599,151.52350699,8.00,Chuuk,Chuuk Barrier Reef,slope,10:10:00,11:36:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,M,,F1CB_037.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_038,2017-03-08,0101000000846AFFDA6CF062402642B83CB5AA1D40,7.41670699,151.51328802,38.00,Chuuk,Chuuk Barrier Reef,slope,10:20:00,11:50:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,L,,F1CB_038.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_039_L,2017-03-08,01010000004CFDFEC5FAEF624051ED99460FA31D40,7.40923796,151.49936199,11.00,Chuuk,Chuuk Barrier Reef,slope,10:33:00,12:00:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,L,,F1CB_039_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_040_L,2017-03-08,0101000000D5D082279FEF6240D63730B951A41D40,7.41046800,151.48817802,36.00,Chuuk,Chuuk Barrier Reef,slope,10:40:00,12:30:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,L,,F1CB_040_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_041,2017-03-08,01010000009C71966926F162402DFFE7516DB71D40,7.42912796,151.53593902,32.00,Chuuk,Chuuk Barrier Reef,slope,11:10:00,12:50:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,,L,,,,,,,,,0,0,Deprecated
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_042_L,2017-03-08,01010000006CC33079E6F06240670D7B2D2AB21D40,7.42398902,151.52813396,23.00,Chuuk,Chuuk Barrier Reef,slope,11:33:00,12:55:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,7,L,,F1CB_042_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_043,2017-03-08,0101000000C84830B49EF0624045EDE13F9BAC1D40,7.41856098,151.51937303,15.00,Chuuk,Chuuk Barrier Reef,slope,11:44:00,13:01:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,M,,F1CB_043.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_044,2017-03-08,0101000000FFD1B33036F062404E2390BF72A41D40,7.41059398,151.50661502,30.00,Chuuk,Chuuk Barrier Reef,slope,11:56:00,13:10:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,H,,F1CB_044.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_045_L,2017-03-08,0101000000AB1E722BCBEF6240AE6DC472CFA31D40,7.40997104,151.49355099,11.00,Chuuk,Chuuk Barrier Reef,slope,12:21:00,13:35:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,M,,F1CB_045_L.mp4,S3,,Right camera didn't record,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_046,2017-03-08,01010000001EA2133A76EF6240F1B698C029A31D40,7.40933896,151.48318199,40.00,Chuuk,Chuuk Barrier Reef,slope,12:35:00,13:45:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,M,,F1CB_046.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_047,2017-03-08,0101000000B28221A34AEF6240F602BBB3D9A11D40,7.40805703,151.47786099,38.00,Chuuk,Chuuk Barrier Reef,slope,13:48:00,15:40:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,M,,F1CB_047.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_048_L,2017-03-08,0101000000DB7226540DEF6240CA7829AF749E1D40,7.40474199,151.47037704,10.00,Chuuk,Chuuk Barrier Reef,slope,13:58:00,15:45:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,M,,F1CB_048_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_049,2017-03-08,0101000000753BB9AED1EE6240A905C45E079E1D40,7.40432499,151.46309601,34.00,Chuuk,Chuuk Barrier Reef,slope,14:05:00,15:50:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,M,,F1CB_049.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_050,2017-03-08,010100000057790261A7EE624085359DB6A99A1D40,7.40103803,151.45793200,7.00,Chuuk,Chuuk Barrier Reef,slope,14:12:00,15:55:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,L,,F1CB_050.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_051_L,2017-03-08,0101000000A430F7E26EEE6240CBDE4A5DCF971D40,7.39825197,151.45103596,14.00,Chuuk,Chuuk Barrier Reef,slope,14:22:00,16:00:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,L,,F1CB_051_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_052,2017-03-08,010100000003780B2428EE6240A5649C3360901D40,7.39099198,151.44240000,12.00,Chuuk,Chuuk Barrier Reef,slope,14:33:00,16:07:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,10,M,,F1CB_052.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CB_053,2017-03-08,0101000000D9ACC0B103EE624088456F65478A1D40,7.38503798,151.43795097,13.00,Chuuk,Chuuk Barrier Reef,slope,14:43:00,16:10:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mixed Reef Fish,False,9,,,F1CB_053.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_001,2017-03-05,0101000000AAAF745FEAF262405711A8DD338B1D40,7.38594004,151.59110997,25.00,Chuuk,Chuuk Lagoon,lagoon,09:58:00,11:30:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,5,L,,F1CL_001.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_002_L,2017-03-05,0101000000A91EA31BC5F262400251C5C706921D40,7.39260399,151.58656103,21.00,Chuuk,Chuuk Lagoon,lagoon,10:12:00,11:40:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,7,L,,F1CL_002_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_003,2017-03-05,01010000003C5E50F8CFF262409CD79E7A20A91D40,7.41516296,151.58788696,30.00,Chuuk,Chuuk Lagoon,lagoon,10:37:00,12:10:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,9,H,,F1CL_003.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_004,2017-03-05,010100000068E8E1FC94F26240F7DB09BCB4B11D40,7.42354101,151.58068699,11.00,Chuuk,Chuuk Lagoon,lagoon,10:47:00,12:30:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,,M,,F1CL_004.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_005_L,2017-03-05,0101000000503A4F4478F262404B651F9E04B61D40,7.42775199,151.57718101,7.00,Chuuk,Chuuk Lagoon,lagoon,11:02:00,12:40:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,10,M,,F1CL_005_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_006,2017-03-05,0101000000306BDE484BF26240F3E32F2DEAB31D40,7.42569800,151.57169002,23.00,Chuuk,Chuuk Lagoon,lagoon,11:17:00,12:47:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,9,,,F1CL_006.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_007,2017-03-05,0101000000D50627A25FF26240C44C7024AFAE1D40,7.42058999,151.57417400,12.00,Chuuk,Chuuk Lagoon,lagoon,11:25:00,12:58:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,10,,,F1CL_007.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_008,2017-03-05,0101000000970A6455E8F26240F14927124C951D40,7.39579800,151.59086103,7.50,Chuuk,Chuuk Lagoon,lagoon,11:53:00,14:10:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,7,,,F1CL_008.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_009_L,2017-03-05,0101000000FA3D358779F26240FD009CC5289F1D40,7.40542897,151.57733498,20.00,Chuuk,Chuuk Lagoon,lagoon,12:05:00,14:20:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,7,L,,F1CL_009_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_010,2017-03-05,0101000000070F0D6AA3F26240C5D69E1F67AA1D40,7.41640901,151.58244803,15.00,Chuuk,Chuuk Lagoon,lagoon,12:27:00,15:00:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,10,M,,F1CL_010.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_011,2017-03-05,01010000009D26F932EDF2624085B07D7513AC1D40,7.41804298,151.59145497,18.00,Chuuk,Chuuk Lagoon,lagoon,13:30:00,15:08:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,9,M,,F1CL_011.mp4,S3,,Wrong number of board,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_012_L,2017-03-05,0101000000A0FE71CA15F362408A8A400EADAE1D40,7.42058203,151.59641001,11.00,Chuuk,Chuuk Lagoon,lagoon,13:40:00,15:15:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,10,M,,F1CL_012_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_013,2017-03-05,010100000059ABB0F831F3624052309DB55FA71D40,7.41345104,151.59985003,10.00,Chuuk,Chuuk Lagoon,lagoon,13:48:00,15:20:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,7,M,,F1CL_013.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_014,2017-03-05,0101000000A20AC1A269F362404EA3C154D0A41D40,7.41095097,151.60664499,7.00,Chuuk,Chuuk Lagoon,lagoon,13:58:00,15:26:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,9,L,,F1CL_014.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_015,2017-03-05,0101000000198C53A5F4F2624037079D4AE59D1D40,7.40419499,151.59236399,40.00,Chuuk,Chuuk Lagoon,lagoon,14:30:00,15:30:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,9,,,F1CL_015.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_016_L,2017-03-05,0101000000588981C71AF36240E13C6215EB9B1D40,7.40226396,151.59701896,10.00,Chuuk,Chuuk Lagoon,lagoon,14:40:00,15:35:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,7,,,F1CL_016_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_017,2017-03-05,010100000005F01EB998F3624064DEB25C99A01D40,7.40683503,151.61239296,16.00,Chuuk,Chuuk Lagoon,lagoon,15:39:00,16:50:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,7,,,F1CL_017.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_018_L,2017-03-05,010100000088D47AE07FF362400EF06ADA419C1D40,7.40259496,151.60935997,20.00,Chuuk,Chuuk Lagoon,lagoon,15:45:00,16:54:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,7,,,F1CL_018_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_019,2017-03-05,010100000026FFD5DBADF462402AA6357AF39B1D40,7.40229598,151.64622299,6.00,Chuuk,Chuuk Lagoon,lagoon,15:53:00,16:51:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi,False,5,,,F1CL_019.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_020,2017-03-06,01010000006550AF8C54F4624098C493BCBE9F1D40,7.40600104,151.63532099,10.00,Chuuk,Chuuk Lagoon,lagoon,10:07:00,11:47:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,9,L,,F1CL_020.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_021,2017-03-06,0101000000BE2972A966F46240EBD2548991A51D40,7.41168799,151.63753197,26.00,Chuuk,Chuuk Lagoon,lagoon,10:26:00,11:56:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,7,L,,F1CL_021.mp4,S3,,Manta on surface,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_022_L,2017-03-06,0101000000360485492AF46240F09781904DA21D40,7.40849901,151.63016201,23.00,Chuuk,Chuuk Lagoon,lagoon,10:39:00,12:00:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,5,L,,F1CL_022_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_023,2017-03-06,010100000052CC0725E8F362401121E84747A21D40,7.40847504,151.62208797,38.00,Chuuk,Chuuk Lagoon,lagoon,10:47:00,12:43:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,9,L,,F1CL_023.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_025_L,2017-03-06,010100000026BE5E8A00F46240AFA51519FC9D1D40,7.40428199,151.62506598,10.00,Chuuk,Chuuk Lagoon,lagoon,11:02:00,12:38:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,10,L,,F1CL_025_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_026,2017-03-06,01010000004A25C0D9BBF36240E653CF9BED9A1D40,7.40129703,151.61668098,17.00,Chuuk,Chuuk Lagoon,lagoon,11:15:00,12:48:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,7,L,,F1CL_026.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_027,2017-03-06,0101000000AF5F6EFF03F46240D94E29E940961D40,7.39673199,151.62548801,5.50,Chuuk,Chuuk Lagoon,lagoon,11:32:00,12:54:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,7,L,,F1CL_027.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_028_L,2017-03-06,0101000000D5E2D73870F46240CEB4929027991D40,7.39956499,151.63869898,17.00,Chuuk,Chuuk Lagoon,lagoon,12:07:00,14:20:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,10,L,,F1CL_028_L.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_029,2017-03-06,0101000000027C3BB247F46240A0F14C812F951D40,7.39568903,151.63375198,28.00,Chuuk,Chuuk Lagoon,lagoon,12:20:00,14:40:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,9,L,,F1CL_029.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_030,2017-03-06,0101000000BFA594BE2DF46240A9EA50139E901D40,7.39122801,151.63058404,8.00,Chuuk,Chuuk Lagoon,lagoon,12:28:00,15:25:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,9,L,,F1CL_030.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_031,2017-03-06,0101000000AAB18C26FAF3624032CC09DAE4901D40,7.39149800,151.62428596,6.00,Chuuk,Chuuk Lagoon,lagoon,13:47:00,15:15:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,9,L,,F1CL_031.mp4,S3,,,,,,2,2,Completed
AIMS,Pacific,Federated States of Micronesia,FP_2017_FM_01,F1CL_032,2017-03-06,01010000005B7A76F145F4624048BC440E748D1D40,7.38813803,151.63353799,22.00,Chuuk,Chuuk Lagoon,lagoon,14:00:00,15:00:00,Aluminium (AIMS),GoProHero4Silver,False,50,150,CHP,Mahi Mahi/Rainbow runner,False,9,L,,F1CL_032.mp4,S3,,,,,,2,2,Completed
