region_name,location_name,site_name,site_type,reef_name,protection_status,mpa_name,mpa_area,mpa_year_founded,mpa_isolation,mpa_compliance,fishing_restrictions,shark_fishing_gear,region_id,location_id,site_id,reef_id
Western Atlantic,Dominican Republic,Punta Cana,I,Punta Cana Reef,restricted,,,,,,gear,hook and line,1,122,319,735
Western Atlantic,Dominican Republic,Santo Domingo,I,La Caleta,closed,La Caleta,26.00,1986,>20km to next reef,medium,,,1,122,318,734
Western Atlantic,Dominican Republic,Sosua,I,Sosua Reef,closed,Sosua MPA,6.00,2005,<20km to next reef,low,"gear, effort",,1,122,322,737
Western Atlantic,Dutch Caribbean,Aruba,I,Aruba North,restricted,,,,,,"species, size",gillnet; hook and line; spear,1,110,216,757
Western Atlantic,Dutch Caribbean,Aruba,I,Aruba West,restricted,,,,,,"gear, size, species",spear; hook and line; gillnet,1,110,216,758
Western Atlantic,Dutch Caribbean,Aruba,I,South East,restricted,,,,,,"species, size",gillnet; spear; hook and line,1,110,216,759
Western Atlantic,Dutch Caribbean,Bonaire,I,North Coast,closed,Bonaire National Marine Park,67.00,1979,continuous,high,gear,hook and line; fish trap,1,110,335,768
Western Atlantic,Dutch Caribbean,Bonaire,I,Protected Areas Combined,closed,Bonaire No-take,25.00,1979,continuous,high,gear,fish trap; hook and line,1,110,335,771
Western Atlantic,Dutch Caribbean,Bonaire,I,South Coast,closed,Bonaire National Marine Park,67.00,1979,continuous,high,gear,hook and line; fish trap,1,110,335,770
Western Atlantic,Dutch Caribbean,Bonaire,I,West Coast,closed,Bonaire National Marine Park,67.00,1979,continuous,high,gear,fish trap; hook and line,1,110,335,769
Western Atlantic,Dutch Caribbean,Curacao,I,East Coast,restricted,,,,,,gear,fish trap; longline; hook and line; spear,1,110,332,762
Western Atlantic,Dutch Caribbean,Curacao,I,North Coast,restricted,,,,,,gear,longline; fish trap; spear; hook and line,1,110,332,761
Western Atlantic,Dutch Caribbean,Curacao,I,Protected Areas Combined,closed,Curacao Marine Park,6.00,1987,continuous,medium,gear,fish trap,1,110,332,763
Western Atlantic,Dutch Caribbean,Curacao,I,West Coast,restricted,,,,,,gear,fish trap; hook and line; longline; spear,1,110,332,760
Western Atlantic,Dutch Caribbean,Saba,I,Saba East,closed,Saba Marine Park,6.00,1999,>20km to next reef,high,gear,fish trap,1,110,286,612
Western Atlantic,Dutch Caribbean,Saba,I,Saba West,closed,Saba Marine Park,6.00,1999,>20km to next reef,high,gear,fish trap,1,110,286,613
Western Atlantic,Dutch Caribbean,Saba Bank,I,Bank 1,restricted,,,,,,gear,hook and line; trawl; gillnet; longline; drumline; fish trap,1,110,287,614
Western Atlantic,Dutch Caribbean,Saba Bank,I,Bank 2,restricted,,,,,,gear,hook and line; trawl; gillnet; longline; drumline; fish trap,1,110,287,615
Western Atlantic,Dutch Caribbean,Saba Bank,I,Bank 3,restricted,,,,,,gear,drumline; gillnet; trawl; longline; hook and line; fish trap,1,110,287,616
Western Atlantic,Dutch Caribbean,St Eustatius,I,East,restricted,,,,,,gear,spear; gillnet; drumline; hook and line; fish trap,1,110,288,617
Western Atlantic,Dutch Caribbean,St Eustatius,I,Reserve,closed,St. Eustatius National Marine Park,27.30,1996,continuous,medium,"gear, species",,1,110,288,619
Western Atlantic,Dutch Caribbean,St Eustatius,I,West,restricted,,,,,,gear,spear; hook and line; gillnet; longline; fish trap,1,110,288,618
Western Atlantic,Dutch Caribbean,St Maarten,I,Dutch Fishing,restricted,,,,,,"species, gear",drumline; hook and line; fish trap; spear,1,110,289,620
Western Atlantic,Dutch Caribbean,St Maarten,I,Dutch Reserve,closed,Man of War Shoal Park,31.00,2011,>20km to next reef,medium,"species, gear",hook and line; fish trap,1,110,289,623
Western Atlantic,Dutch Caribbean,St Maarten,I,French Fishing,restricted,,,,,,"species, gear",trawl; fish trap; spear; hook and line; longline,1,110,289,621
Western Atlantic,Dutch Caribbean,St Maarten,I,French Reserve,closed,Reserve Naturelle,29.00,1998,<20km to next reef,medium,"gear, species",hook and line,1,110,289,622
Western Atlantic,French West Indies,Guadeloupe,I,Grande cul de Sac,restricted,Grande cul de Sac,37.00,1990,>20km to next reef,low,"area, gear",fish trap; hook and line; seine; longline; gillnet; spear,1,79,132,171
Western Atlantic,French West Indies,Guadeloupe,I,Petit Terre,closed,Petit Terre,10.00,1998,>20km to next reef,high,"gear, area",gillnet; hook and line; spear; fish trap; longline; seine,1,79,132,170
Western Atlantic,French West Indies,Martinique,I,Martinique Reef 1,restricted,,,,,,"gear, area",hook and line; seine; longline; fish trap; gillnet; spear,1,79,141,182
Western Atlantic,French West Indies,Martinique,I,Martinique Reef 2,restricted,,,,,,"gear, area",spear; longline; seine; gillnet; fish trap; hook and line,1,79,141,183
Western Atlantic,Honduras,Bay Islands,I,Guanaja,openly fished,,,,,,,,1,5,34,75
Western Atlantic,Honduras,Bay Islands,I,Roatan,openly fished,,,,,,,,1,5,34,76
Western Atlantic,Honduras,Bay Islands,I,Utila,openly fished,,,,,,,,1,5,34,77
Western Atlantic,Honduras,Miskitu Cays,C,Vivorillos cays,openly fished,,,,,,,,1,5,35,78
Western Atlantic,Jamaica,Jamaica,V,Dragon Point,restricted,,,,,,"gear, size, effort, species",longline; hook and line; seine; spear; drumline; fish trap; gillnet,1,7,134,172
Western Atlantic,Jamaica,Jamaica,V,East Portland,restricted,,,,,,"effort, gear, species, size",drumline; seine; hook and line; fish trap; longline; spear; gillnet,1,7,134,174
Western Atlantic,Jamaica,Jamaica,V,Negril,closed,Negril Marine Park,160.00,1998,continuous,unknown,"area, size, effort, species, gear",,1,7,134,173
Western Atlantic,Jamaica,Jamaica,V,Ocho Rios,restricted,,,,,,"gear, effort, size, species",spear; longline; fish trap; hook and line; drumline; seine; gillnet,1,7,134,175
Western Atlantic,Jamaica,Pedro Bank,O,Pedro Bank,restricted,,,,,,"effort, species, gear, size",spear; gillnet; longline; seine; drumline; fish trap; hook and line,1,7,39,82
Western Atlantic,Mexico,Banco Chinchorro,C,Banco Chinchorro,openly fished,,,,,,,,1,6,36,79
Western Atlantic,Mexico,Puerto Morelos,C,Puerto Morelos,openly fished,,,,,,,,1,6,37,80
Western Atlantic,Mexico,Xcalak,C,Xcalak,openly fished,,,,,,,,1,6,38,81
Western Atlantic,Puerto Rico,Bajo de Sico,I,Bajo de Sico,openly fished,,,,,,,,1,96,280,600
Western Atlantic,Puerto Rico,Desecheo,I,Desecheo,openly fished,,,,,,,,1,96,235,774
Western Atlantic,Puerto Rico,Guayanilla,I,Guayanilla,openly fished,,,,,,,,1,96,278,599
Western Atlantic,Puerto Rico,La Parguera,I,La Parguera,openly fished,,,,,,,,1,96,233,775
Western Atlantic,Puerto Rico,Ponce,I,Ponce,openly fished,,,,,,,gillnet,1,96,279,598
Western Atlantic,Puerto Rico,Rincon,I,Rincon,openly fished,,,,,,,,1,96,234,776
Western Atlantic,Trinidad and Tobago,Tobago,V,Atlantic,restricted,,,,,,"size, gear, species, effort",hook and line; gillnet; spear; longline; seine; fish trap,1,11,44,92
Western Atlantic,Trinidad and Tobago,Tobago,V,Buccoo North,closed,Buccoo Reef Marine Park,5.85,1973,continuous,medium,"area, effort, gear, size, species",,1,11,44,93
Western Atlantic,Trinidad and Tobago,Tobago,V,Buccoo South,restricted,,,,,,"size, effort, species, gear",hook and line; gillnet; spear; longline; seine; fish trap,1,11,44,94
Western Atlantic,Trinidad and Tobago,Tobago,V,Caribbean,restricted,,,,,,"species, gear, size, effort",seine; hook and line; spear; drumline; fish trap; gillnet; longline,1,11,44,797
Western Atlantic,Trinidad and Tobago,Tobago,V,Charlotteville,restricted,,,,,,"size, effort, species, gear",seine; hook and line; gillnet; spear; longline; fish trap,1,11,44,91
Western Atlantic,Trinidad and Tobago,Tobago,V,Sisters Reef,restricted,,,,,,"species, effort, size, gear",longline; hook and line; fish trap; spear; seine; gillnet,1,11,44,162
Western Atlantic,Trinidad and Tobago,Trinidad,I,Toco,restricted,,,,,,"effort, gear, species, size",gillnet; fish trap; drumline; seine; longline; hook and line; spear,1,11,45,95
Western Atlantic,Turks and Caicos,South Caicos,I,Back,restricted,,,,,,"species, effort, size, gear",gillnet; hook and line,1,9,42,85
Western Atlantic,Turks and Caicos,South Caicos,I,Reserve,closed,Admiral Cockburn Land and Sea Park,4.00,1992,continuous,medium,"size, area, effort, species, gear",,1,9,42,86
Western Atlantic,USA-Western Atlantic,Florida,I,Broward 1,restricted,,,,,,"effort, size, gear, species",hook and line,1,12,46,96
Western Atlantic,USA-Western Atlantic,Florida,I,Broward 2,restricted,,,,,,"species, size, effort, gear",hook and line,1,12,46,97
Western Atlantic,USA-Western Atlantic,Florida,I,Dry Tortugas 1,restricted,,,,,,"species, size, gear, effort",hook and line,1,12,46,98
Western Atlantic,USA-Western Atlantic,Florida,I,Dry Tortugas 2,restricted,,,,,,"size, species, effort, gear",hook and line,1,12,46,99
Western Atlantic,USA-Western Atlantic,Florida,I,Keys Tip 1,openly fished,,,,,,,longline; hook and line; gillnet,1,12,46,516
Western Atlantic,USA-Western Atlantic,Florida,I,Keys Tip 2,openly fished,,,,,,,longline; gillnet; hook and line,1,12,46,517
Western Atlantic,USA-Western Atlantic,Florida,I,Lower Keys 1,restricted,,,,,,"gear, species, effort, size",hook and line,1,12,46,100
Western Atlantic,USA-Western Atlantic,Florida,I,Lower Keys 2,restricted,,,,,,"effort, size, gear, species",hook and line,1,12,46,101
Western Atlantic,USA-Western Atlantic,Florida,I,Lower Keys 3,restricted,,,,,,"species, effort, gear, size",hook and line,1,12,46,102
Western Atlantic,USA-Western Atlantic,Florida,I,Miami-Dade 1,restricted,,,,,,"size, effort, species, gear",hook and line,1,12,46,103
Western Atlantic,USA-Western Atlantic,Florida,I,Miami-Dade 2,restricted,,,,,,"species, gear, effort, size",hook and line,1,12,46,104
Western Atlantic,USA-Western Atlantic,Florida,I,Middle Keys 1,restricted,,,,,,"species, gear, size, effort",hook and line,1,12,46,105
Western Atlantic,USA-Western Atlantic,Florida,I,Middle Keys 2,restricted,,,,,,"effort, size, species, gear",hook and line,1,12,46,106
Western Atlantic,USA-Western Atlantic,Florida,I,Middle Keys 3,restricted,,,,,,"effort, species, gear, size",hook and line,1,12,46,107
Western Atlantic,USA-Western Atlantic,Florida,I,Upper Keys 0,openly fished,,,,,,,,1,12,46,454
Western Atlantic,USA-Western Atlantic,Florida,I,Upper Keys 1,restricted,,,,,,"effort, species, size, gear",hook and line,1,12,46,108
Western Atlantic,USA-Western Atlantic,Florida,I,Upper Keys 2,restricted,,,,,,"species, size, effort, gear",hook and line,1,12,46,109
Western Atlantic,USA-Western Atlantic,Florida,I,Upper Keys 3,restricted,,,,,,"size, gear, effort, species",hook and line,1,12,46,110
Western Atlantic,USA-Western Atlantic,Florida,I,West Palm 1,restricted,,,,,,"effort, size, gear, species",hook and line,1,12,46,111
Western Atlantic,USA-Western Atlantic,Florida,I,West Palm 2,restricted,,,,,,"gear, size, species, effort",hook and line,1,12,46,112
