region_name,location_name,site_name,reef_name,reef_type,trip_code,trip_year,set_code,maxn,common_name,genus,species,species_group,family,event_time_mil,event_time_mins,set_lat,set_long,visibility,depth,bait,current_flow_estimated,current_flow_instrumented,reef_id,set_id,master_set_id,animal_id
Western Atlantic,Dutch Caribbean,Aruba,South East,slope,FP_2017_DC_02,2017,ARSE_022,,,,,,,,,12.41271700,-69.88845000,9,10.00,Sardines,,,759,32959,16072,9999
Western Atlantic,Dutch Caribbean,Aruba,South East,slope,FP_2017_DC_02,2017,ARSE_023,,,,,,,,,12.41098300,-69.88398300,10,9.00,Sardines,,,759,32960,15973,9999
Western Atlantic,Dutch Caribbean,Aruba,South East,slope,FP_2017_DC_02,2017,ARSE_024,,,,,,,,,12.41025000,-69.87905000,10,10.00,Sardines,,,759,32961,16254,9999
Western Atlantic,Dutch Caribbean,Aruba,South East,slope,FP_2017_DC_02,2017,ARSE_025,,,,,,,,,12.40641700,-69.88525000,7,20.00,Sardines,,,759,32962,16324,9999
Western Atlantic,Dutch Caribbean,Aruba,South East,slope,FP_2017_DC_02,2017,ARSE_026,,,,,,,,,12.40948300,-69.88940000,10,25.00,Sardines,,,759,32963,16358,9999
Western Atlantic,Dutch Caribbean,Aruba,South East,slope,FP_2017_DC_02,2017,ARSE_027,,,,,,,,,12.41211700,-69.89323300,10,9.00,Sardines,,,759,32964,16538,9999
Western Atlantic,Dutch Caribbean,Aruba,South East,slope,FP_2017_DC_02,2017,ARSE_028,1,Great hammerhead shark,Sphyrna,mokarran,Shark,Sphyrnidae,3598200,059:58:200,12.63163300,-70.05116700,10,35.00,Sardines,,,759,32965,16211,21
Western Atlantic,Dutch Caribbean,Aruba,South East,slope,FP_2017_DC_02,2017,ARSE_028,2,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,3127200,052:07:200,12.63163300,-70.05116700,10,35.00,Sardines,,,759,32965,16211,24
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_001,,,,,,,,,12.46198300,-69.97501700,7,16.50,Sardines,,,758,32966,16572,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_002,,,,,,,,,12.46405000,-69.98185000,7,35.00,Sardines,,,758,32967,16116,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_003,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1570800,026:10:800,12.46770000,-69.98566700,9,35.00,Sardines,,,758,32968,16022,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_004,,,,,,,,,12.47198300,-69.98880000,7,10.00,Sardines,,,758,32969,16601,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_005,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,2666618,044:26:618,12.47460000,-69.99991700,9,36.00,Sardines,,,758,32970,16041,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_006,,,,,,,,,12.48350000,-70.01326700,9,35.00,Sardines,,,758,32971,16585,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_007,,,,,,,,,12.48718300,-70.01780000,9,35.00,Sardines,,,758,32972,16192,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_008,,,,,,,,,12.46261700,-69.97088300,10,7.00,Sardines,,,758,32973,16060,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_009,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,880800,014:40:800,12.46028300,-69.96713300,10,37.00,Sardines,,,758,32974,16009,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_009,1,Whitespotted eagle ray,Aetobatus,narinari,Ray,Aetobatidae,2734200,045:34:200,12.46028300,-69.96713300,10,37.00,Sardines,,,758,32974,16009,25
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_010,3,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,2548200,042:28:200,12.45741700,-69.96450000,10,35.00,Sardines,,,758,32975,16431,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_011,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1384200,023:04:200,12.45458300,-69.96161700,10,35.00,Sardines,,,758,32976,16310,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_012,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,3328800,055:28:800,12.45078300,-69.95823300,9,35.00,Sardines,,,758,32977,16153,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_013,,,,,,,,,12.44711700,-69.95426700,9,10.00,Sardines,,,758,32978,16285,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_014,,,,,,,,,12.44398300,-69.94978300,10,12.00,Sardines,,,758,32979,16401,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_015,,,,,,,,,12.44126700,-69.94505000,10,35.00,Sardines,,,758,32980,15999,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_016,,,,,,,,,12.43915000,-69.94051700,10,35.00,Sardines,,,758,32981,16561,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_017,,,,,,,,,12.46133300,-69.97576700,9,35.00,Sardines,,,758,32982,16363,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_018,,,,,,,,,12.46850000,-69.98583300,9,6.00,Sardines,,,758,32983,16586,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_019,,,,,,,,,12.47218300,-69.98875000,10,6.00,Sardines,,,758,32984,16255,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_020,,,,,,,,,12.47326700,-69.99553300,10,30.00,Sardines,,,758,32985,16469,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_021,,,,,,,,,12.47741700,-70.00206700,10,6.00,Sardines,,,758,32986,16212,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_022,,,,,,,,,12.48221700,-70.01058300,9,8.00,Sardines,,,758,32987,16603,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_023,,,,,,,,,12.48561700,-70.01493300,9,8.00,Sardines,,,758,32988,16145,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_024,,,,,,,,,12.50250000,-70.03375000,9,35.00,Sardines,,,758,32989,16136,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_025,,,,,,,,,12.49361700,-70.02386700,9,11.00,Sardines,,,758,32990,16292,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_026,,,,,,,,,12.49015000,-70.02018300,10,10.00,Sardines,,,758,32991,16092,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_027,,,,,,,,,12.48691700,-70.01650000,10,8.00,Sardines,,,758,32992,16029,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_028,,,,,,,,,12.48360000,-70.01335000,10,35.00,Sardines,,,758,32993,16220,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_029,,,,,,,,,12.50358300,-70.03391700,7,6.00,Sardines,,,758,32994,16309,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_030,,,,,,,,,12.49898300,-70.03110000,9,30.00,Sardines,,,758,32995,16223,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_031,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,2752800,045:52:800,12.49511700,-70.02686700,10,35.00,Sardines,,,758,32996,16178,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_032,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,289800,004:49:800,12.49218300,-70.02326700,10,37.00,Sardines,,,758,32997,16016,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_033,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1392000,023:12:000,12.48841700,-70.01900000,10,37.00,Sardines,,,758,32998,16376,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_034,,,,,,,,,12.48543300,-70.01481700,9,9.00,Sardines,,,758,32999,16320,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_035,,,,,,,,,12.48161700,-70.01081700,10,35.00,Sardines,,,758,33000,16023,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_036,1,Tiger shark,Galeocerdo,cuvier,Shark,Carcharhinidae,2545200,042:25:200,12.47683300,-70.00305000,9,35.00,Sardines,,,758,33001,16348,19
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_037,,,,,,,,,12.47411700,-69.99843300,9,35.00,Sardines,,,758,33002,16263,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_038,,,,,,,,,12.48731700,-70.01751700,10,35.00,Sardines,,,758,33003,16316,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_039,,,,,,,,,12.48365000,-70.01235000,10,8.00,Sardines,,,758,33004,16010,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_040,,,,,,,,,12.47601700,-70.00015000,9,10.00,Sardines,,,758,33005,16213,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_041,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,3529200,058:49:200,12.46968300,-69.98735000,10,32.00,Sardines,,,758,33006,16300,24
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_042,,,,,,,,,12.46568300,-69.98263300,10,8.00,Sardines,,,758,33007,16229,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_043,,,,,,,,,12.46375000,-69.97753300,10,8.00,Sardines,,,758,33008,16246,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_044,,,,,,,,,12.45873300,-69.96500000,10,8.00,Sardines,,,758,33009,16388,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_045,,,,,,,,,12.45518300,-69.96156700,9,8.00,Sardines,,,758,33010,16017,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_046,,,,,,,,,12.45155000,-69.95835000,10,8.00,Sardines,,,758,33011,16432,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_047,,,,,,,,,12.44481000,-69.95520000,10,8.00,Sardines,,,758,33012,16313,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_048,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,3009000,050:09:000,12.44258300,-69.94826700,9,35.00,Sardines,,,758,33013,16615,28
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_049,,,,,,,,,12.44008300,-69.94170000,10,8.00,Sardines,,,758,33014,16305,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_051,,,,,,,,,12.47840000,-70.00418300,9,15.00,Sardines,,,758,33016,16280,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_052,1,Common Blacktip shark,Carcharhinus,limbatus,Shark,Carcharhinidae,2833800,047:13:800,12.46373300,-69.98095000,7,35.00,Sardines,,,758,33017,16386,22
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_001,,,,,,,,,21.85722222,-84.48083333,10,17.40,Bonito,,,767,33018,16558,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_002,,,,,,,,,21.83888889,-84.49388889,9,24.00,Bonito,,,767,33019,16113,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_003,,,,,,,,,21.82694444,-84.51083333,10,24.00,Bonito,,,767,33020,16611,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_004,,,,,,,,,21.81944444,-84.51750000,10,27.40,Bonito,,,767,33021,16281,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_005,,,,,,,,,21.80000000,-84.51944444,10,27.70,Bonito,,,767,33022,16393,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_006,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1292557,021:32:557,21.81638889,-84.52500000,9,30.00,Bonito,,,767,33023,16019,24
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_007,,,,,,,,,21.82444444,-84.50555556,10,24.60,Bonito,,,767,33024,16067,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_008,,,,,,,,,21.83861111,-84.50333333,10,18.50,Bonito,,,767,33025,16151,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_009,,,,,,,,,21.84944444,-84.49277778,10,15.10,Bonito,,,767,33026,16053,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_010,,,,,,,,,21.85611111,-84.47305556,10,13.40,Bonito,,,767,33027,16081,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_011,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1721503,028:41:503,21.75666667,-84.50777778,9,24.40,Bonito,,,767,33028,16596,28
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_011,4,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,3544802,059:04:802,21.75666667,-84.50777778,9,24.40,Bonito,,,767,33028,16596,24
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_012,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1742740,029:02:740,21.75444444,-84.52000000,9,25.00,Bonito,,,767,33029,16076,23
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_013,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2995777,049:55:777,21.75388889,-84.53861111,10,25.90,Bonito,,,767,33030,16523,24
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_014,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1933669,032:13:669,21.76111111,-84.54055556,10,28.10,Bonito,,,767,33031,16077,24
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_015,,,,,,,,,21.77027778,-84.52638889,10,17.50,Bonito,,,767,33032,16491,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_016,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1089066,018:09:066,21.75638889,-84.51750000,9,23.00,Bonito,,,767,33033,16391,24
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_017,,,,,,,,,21.75388889,-84.52888889,1,24.50,Bonito,,,767,33034,16486,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_019,2,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2007171,033:27:171,21.76972222,-84.53583333,10,26.50,Bonito,,,767,33036,16197,24
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_020,,,,,,,,,21.78694444,-84.52166667,10,20.00,Bonito,,,767,33037,16517,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_021,,,,,,,,,21.80583333,-84.51694444,10,12.60,Bonito,,,767,33038,16038,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_022,,,,,,,,,21.79472222,-84.51916667,10,14.30,Bonito,,,767,33039,16438,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_023,,,,,,,,,21.86388889,-84.47694444,10,21.00,Bonito,,,767,33040,15988,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_024,,,,,,,,,21.87472222,-84.46916667,10,12.00,Bonito,,,767,33041,16051,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_025,,,,,,,,,21.78027778,-84.52388889,10,16.60,Bonito,,,767,33042,16218,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_026,,,,,,,,,21.79222222,-84.52166667,9,16.80,Bonito,,,767,33043,16265,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_027,,,,,,,,,21.79472222,-84.51916667,9,15.10,Bonito,,,767,33044,16540,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_028,1,Carcharhinus sp.,Carcharhinus,sp.,Shark,Carcharhinidae,3576170,059:36:170,21.80444444,-84.51944444,9,27.00,Bonito,,,767,33045,16270,390
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_029,,,,,,,,,21.81833333,-84.52000000,10,22.00,Bonito,,,767,33046,16147,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_030,,,,,,,,,21.82055556,-84.51750000,10,19.00,Bonito,,,767,33047,16455,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_031,,,,,,,,,21.82388889,-84.51083333,10,22.00,Bonito,,,767,33048,16487,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_032,2,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1744575,029:04:575,21.83916667,-84.50388889,10,16.00,Bonito,,,767,33049,16124,24
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_033,,,,,,,,,21.84083333,-84.49111111,10,15.00,Bonito,,,767,33050,16341,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_034,,,,,,,,,21.85111111,-84.49111111,10,16.00,Bonito,,,767,33051,16142,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_035,,,,,,,,,21.87277778,-84.46666667,10,16.10,Bonito,,,767,33052,16040,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_036,,,,,,,,,21.87000000,-84.47222222,10,18.80,Bonito,,,767,33053,16073,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_037,,,,,,,,,21.86000000,-84.47027778,10,19.20,Bonito,,,767,33054,16607,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_038,,,,,,,,,21.77027778,-84.52722222,9,12.00,Bonito,,,767,33055,16008,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_039,,,,,,,,,21.78333333,-84.52277778,9,15.70,Bonito,,,767,33056,16490,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_040,,,,,,,,,21.79333333,-84.52194444,9,16.90,Bonito,,,767,33057,16502,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_041,,,,,,,,,21.79416667,-84.51944444,9,16.30,Bonito,,,767,33058,16580,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_042,,,,,,,,,21.80833333,-84.51888889,9,12.50,Bonito,,,767,33059,16054,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_043,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,616854,010:16:854,21.80527778,-84.51805556,10,15.80,Bonito,,,767,33060,16278,28
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_044,,,,,,,,,21.81583333,-84.52500000,9,17.70,Bonito,,,767,33061,16063,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_045,,,,,,,,,21.81750000,-84.52222222,10,17.40,Bonito,,,767,33062,16416,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_046,,,,,,,,,21.81916667,-84.51777778,10,13.40,Bonito,,,767,33063,16156,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_047,,,,,,,,,21.82194444,-84.51083333,10,20.50,Bonito,,,767,33064,16277,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_048,,,,,,,,,21.74989378,-84.50295900,10,17.00,Bonito,,,767,33065,16095,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_049,,,,,,,,,21.75638889,-84.48555550,9,18.00,Bonito,,,767,33066,16468,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_050,,,,,,,,,21.76008719,-84.47243680,10,18.80,Bonito,,,767,33067,16078,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_051,,,,,,,,,21.76013140,-84.45713800,9,18.00,Bonito,,,767,33068,16444,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_052,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1751729,029:11:729,21.76483720,-84.43777300,9,18.00,Bonito,,,767,33069,16068,24
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_053,,,,,,,,,21.75337389,-84.49431680,9,18.00,Bonito,,,767,33070,16279,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_054,1,Atlantic Chupare stingray,Styracura,schmardae,Ray,Potamotrygonidae,1159657,019:19:657,21.75810140,-84.47937930,10,21.00,Bonito,,,767,33071,16186,27
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_055,1,Carcharhinus sp.,Carcharhinus,sp.,Shark,Carcharhinidae,1523779,025:23:779,21.76041890,-84.46567750,10,20.00,Bonito,,,767,33072,16046,390
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_056,,,,,,,,,21.76122950,-84.44822800,10,18.00,Bonito,,,767,33073,16119,9999
Western Atlantic,Cuba,Guanahacabibes,Maria la Gorda,slope,FP_2017_CU_03,2017,GMC_057,,,,,,,,,21.76870760,-84.42924010,10,20.00,Bonito,,,767,33074,16377,9999
Western Atlantic,Cuba,Guanahacabibes,Guanahacabibes Reef,slope,FP_2017_CU_03,2017,GUA_001,2,Requiem Shark,Unknown,sp.,Shark,Carcharhinidae,3054362,050:54:362,21.91093820,-84.62005880,9,23.00,Bonito,,,766,33075,16066,292
Western Atlantic,Cuba,Guanahacabibes,Guanahacabibes Reef,slope,FP_2017_CU_03,2017,GUA_001,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2872014,047:52:014,21.91093820,-84.62005880,9,23.00,Bonito,,,766,33075,16066,24
Western Atlantic,Cuba,Guanahacabibes,Guanahacabibes Reef,slope,FP_2017_CU_03,2017,GUA_001,2,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1470442,024:30:442,21.91093820,-84.62005880,9,23.00,Bonito,,,766,33075,16066,23
Western Atlantic,Cuba,Guanahacabibes,Guanahacabibes Reef,slope,FP_2017_CU_03,2017,GUA_002,1,Requiem Shark,Unknown,sp.,Shark,Carcharhinidae,81932,001:21:932,21.90213210,-84.64036400,10,19.00,Bonito,,,766,33076,16301,292
Western Atlantic,Cuba,Guanahacabibes,Guanahacabibes Reef,slope,FP_2017_CU_03,2017,GUA_002,3,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2741343,045:41:343,21.90213210,-84.64036400,10,19.00,Bonito,,,766,33076,16301,24
Western Atlantic,Cuba,Guanahacabibes,Guanahacabibes Reef,slope,FP_2017_CU_03,2017,GUA_003,1,Unknown Shark,Unknown,sp.,Shark,Selachimorpha,297070,004:57:070,21.89657030,-84.65761250,9,25.00,Bonito,,,766,33077,16240,50
Western Atlantic,Cuba,Guanahacabibes,Guanahacabibes Reef,slope,FP_2017_CU_03,2017,GUA_003,3,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1229540,020:29:540,21.89657030,-84.65761250,9,25.00,Bonito,,,766,33077,16240,24
Western Atlantic,Cuba,Guanahacabibes,Guanahacabibes Reef,slope,FP_2017_CU_03,2017,GUA_004,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,2355664,039:15:664,21.88893600,-84.68042090,9,20.00,Bonito,,,766,33078,16143,26
Western Atlantic,Cuba,Guanahacabibes,Guanahacabibes Reef,slope,FP_2017_CU_03,2017,GUA_004,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2434066,040:34:066,21.88893600,-84.68042090,9,20.00,Bonito,,,766,33078,16143,24
