region_name,location_name,site_name,reef_name,reef_type,trip_code,trip_year,set_code,maxn,common_name,genus,species,species_group,family,event_time_mil,event_time_mins,set_lat,set_long,visibility,depth,bait,current_flow_estimated,current_flow_instrumented,reef_id,set_id,master_set_id,animal_id
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_075,,,,,,,,,-18.57659200,147.57459500,,11.80,Sardines,L,,232,30794,18096,9999
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_075A,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1058999,017:38:999,-18.57290800,147.57367700,,9.40,Sardines,M,,232,30795,18005,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_075A,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,588021,009:48:021,-18.57290800,147.57367700,,9.40,Sardines,M,,232,30795,18005,144
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_076,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,185254,003:05:254,-18.57105100,147.57965000,,18.00,Sardines,L,,232,30796,18006,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_076,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,1406113,023:26:113,-18.57105100,147.57965000,,18.00,Sardines,L,,232,30796,18006,144
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_076A,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2201899,036:41:899,-18.57729900,147.57510300,,12.30,Sardines,L,,232,30797,18007,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_077,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,896366,014:56:366,-18.57051700,147.57733900,,14.60,Sardines,M,,232,30798,18008,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_078,2,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2489615,041:29:615,-18.56835600,147.57302000,,37.80,Sardines,M,,232,30799,18009,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_089,,,,,,,,,-18.58211200,147.57204200,,12.00,Sardines,M,,232,30800,18010,9999
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_090,2,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1336876,022:16:876,-18.58559900,147.56857400,,11.30,Sardines,L,,232,30801,18602,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_091,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,527165,008:47:165,-18.59020700,147.56901200,,10.10,Sardines,L,,232,30802,18011,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_092,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,1665741,027:45:741,-18.58880300,147.57633900,,19.10,Sardines,M,,232,30803,18012,144
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_093,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1488291,024:48:291,-18.57984300,147.58091700,,23.80,Sardines,M,,232,30804,18013,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_093,1,Tiger shark,Galeocerdo,cuvier,Shark,Carcharhinidae,3456193,057:36:193,-18.57984300,147.58091700,,23.80,Sardines,M,,232,30804,18013,19
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_094,,,,,,,,,-18.57276300,147.58086700,,13.40,Sardines,L,,232,30805,18014,9999
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_095,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,217210,003:37:210,-18.58189900,147.56897100,,15.60,Sardines,M,,232,30806,18015,144
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_096,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,1741102,029:01:102,-18.58567500,147.56563500,,7.20,Sardines,M,,232,30807,18114,144
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_097,6,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2565617,042:45:617,-18.59067400,147.57075700,,11.00,Sardines,M,,232,30808,18603,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_098,,,,,,,,,-18.58537400,147.57881600,,21.20,Sardines,M,,232,30809,18016,9999
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_099,2,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1596758,026:36:758,-18.57646600,147.58115700,,10.00,Sardines,M,,232,30810,18097,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_100,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,929566,015:29:566,-18.57197300,147.57953100,,7.20,Sardines,L,,232,30811,18017,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_085,,,,,,,,,-18.66917400,147.72063600,,20.10,Sardines,M,,233,30812,18018,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_086,,,,,,,,,-18.66924300,147.71589200,,7.60,Sardines,M,,233,30813,18019,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_087,,,,,,,,,-18.67101600,147.71076200,,7.90,Sardines,M,,233,30814,18020,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_101,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,91222,001:31:222,-18.65094500,147.72095000,,17.70,Sardines,H,,233,30816,18021,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_101,1,Tiger shark,Galeocerdo,cuvier,Shark,Carcharhinidae,954885,015:54:885,-18.65094500,147.72095000,,17.70,Sardines,H,,233,30816,18021,19
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_102,,,,,,,,,-18.65033900,147.71497700,,21.50,Sardines,H,,233,30817,18022,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_103,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1515546,025:15:546,-18.65099800,147.70990100,,13.50,Sardines,M,,233,30818,18023,257
Pacific,Australia-Pacific,Central GBR,Knife Reef,slope,FP_2016_AU-P_03,2016,TSV3_063,,,,,,,,,-18.58697600,147.57795300,,15.00,Sardines,M,,232,30777,17785,9999
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_037,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,271625,004:31:625,-5.56425000,122.57880000,,14.50,Pilchards,,,798,35328,18829,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_104,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,2142450,035:42:450,-18.65545200,147.70833800,,14.30,Sardines,L,,233,30819,18098,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_105,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,2488153,041:28:153,-18.66030700,147.70262300,,10.60,Sardines,H,,233,30820,18024,114
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_106,,,,,,,,,-18.65798500,147.70668700,,15.80,Sardines,M,,233,30821,18025,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_107,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,3196794,053:16:794,-18.65190200,147.72164100,,12.30,Sardines,M,,233,30822,18026,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_107A,,,,,,,,,-18.66897000,147.70257800,,10.50,Sardines,M,,233,30823,18099,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_108,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,484219,008:04:219,-18.65044400,147.71707000,,18.90,Sardines,H,,233,30824,18100,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_108A,,,,,,,,,-18.66474100,147.70351200,,16.50,Sardines,M,,233,30825,18027,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_109,,,,,,,,,-18.65120800,147.71177800,,13.50,Sardines,M,,233,30826,18101,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_109A,,,,,,,,,-18.67115900,147.71992800,,33.90,Sardines,M,,233,30827,18028,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_110,,,,,,,,,-18.65465600,147.71027700,,6.70,Sardines,M,,233,30828,18029,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_111,,,,,,,,,-18.66119900,147.70605200,,17.50,Sardines,M,,233,30829,18030,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_112,,,,,,,,,-18.65814400,147.70917800,,21.70,Sardines,M,,233,30830,18031,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_113,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1763129,029:23:129,-18.65691000,147.70644500,,21.90,Sardines,M,,233,30831,18032,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_113,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,843612,014:03:612,-18.65691000,147.70644500,,21.90,Sardines,M,,233,30831,18032,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_114,,,,,,,,,-18.65836400,147.72448700,,15.20,Sardines,M,,233,30832,18102,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_115,,,,,,,,,-18.65420500,147.72446300,,25.50,Sardines,H,,233,30833,18033,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_116,,,,,,,,,-18.65183400,147.71816200,,12.00,Sardines,M,,233,30834,18103,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_117,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,1565413,026:05:413,-18.65092000,147.71136900,,22.50,Sardines,H,,233,30835,18034,144
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_118,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,637237,010:37:237,-18.65207600,147.70910300,,7.70,Sardines,H,,233,30836,18035,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_119,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2375598,039:35:598,-18.65526200,147.70514200,,25.60,Sardines,M,,233,30837,18036,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_119,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,757121,012:37:121,-18.65526200,147.70514200,,25.60,Sardines,M,,233,30837,18036,144
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_119,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1065061,017:45:061,-18.65526200,147.70514200,,25.60,Sardines,M,,233,30837,18036,114
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_130,1,Eagle Rays,Aetobatus,sp.,Ray,Aetobatidae,1457336,024:17:336,-18.67069500,147.71371100,,17.60,Sardines,M,,233,30838,18037,296
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_130,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,991589,016:31:589,-18.67069500,147.71371100,,17.60,Sardines,M,,233,30838,18037,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_131,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,1391563,023:11:563,-18.67179100,147.70901700,,21.90,Sardines,M,,233,30839,18038,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_131,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,753,000:00:753,-18.67179100,147.70901700,,21.90,Sardines,M,,233,30839,18038,144
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_131,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,2371576,039:31:576,-18.67179100,147.70901700,,21.90,Sardines,M,,233,30839,18038,114
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_132,,,,,,,,,-18.67144400,147.70428400,,12.30,Sardines,M,,233,30840,18039,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_133,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,320621,005:20:621,-18.66735800,147.70132900,,31.00,Sardines,M,,233,30841,18040,144
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_134,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,3259454,054:19:454,-18.66635400,147.70887300,,5.70,Sardines,L,,233,30842,18041,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_134,1,Bluespotted fantail ray,Taeniura,lymma,Ray,Dasyatidae,210090,003:30:090,-18.66635400,147.70887300,,5.70,Sardines,L,,233,30842,18041,255
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_135,,,,,,,,,-18.66030000,147.70557400,,18.70,Sardines,M,,233,30843,18104,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_136,,,,,,,,,-18.67137000,147.70744900,,11.50,Sardines,M,,233,30844,18105,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_136A,,,,,,,,,-18.66904100,147.71722600,,7.70,Sardines,L,,233,30845,18042,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_137,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1144908,019:04:908,-18.67084500,147.70214000,,16.90,Sardines,M,,233,30846,18106,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_137A,,,,,,,,,-18.66253900,147.72425500,,17.60,Sardines,M,,233,30847,18043,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_138,,,,,,,,,-18.66602000,147.70245200,,15.70,Sardines,H,,233,30848,18044,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_138A,,,,,,,,,-18.67042300,147.71217300,,10.50,Sardines,L,,233,30849,18045,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_139,,,,,,,,,-18.66727700,147.70733900,,3.40,Sardines,M,,233,30850,18046,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_139A,,,,,,,,,-18.65089400,147.72137800,,18.80,Sardines,M,,233,30851,18439,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_140,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1798234,029:58:234,-18.66338200,147.71160100,,7.30,Sardines,M,,233,30852,18107,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_140,1,Bluespotted maskray,Neotrygon,kuhlii,Ray,Dasyatidae,558662,009:18:662,-18.66338200,147.71160100,,7.30,Sardines,M,,233,30852,18107,158
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_140A,,,,,,,,,-18.67075800,147.70668400,,9.40,Sardines,L,,233,30853,18047,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_141,,,,,,,,,-18.65894400,147.71251300,,13.70,Sardines,M,,233,30854,18048,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_141A,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2696547,044:56:547,-18.65219900,147.70852900,,12.70,Sardines,H,,233,30855,18108,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_141A,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,2202833,036:42:833,-18.65219900,147.70852900,,12.70,Sardines,H,,233,30855,18108,144
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_141A,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1991807,033:11:807,-18.65219900,147.70852900,,12.70,Sardines,H,,233,30855,18108,114
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_142,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2316076,038:36:076,-18.66786500,147.70327000,,8.10,Sardines,L,,233,30856,18120,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_142,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,1918912,031:58:912,-18.66786500,147.70327000,,8.10,Sardines,L,,233,30856,18120,114
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_143,,,,,,,,,-18.65498300,147.71226800,,4.30,Sardines,M,,233,30857,18109,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_144,,,,,,,,,-18.66523600,147.70876800,,6.10,Sardines,L,,233,30858,18049,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_145,,,,,,,,,-18.65699900,147.72422100,,13.10,Sardines,L,,233,30859,18050,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_146,1,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,2785647,046:25:647,-18.66341000,147.71316700,,8.30,Sardines,L,,233,30860,18110,114
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_147,1,Eagle Rays,Aetobatus,sp.,Ray,Aetobatidae,1330882,022:10:882,-18.65039500,147.71500200,,21.50,Sardines,M,,233,30861,18111,296
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_148,,,,,,,,,-18.66423100,147.70947700,,22.20,Sardines,L,,233,30862,18051,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_149,,,,,,,,,-18.65812200,147.70779000,,18.90,Sardines,L,,233,30863,18112,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_150,,,,,,,,,-18.66645100,147.70141600,,18.00,Sardines,L,,233,30864,18052,9999
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_151,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,2574069,042:54:069,-18.65411700,147.70660400,,30.00,Sardines,M,,233,30865,18113,257
Pacific,Australia-Pacific,Central GBR,Chicken Reef,slope,FP_2016_AU-P_03,2016,TSV4_152,,,,,,,,,-18.67061000,147.70494000,,10.20,Sardines,L,,233,30866,18053,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_002,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,877741,014:37:741,18.41046609,-76.97745966,,17.80,Mackerel,,,175,30868,21244,28
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_003,,,,,,,,,18.41098904,-76.98275266,,15.80,Mackerel,,,175,30869,21245,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_009,,,,,,,,,18.41357754,-77.01088049,,15.30,Mackerel,,,175,30875,12253,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_010,,,,,,,,,18.41634239,-77.01794752,,8.40,Mackerel,,,175,30876,12254,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_012,,,,,,,,,18.41395690,-76.99949702,,12.40,Mackerel,,,175,30878,12256,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_021,,,,,,,,,18.41025327,-76.97019758,,22.10,Mackerel,,,175,30887,16938,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_022,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1372288,022:52:288,18.41039090,-76.97503201,,18.90,Mackerel,,,175,30888,16939,28
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_027,,,,,,,,,18.41419201,-76.99963373,,20.20,Mackerel,,,175,30893,16940,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_034,,,,,,,,,18.41517714,-76.93436259,,9.00,Mackerel,,,175,30900,12520,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_036,1,Whitespotted eagle ray,Aetobatus,narinari,Ray,Aetobatidae,248722,004:08:722,18.41332373,-76.94382476,,11.70,Mackerel,,,175,30902,16941,25
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_037,,,,,,,,,18.41128643,-76.94846096,,8.20,Mackerel,,,175,30903,16942,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_038,,,,,,,,,18.40756042,-76.95191497,,12.70,Mackerel,,,175,30904,16943,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_039,,,,,,,,,18.40546595,-76.95640390,,9.90,Mackerel,,,175,30905,21278,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_040,,,,,,,,,18.40767299,-76.96122282,,17.40,Mackerel,,,175,30906,21286,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_041,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1375166,022:55:166,18.42074725,-77.02245464,,6.50,Mackerel,,,175,30907,21287,28
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_042,,,,,,,,,18.42290391,-77.02697257,,8.90,Mackerel,,,175,30908,21288,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_043,,,,,,,,,18.42437695,-77.03186609,,6.70,Mackerel,,,175,30909,21257,9999
Western Atlantic,Jamaica,Jamaica,Ocho Rios,slope,FP_2017_JM_02,2017,JMOR_044,,,,,,,,,18.42511573,-77.03702657,,5.90,Mackerel,,,175,30910,21289,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_001,,,,,,,,,16.36793100,-61.63582500,,9.60,Sardines,,,171,30912,12321,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_015,,,,,,,,,16.37717800,-61.64997500,,15.00,Sardines,,,171,30926,15517,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_022,,,,,,,,,16.36203600,-61.59682200,,12.00,Sardines,,,171,30933,12466,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_028,,,,,,,,,16.36066400,-61.58539500,,10.00,Sardines,,,171,30939,12526,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_033,,,,,,,,,16.36044200,-61.57454500,,13.00,Sardines,,,171,30944,16691,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_035,,,,,,,,,16.36403000,-61.55322600,,12.00,Sardines,,,171,30946,15519,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_036,1,Common Blacktip shark,Carcharhinus,limbatus,Shark,Carcharhinidae,2293143,038:13:143,16.36429900,-61.55949700,,15.00,Sardines,,,171,30947,15518,22
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_039,,,,,,,,,16.36332700,-61.55720100,,12.00,Sardines,,,171,30950,12483,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_041,,,,,,,,,16.37376000,-61.53273300,,10.00,Sardines,,,171,30952,19276,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_042,,,,,,,,,16.38655800,-61.52879300,,10.00,Sardines,,,171,30953,19277,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_043,,,,,,,,,16.36319700,-61.55416700,,8.50,Sardines,,,171,30954,19278,9999
