team,region,location_name,trip_code,set_code,set_date,drop_haul,salinity,conductivity,dissolved_oxygen,tide_state,estimated_wind_speed,measured_wind_speed,wind_direction,cloud_cover,surface_chop,water_temperature
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_109,2016-08-18,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_110,2016-08-18,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_110,2016-08-18,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_111,2016-08-18,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_111,2016-08-18,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_112,2016-08-18,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_112,2016-08-18,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_113,2016-08-18,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_113,2016-08-18,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_114,2016-08-18,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_114,2016-08-18,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_116,2016-08-19,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_116,2016-08-19,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_117,2016-08-19,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_117,2016-08-19,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_118,2016-08-19,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_118,2016-08-19,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_119,2016-08-19,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_119,2016-08-19,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_120,2016-08-19,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_120,2016-08-19,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_121,2016-08-19,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_121,2016-08-19,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_148,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_148,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_149,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_149,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_150,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_150,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_151,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_151,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_152,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_152,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_153,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_153,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_154,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_154,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_155,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_155,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_156,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_156,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_157,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_157,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_158,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_158,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_159,2016-08-20,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIN_159,2016-08-20,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_001,2016-08-09,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_001,2016-08-09,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_002,2016-08-09,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_002,2016-08-09,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_003,2016-08-09,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_003,2016-08-09,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_004,2016-08-09,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_004,2016-08-09,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_005,2016-08-09,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_005,2016-08-09,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_006,2016-08-09,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMPIS_006,2016-08-09,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_007,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_007,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_008,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_008,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_009,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_009,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_010,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_010,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_011,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_011,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_012,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_012,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_013,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_013,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_014,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_014,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_015,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_015,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_016,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_016,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_017,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_017,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_018,2016-08-10,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_018,2016-08-10,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_025,2016-08-11,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_025,2016-08-11,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_026,2016-08-11,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_026,2016-08-11,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_027,2016-08-11,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_027,2016-08-11,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_028,2016-08-11,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_028,2016-08-11,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_029,2016-08-11,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_029,2016-08-11,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_030,2016-08-11,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_030,2016-08-11,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_079,2016-08-14,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_079,2016-08-14,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_080,2016-08-14,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_080,2016-08-14,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_081,2016-08-14,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_081,2016-08-14,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_082,2016-08-14,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_082,2016-08-14,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_083,2016-08-14,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_083,2016-08-14,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_084,2016-08-14,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_084,2016-08-14,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_170,2016-08-21,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_170,2016-08-21,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_171,2016-08-21,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_171,2016-08-21,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_172,2016-08-21,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_172,2016-08-21,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_173,2016-08-21,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_173,2016-08-21,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_174,2016-08-21,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_174,2016-08-21,haul,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_175,2016-08-21,drop,,,,,,,,,,
AIMS,Indian Ocean,Mozambique,FP_2016_MZ_01,CMTMR_175,2016-08-21,haul,,,,,,,,,,
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_001,2016-06-23,drop,,,,,,8,NE,53,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_001,2016-06-23,haul,,,,,,8,NE,53,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_002,2016-06-23,drop,,,,,,8,NE,53,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_002,2016-06-23,haul,,,,,,8,NE,53,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_003,2016-06-23,drop,,,,,,8,NE,53,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_003,2016-06-23,haul,,,,,,8,NE,53,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_004,2016-06-23,drop,,,,,,8,NE,53,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_004,2016-06-23,haul,,,,,,8,NE,53,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_005,2016-06-23,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_005,2016-06-23,haul,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_006,2016-06-23,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_006,2016-06-23,haul,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_007,2016-06-23,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_007,2016-06-23,haul,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_008,2016-06-23,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_008,2016-06-23,haul,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_009,2016-07-01,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_009,2016-07-01,haul,,,,,,8,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_010,2016-07-01,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_010,2016-07-01,haul,,,,,,8,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_011,2016-06-23,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_011,2016-06-23,haul,,,,,,8,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_012,2016-06-23,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_012,2016-06-23,haul,,,,,,8,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_013,2016-06-23,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_013,2016-06-23,haul,,,,,,8,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_014,2016-06-23,drop,,,,,,16,NE,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_014,2016-06-23,haul,,,,,,8,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_015,2016-06-23,drop,,,,,,16,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_015,2016-06-23,haul,,,,,,8,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_016,2016-06-23,drop,,,,,,8,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_016,2016-06-23,haul,,,,,,8,NE,70,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_017,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_017,2016-06-24,haul,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_018,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_018,2016-06-24,haul,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_019,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_019,2016-06-24,haul,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_020,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_020,2016-06-24,haul,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_021,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_021,2016-06-24,haul,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_022,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_022,2016-06-24,haul,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_023,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_023,2016-06-24,haul,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_024,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_024,2016-06-24,haul,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_025,2016-06-24,drop,,,,,,6,N,20,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_025,2016-06-24,haul,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_026,2016-07-01,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_026,2016-07-01,haul,,,,,,4,N,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_027,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_027,2016-06-24,haul,,,,,,4,N,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_028,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_028,2016-06-24,haul,,,,,,4,N,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_029,2016-06-24,drop,,,,,,8,NW,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCMI_029,2016-06-24,haul,,,,,,4,N,,,24.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_001,2016-06-28,drop,,,,,,10,SE,,,23.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_001,2016-06-28,haul,,,,,,10,SE,,,23.4
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_002,2016-06-28,drop,,,,,,10,SE,,,24.1
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_002,2016-06-28,haul,,,,,,10,SE,,,24.1
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_003,2016-06-28,drop,,,,,,10,SE,,,24.1
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_003,2016-06-28,haul,,,,,,10,SE,,,24.1
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_004,2016-06-28,drop,,,,,,10,SE,,,23.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_004,2016-06-28,haul,,,,,,10,SE,,,23.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_005,2016-06-29,drop,,,,,,8,W,100,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_005,2016-06-29,haul,,,,,,8,W,100,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_006,2016-06-29,drop,,,,,,8,W,100,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_006,2016-06-29,haul,,,,,,8,W,100,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_007,2016-06-29,drop,,,,,,8,W,100,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_007,2016-06-29,haul,,,,,,8,W,100,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_008,2016-06-29,drop,,,,,,8,W,100,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_008,2016-06-29,haul,,,,,,8,W,100,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_009,2016-06-29,drop,,,,,,8,W,100,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_009,2016-06-29,haul,,,,,,15,W,75,,
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_010,2016-06-29,drop,,,,,,15,W,75,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_010,2016-06-29,haul,,,,,,15,W,75,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_011,2016-06-29,drop,,,,,,15,W,75,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_011,2016-06-29,haul,,,,,,15,W,75,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_012,2016-06-29,drop,,,,,,15,W,75,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_012,2016-06-29,haul,,,,,,15,W,75,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_013,2016-06-29,drop,,,,,,21,W,30,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_013,2016-06-29,haul,,,,,,21,W,30,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_014,2016-06-29,drop,,,,,,21,W,30,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_014,2016-06-29,haul,,,,,,21,W,30,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_015,2016-06-29,drop,,,,,,21,W,30,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_015,2016-06-29,haul,,,,,,21,W,30,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_016,2016-06-29,drop,,,,,,21,W,30,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_016,2016-06-29,haul,,,,,,22,W,60,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_017,2016-06-29,drop,,,,,,22,W,60,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_017,2016-06-29,haul,,,,,,22,W,60,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_018,2016-06-29,drop,,,,,,22,W,60,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_018,2016-06-29,haul,,,,,,22,W,60,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_019,2016-06-29,drop,,,,,,22,W,60,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_019,2016-06-29,haul,,,,,,22,W,60,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_020,2016-06-29,drop,,,,,,22,W,60,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_020,2016-06-29,haul,,,,,,22,W,60,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_021,2016-06-30,drop,,,,,,16,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_021,2016-06-30,haul,,,,,,16,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_022,2016-06-30,drop,,,,,,16,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_022,2016-06-30,haul,,,,,,16,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_023,2016-06-30,drop,,,,,,16,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_023,2016-06-30,haul,,,,,,16,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_024,2016-06-30,drop,,,,,,16,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_024,2016-06-30,haul,,,,,,16,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_025,2016-06-30,drop,,,,,,14,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_025,2016-06-30,haul,,,,,,14,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_026,2016-06-30,drop,,,,,,14,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_026,2016-06-30,haul,,,,,,14,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_027,2016-06-30,drop,,,,,,14,W,40,,24.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_027,2016-06-30,haul,,,,,,14,W,40,,14.9
FIU,Pacific,New Caledonia,FP_2016_NC_01,NCSHE_028,2016-06-30,drop,,,,,,14,W,40,,24.9
