region_name,location_name,site_name,reef_name,reef_type,trip_code,trip_year,set_code,visibility,field_of_view,substrate_relief_sd,substrate_relief_mean,depth,ascidians,bleached_corals,bryozoa,consolidated,crinoids,halimeda,hard_coral,hydrocoral,hydroids,invertebrate_complex,macroalgae,mangrove,seagrass,soft_coral,sponge,true_anemones,unconsolidated,zoanthids,reef_id,set_id
Western Atlantic,Jamaica,Jamaica,Negril,back reef,FP_2016_JM_02,2016,JMR2_087,,,,,3.44,,,,,,,,,,,,,,,,,,,173,3526
Western Atlantic,Jamaica,Jamaica,Negril,back reef,FP_2016_JM_02,2016,JMR2_087DELETE,,,,,3.63,,,,,,,,,,,,,,,,,,,173,3521
Western Atlantic,Jamaica,Jamaica,Negril,back reef,FP_2016_JM_02,2016,JMR2_088,,,,,5.76,,,,,,,,,,,,,,,,,,,173,3527
Western Atlantic,Jamaica,Jamaica,Negril,To Be Updated,FP_2016_JM_02,2016,JMR2_097,,,,,25.91,,,,,,,,,,,,,,,,,,,173,3528
Western Atlantic,Jamaica,Jamaica,Negril,back reef,FP_2016_JM_02,2016,JMR2_098,,,,,4.94,,,,,,,,,,,,,,,,,,,173,3529
Western Atlantic,Jamaica,Jamaica,Negril,To Be Updated,FP_2016_JM_02,2016,JMR2_099,,,,,19.51,,,,,,,,,,,,,,,,,,,173,3530
Western Atlantic,Jamaica,Jamaica,Negril,back reef,FP_2016_JM_02,2016,JMR2_100,,,,,7.74,,,,,,,,,,,,,,,,,,,173,3532
Western Atlantic,Jamaica,Jamaica,Negril,back reef,FP_2016_JM_02,2016,JMR2_101,,,,,20.73,,,,,,,,,,,,,,,,,,,173,3533
Western Atlantic,Jamaica,Jamaica,Negril,back reef,FP_2016_JM_02,2016,JMR2_102,,,,,20.42,,,,,,,,,,,,,,,,,,,173,3534
Western Atlantic,Jamaica,Jamaica,Negril,back reef,FP_2016_JM_02,2016,JMR2_104,,,,,3.26,,,,,,,,,,,,,,,,,,,173,3536
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_083,10,Open,1.2312,0.6000,29.00,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,36211
Western Atlantic,Jamaica,Jamaica,Negril,back reef,FP_2016_JM_02,2016,JMR2_103,,,,,11.31,,,,,,,,,,,,,,,,,,,173,3535
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_085,10,Open,1.2312,0.4000,21.00,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36213
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_087,10,Open,1.9494,2.3000,13.72,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36215
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_088,10,Open,1.7770,1.0000,14.63,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,36216
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_090,10,Open,1.7889,2.6000,16.46,0,0,0,42,0,0,57,0,0,0,0,0,0,0,0,0,0,0,194,36218
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_091,10,Open,2.0673,1.8000,13.10,0,0,0,66,0,0,33,0,0,0,0,0,0,0,0,0,0,0,194,36219
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_018,,,,,40.00,,,,,,,,,,,,,,,,,,,91,3550
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_019,,,,,30.10,,,,,,,,,,,,,,,,,,,91,3551
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_020,,,,,22.00,,,,,,,,,,,,,,,,,,,91,3552
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_022,,,,,39.00,,,,,,,,,,,,,,,,,,,91,3553
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_023,,,,,25.00,,,,,,,,,,,,,,,,,,,91,3554
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_092,10,Open,1.6416,0.8000,17.70,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36220
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_093,10,Open,1.2312,0.4000,19.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,36221
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_028,,,,,26.10,,,,,,,,,,,,,,,,,,,91,3558
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_094,10,Open,1.7770,1.0000,20.00,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36222
Pacific,USA-Pacific,Palmyra Atoll,Reef,flat,LC_2015_US-P_01,2015,PYR_095,10,Open,1.3870,0.8500,12.60,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,36223
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_031,,,,,34.00,,,,,,,,,,,,,,,,,,,91,3561
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_096,10,Open,1.7770,1.0000,22.80,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36224
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_034,,,,,39.00,,,,,,,,,,,,,,,,,,,91,3563
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_035,,,,,22.00,,,,,,,,,,,,,,,,,,,91,3564
Pacific,USA-Pacific,Palmyra Atoll,Reef,flat,LC_2015_US-P_01,2015,PYR_097,10,Open,2.0105,1.6000,14.70,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36225
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_109,10,Open,1.7770,1.0000,15.30,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36237
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_110,10,Open,1.6190,0.9000,16.00,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,36238
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_111,10,Limited,1.3945,3.0500,17.40,0,0,0,17,0,0,82,0,0,0,0,0,0,0,0,0,0,0,194,36239
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_042,,,,,26.20,,,,,,,,,,,,,,,,,,,91,3569
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_112,10,Open,2.0494,1.9000,16.50,0,0,0,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,194,36240
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_046,,,,,33.70,,,,,,,,,,,,,,,,,,,91,3572
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_113,10,Open,1.7733,1.2500,17.00,0,0,0,71,0,0,28,0,0,0,0,0,0,0,0,0,0,0,194,36241
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_114,10,Open,1.5985,0.6500,17.00,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36242
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_115,10,Open,1.8489,1.4500,20.00,0,0,0,25,0,0,75,0,0,0,0,0,0,0,0,0,0,0,194,36243
Pacific,USA-Pacific,Palmyra Atoll,Reef,flat,LC_2015_US-P_01,2015,PYR_116,10,Open,1.5313,0.8500,9.10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,60,0,194,36244
Pacific,USA-Pacific,Palmyra Atoll,Reef,flat,LC_2015_US-P_01,2015,PYR_117,10,Open,1.5927,2.3000,17.10,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,36245
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_052,,,,,32.00,,,,,,,,,,,,,,,,,,,91,3578
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_061,,,,,35.90,,,,,,,,,,,,,,,,,,,91,3585
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_063,,,,,19.40,,,,,,,,,,,,,,,,,,,91,3587
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_118,10,Open,1.2312,0.4000,13.40,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36246
Western Atlantic,Trinidad and Tobago,Tobago,Charlotteville,slope,FP_2016_TT_01,2016,TBC_065DELETE,,,,,14.00,,,,,,,,,,,,,,,,,,,91,3589
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_119,10,Open,1.2312,0.4000,18.00,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36247
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_120,10,Open,0.0000,0.0000,23.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,36248
Pacific,USA-Pacific,Palmyra Atoll,Reef,flat,LC_2015_US-P_01,2015,PYR_121,10,Open,1.3563,1.0500,11.60,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,30,0,194,36249
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_123,10,Open,1.9574,1.4000,15.00,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36251
Pacific,USA-Pacific,Palmyra Atoll,Reef,slope,LC_2015_US-P_01,2015,PYR_124,10,Open,1.8317,1.7500,15.20,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,194,36252
Coral Triangle,Indonesia,North Sulawesi,Bangka Island,slope,FP_2016_ID_02,2016,NSWBA_018,,,,,26.80,,,,,,,,,,,,,,,,,,,353,3607
Coral Triangle,Indonesia,North Sulawesi,Bangka Island,slope,FP_2016_ID_02,2016,NSWBA_020,,,,,16.00,,,,,,,,,,,,,,,,,,,353,3609
Coral Triangle,Indonesia,North Sulawesi,Bangka Island,slope,FP_2016_ID_02,2016,NSWBA_029,,,,,16.60,,,,,,,,,,,,,,,,,,,353,3618
Coral Triangle,Indonesia,North Sulawesi,Bangka Island,slope,FP_2016_ID_02,2016,NSWBA_032,,,,,7.80,,,,,,,,,,,,,,,,,,,353,3621
Coral Triangle,Indonesia,North Sulawesi,Bangka Island,slope,FP_2016_ID_02,2016,NSWBA_070,,,,,25.40,,,,,,,,,,,,,,,,,,,353,3659
Coral Triangle,Indonesia,North Sulawesi,Bangka Island,slope,FP_2016_ID_02,2016,NSWBA_084,,,,,28.80,,,,,,,,,,,,,,,,,,,353,3673
Coral Triangle,Indonesia,North Sulawesi,Bangka Island,slope,FP_2016_ID_02,2016,NSWBA_085,,,,,21.70,,,,,,,,,,,,,,,,,,,353,3674
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_016,9,Open,0.8335,0.8000,26.00,0,0,0,52,0,0,0,0,0,0,0,0,0,47,0,0,0,0,600,36443
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_013,9,Open,0.4443,0.2500,12.00,0,0,0,10,0,0,0,0,0,0,0,0,0,60,0,0,30,0,600,36440
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_012,9,Open,1.7800,1.7000,14.00,0,0,0,1,0,0,13,0,0,0,0,0,0,73,0,0,10,0,600,36439
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_010,9,Open,0.9679,0.9000,13.00,0,0,0,41,0,0,0,0,0,0,0,0,0,58,0,0,0,0,600,36437
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_009,9,Limited,0.4443,0.2500,16.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,600,36436
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_005,9,Open,0.5780,0.7000,12.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,600,36432
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_004,9,Open,0.4443,0.2500,10.00,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,600,36431
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_003,9,Open,1.7800,1.7000,12.00,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,600,36430
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_002,9,Open,0.9679,0.9000,12.00,0,0,0,50,0,0,0,0,0,0,0,0,0,49,0,0,0,0,600,36429
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_001,9,Open,0.9674,0.6000,10.00,0,0,0,21,0,0,0,0,0,0,0,0,0,78,0,0,0,0,600,36428
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_015,7,Open,0.5130,0.5000,10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,45,0,600,36442
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_014,7,Open,1.7770,1.0000,12.00,0,0,0,89,0,0,0,0,0,0,0,0,0,10,0,0,0,0,600,36441
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_011,7,Open,1.4654,3.4000,15.00,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,47,0,600,36438
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_007,1,Face Up,0.0000,0.0000,14.00,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,600,36434
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_008,1,Face Down,0.0000,0.0000,12.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,600,36435
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_006,1,Face Down,0.0000,0.0000,14.00,0,0,0,73,0,0,0,0,0,0,0,0,0,26,0,0,0,0,600,36433
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_018,7,Limited,0.0000,0.0000,28.00,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,36445
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_017,1,Face Down,0.0000,0.0000,27.00,0,0,0,25,0,0,0,0,0,0,0,0,0,15,0,0,60,0,600,36444
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Closed,slope,FP_2017_ID_03,2016,GITC_001,10,Open,1.1910,0.9500,15.40,0,0,0,71,0,0,4,0,0,0,0,0,0,0,0,0,23,0,168,25723
Western Atlantic,Puerto Rico,La Parguera,La Parguera,slope,FP_2017_PR_01,2017,PAR_039,10,Open,0.0000,0.0000,19.60,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,775,36519
Western Atlantic,Puerto Rico,La Parguera,La Parguera,slope,FP_2017_PR_01,2017,PAR_037,10,Open,1.7770,1.0000,23.10,0,0,0,50,0,0,0,0,0,0,0,0,0,49,0,0,0,0,775,36517
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_036,10,Open,0.4387,0.7800,15.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,600,36463
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_034,10,Open,0.6156,0.2000,20.00,0,0,0,89,0,0,0,0,0,0,0,0,0,10,0,0,0,0,600,36461
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_020,10,Open,1.8890,1.9000,6.20,0,0,0,70,0,0,30,0,0,0,0,0,0,0,0,0,0,0,169,25790
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_022,9,Open,1.1910,0.5500,11.50,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,35,0,169,25792
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_021,9,Open,1.6416,0.8000,4.60,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,169,25791
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_016,9,Open,0.8944,0.2000,8.30,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,15,0,169,25786
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_015,9,Open,1.9708,1.1000,5.50,0,0,0,79,0,0,20,0,0,0,0,0,0,0,0,0,0,0,169,25785
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_011,9,Open,1.9574,1.4000,6.60,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,169,25781
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_010,9,Open,0.8944,0.2000,6.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,169,25780
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_008,9,Open,0.6708,0.1500,11.30,0,0,0,41,0,0,0,0,0,0,0,0,0,58,0,0,0,0,169,25778
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_006,9,Open,0.4894,0.3500,4.00,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,25776
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_004,9,Open,1.8496,2.5000,7.00,0,0,0,79,0,0,20,0,0,0,0,0,0,0,0,0,0,0,169,25774
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_002,9,Open,0.5712,0.3000,10.00,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,25772
Western Atlantic,Puerto Rico,La Parguera,La Parguera,slope,FP_2017_PR_01,2017,PAR_036,9,Open,0.4443,0.2500,19.20,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,775,36516
Western Atlantic,Puerto Rico,La Parguera,La Parguera,slope,FP_2017_PR_01,2017,PAR_035,9,Open,1.7554,2.3500,20.20,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,47,0,775,36515
Western Atlantic,Puerto Rico,La Parguera,La Parguera,slope,FP_2017_PR_01,2017,PAR_029,9,Open,2.1095,1.8500,10.30,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,47,0,775,36509
Western Atlantic,Puerto Rico,La Parguera,La Parguera,slope,FP_2017_PR_01,2017,PAR_027,9,Open,1.0208,0.9000,8.80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,775,36507
Western Atlantic,Puerto Rico,La Parguera,La Parguera,slope,FP_2017_PR_01,2017,PAR_026,9,Open,0.5130,0.5000,9.40,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,775,36506
Western Atlantic,Puerto Rico,La Parguera,La Parguera,slope,FP_2017_PR_01,2017,PAR_025,9,Open,1.7614,2.5500,10.80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,775,36505
Western Atlantic,Puerto Rico,La Parguera,La Parguera,slope,FP_2017_PR_01,2017,PAR_007,9,Open,0.8751,0.6500,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,775,36487
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_041,9,Open,0.6708,0.3500,24.00,0,0,0,70,0,0,0,0,0,0,25,0,0,4,0,0,0,0,600,36468
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_040,9,Open,0.4443,0.2500,22.00,0,0,0,60,0,0,0,0,0,0,0,0,0,40,0,0,0,0,600,36467
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_039,9,Open,0.2389,0.6500,18.00,0,0,0,9,0,0,44,0,0,0,0,0,0,46,0,0,0,0,600,36466
Western Atlantic,USA-Western Atlantic,Florida,Lower Keys 1,slope,FP_2016_US-A_01,2016,FL1_041R,,,,,6.70,,,,,,,,,,,,,,,,,,,100,3874
Western Atlantic,USA-Western Atlantic,Florida,Lower Keys 1,slope,FP_2016_US-A_01,2016,FL1_012R,,,,,9.14,,,,,,,,,,,,,,,,,,,100,3875
Western Atlantic,USA-Western Atlantic,Florida,Lower Keys 1,slope,FP_2016_US-A_01,2016,FL1_025R,,,,,11.27,,,,,,,,,,,,,,,,,,,100,3873
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_038,9,Open,0.8335,0.8000,20.00,0,0,0,75,0,0,0,0,0,0,0,0,0,25,0,0,0,0,600,36465
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_037,9,Open,0.8335,0.8000,19.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,600,36464
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_035,9,Open,0.4702,0.3000,16.00,0,0,0,11,0,0,0,0,0,0,31,0,0,33,0,0,23,0,600,36462
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_033,9,Open,0.9459,0.5000,17.00,0,0,0,75,0,0,0,0,0,0,0,0,0,25,0,0,0,0,600,36460
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_032,9,Open,1.5390,1.5000,21.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,600,36459
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_031,9,Open,0.0000,0.0000,16.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,600,36458
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_030,9,Open,0.8885,0.5000,15.00,0,0,0,9,0,0,44,0,0,0,0,0,0,46,0,0,0,0,600,36457
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_027,9,Open,0.8208,0.6000,15.00,0,0,0,0,0,0,30,0,0,0,0,0,0,40,0,0,30,0,600,36454
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_026,9,Open,0.9987,0.5500,16.00,0,0,0,75,0,0,0,0,0,0,0,0,0,25,0,0,0,0,600,36453
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_025,9,Open,1.3945,0.4500,15.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,600,36452
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_024,9,Open,1.5183,0.9000,20.00,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,36451
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_023,9,Open,0.9987,0.5500,19.00,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,61,0,600,36450
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_022,9,Open,1.3945,0.4500,18.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,600,36449
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_021,9,Open,1.5183,0.9000,16.00,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,91,0,600,36448
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_020,9,Open,0.5130,0.5000,15.00,0,0,0,0,0,0,6,0,0,0,0,0,0,41,0,0,51,0,600,36447
Western Atlantic,Puerto Rico,Bajo de Sico,Bajo de Sico,slope,FP_2017_PR_01,2017,ABT_019,9,Open,1.7801,1.7000,12.00,0,0,0,40,0,0,0,0,0,0,0,0,0,10,0,0,50,0,600,36446
Coral Triangle,Vietnam,CoTo Island,Dong Tien,flat,FP_2017_VN_01,2017,CTDT_052,,,,,10.50,,,,,,,,,,,,,,,,,,,539,10859
Coral Triangle,Vietnam,CoTo Island,Dong Tien,flat,FP_2017_VN_01,2017,CTDT_053,,,,,9.90,,,,,,,,,,,,,,,,,,,539,10860
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_025,7,Open,1.8202,2.0500,6.50,0,0,0,63,0,0,36,0,0,0,0,0,0,0,0,0,0,0,169,25795
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_019,7,Open,2.0417,1.8000,9.30,0,0,0,25,0,0,11,0,0,0,0,0,0,0,0,0,63,0,169,25789
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_017,7,Open,1.8202,2.0500,10.00,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,25787
Coral Triangle,Indonesia,Gili Islands,Gili Trawangan Open,slope,FP_2017_ID_03,2016,GITO_013,7,Open,1.0894,0.8500,7.50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,25783
Pacific,Vanuatu,Nguna,Nguna / Pele,slope,FP_2016_VU_01,2016,NGNP_056,,,,,17.20,,,,,,,,,,,,,,,,,,,349,3941
Pacific,Vanuatu,Nguna,Nguna / Pele,slope,FP_2016_VU_01,2016,NGNP_057,,,,,36.00,,,,,,,,,,,,,,,,,,,349,3942
