trip_set_code,region_name,region_id,location_name,location_code,location_id,site_name,site_code,site_type,site_id,reef_name,reef_code,reef_type,reef_id,trip_year,trip_code,set_code,set_id,set_latitude,set_longitude,team,set_date,drop_time,haul_time,shark_id,common_name,latin_name,family,species_group,functional_group,maxn,min_event_time_milli,min_event_time_mins,equipment_frame_type,equipment_camera,equipment_stereo_camera,equipment_camera_height,equipment_arm_length,video_filename,video_source,video_filepath,splendor_image_url,total_assignments,reviewed_assignments,has_complete_master,depth,bait,bait_oiled,current_flow_estimated,current_flow_instrumented,visibility,field_of_view,substrate_relief_sd,substrate_relief_mean,ascidians,bleached_corals,bryozoa,consolidated,crinoids,halimeda,hard_coral,hydrocoral,hydroids,invertebrate_complex,macroalgae,mangrove,seagrass,soft_coral,sponge,true_anemones,unconsolidated,zoanthids,mark_zero_time,mark_60_mins,mark_90_mins,mark_haul_time,mark_stopped_reading,video_length_watched,protection_status,mpa_name,mpa_area,mpa_year_founded,mpa_isolation,mpa_compliance,bait_family,PI,Remote,Shark_Protection_Status,Shark_fishing_restrictions,Shark_gears,Datasheet_Source,set_productivity_2017ave,local_population_2010,local_population_2015,population_proporationaldifference_2010.15,drop_hr
FP_2017_MG_02_BIA_020,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Androta,IA,slope,783,2017,FP_2017_MG_02,BIA_020,34692,-18.5,43.7,FIU,15/4/2017,13:41:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIA_020.mp4,S3,,NA,1,1,1,8.4,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214400,3818177,NA,4398823,NA,4184423,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,missing heithaus covariates,0.167345455,232586.226,329597.1974,0.417096804,13
FP_2017_MG_02_BIA_021,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Androta,IA,slope,783,2017,FP_2017_MG_02,BIA_021,34693,-18.5,43.7,FIU,15/4/2017,13:46:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIA_021.mp4,S3,,NA,2,2,1,22,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271059,3886629,NA,4471256,NA,4200197,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,missing heithaus covariates,0.167345455,234110.4264,331508.4907,0.416034714,13
FP_2017_MG_02_BIA_022,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Androta,IA,slope,783,2017,FP_2017_MG_02,BIA_022,34694,-18.5,43.8,FIU,15/4/2017,13:51:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIA_022.mp4,S3,,NA,1,1,1,8.9,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186542,3786307,NA,3786307,NA,3599765,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,missing heithaus covariates,0.167345455,234160.5348,331424.174,0.415371614,13
FP_2017_MG_02_BIA_023,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Androta,IA,slope,783,2017,FP_2017_MG_02,BIA_023,34695,-18.5,43.8,FIU,15/4/2017,13:55:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIA_023.mp4,S3,,NA,1,1,1,25,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141310,3741034,NA,3741034,NA,3599724,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,missing heithaus covariates,0.167345455,235355.0148,332858.89,0.414284247,13
FP_2017_MG_02_BIA_024,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Androta,IA,slope,783,2017,FP_2017_MG_02,BIA_024,34696,-18.4,43.8,FIU,15/4/2017,14:00:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIA_024.mp4,S3,,NA,1,1,1,24.8,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210977,3810287,NA,3810287,NA,3599310,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,missing heithaus covariates,0.167345455,235208.1327,332497.9961,0.413633076,14
FP_2017_MG_02_BIL_001,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_001,34625,-18.6,43.9,FIU,13/4/2017,8:00:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_001.mp4,S3,,NA,1,1,1,12,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397398,3998600,NA,4020795,NA,3623397,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,293408.526,412625.1189,0.406316048,8
FP_2017_MG_02_BIL_002,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_002,34626,-18.6,43.9,FIU,13/4/2017,8:14:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_002.mp4,S3,,NA,1,1,1,9,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205317,3997349,NA,4004290,NA,3798973,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,289573.1039,407453.8791,0.407084683,8
FP_2017_MG_02_BIL_003,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_003,34627,-18.5,43.9,FIU,13/4/2017,8:25:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_003.mp4,S3,,NA,1,1,1,6.1,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110494,3718242,NA,3726459,NA,3615965,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,285043.638,401423.5699,0.408288123,8
FP_2017_MG_02_BIL_004,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_004,34628,-18.5,43.9,FIU,13/4/2017,8:41:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_004.mp4,S3,,NA,1,1,1,11.8,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227924,3827339,NA,3915359,NA,3687435,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,280482.6583,395326.854,0.409452037,8
FP_2017_MG_02_BIL_005,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_005,34629,-18.5,43.9,FIU,13/4/2017,8:55:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_005.mp4,S3,,NA,1,1,1,18,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341376,3941358,NA,3969411,NA,3628035,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,279763.9777,393877.1305,0.4078908,8
FP_2017_MG_02_BIL_006,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_006,34630,-18.5,43.9,FIU,13/4/2017,9:07:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_006.mp4,S3,,NA,1,1,1,17.7,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185747,NA,NA,3738725,NA,3552978,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,280712.542,394634.9496,0.40583298,9
FP_2017_MG_02_BIL_007,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_007,34631,-18.5,43.9,FIU,13/4/2017,10:13:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_007.mp4,S3,,NA,1,1,1,6.8,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185366,3785662,NA,5186317,NA,5000951,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,281739.7111,395687.6747,0.404444099,10
FP_2017_MG_02_BIL_008,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_008,34632,-18.5,43.9,FIU,13/4/2017,10:21:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_008.mp4,S3,,NA,1,1,1,7,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199093,3799085,NA,3804716,NA,3605623,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,283794.9918,398168.05,0.403012955,10
FP_2017_MG_02_BIL_009,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_009,34633,-18.5,43.9,FIU,13/4/2017,10:27:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_009.mp4,S3,,NA,1,1,1,9.9,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279105,3879266,NA,3879517,NA,3600412,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,286859.8266,402157.5596,0.401930568,10
FP_2017_MG_02_BIL_010,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_010,34634,-18.5,43.9,FIU,13/4/2017,10:40:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_010.mp4,S3,,NA,1,1,1,10.2,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645045,4245434,NA,4339096,NA,3694051,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,291347.2599,408340.7102,0.401560153,10
FP_2017_MG_02_BIL_011,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_011,34635,-18.5,43.9,FIU,13/4/2017,10:44:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_011.mp4,S3,,NA,1,1,1,11.9,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231005,3831384,NA,3891581,NA,3660576,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,293875.9533,411932.787,0.401723354,10
FP_2017_MG_02_BIL_012,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_012,34636,-18.5,43.9,FIU,13/4/2017,10:50:00,,271,Fossil Shark,Hemipristis elongata,Hemigaleidae,Shark,nocturnal_invader,1,958657,015:58:657,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_012.mp4,S3,,NA,1,1,1,14.3,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112757,3712786,NA,3713858,NA,3601101,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,295808.3307,414778.5819,0.402186953,10
FP_2017_MG_02_BIL_013,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_013,34637,-18.5,43.8,FIU,13/4/2017,12:45:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_013.mp4,S3,,NA,1,1,1,9.5,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183521,3783435,NA,3786840,NA,3603319,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,273026.3796,385566.2231,0.412194029,12
FP_2017_MG_02_BIL_014,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_014,34638,-18.5,43.8,FIU,13/4/2017,12:55:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_014.mp4,S3,,NA,1,1,1,8.4,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346295,3946399,NA,3946399,NA,3600104,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,271011.1188,383025.2413,0.413319287,12
FP_2017_MG_02_BIL_019,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_019,34643,-18.5,43.8,FIU,13/4/2017,15:12:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_019.mp4,S3,,NA,1,1,1,12.5,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349417,4150003,NA,5518675,NA,5169258,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,272388.2402,384836.2582,0.412822587,15
FP_2017_MG_02_BIL_020,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_020,34644,-18.5,43.8,FIU,13/4/2017,15:26:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_020.mp4,S3,,NA,1,1,1,12.4,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237281,3828340,NA,4670902,NA,4433621,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,270102.9327,381895.0816,0.413887209,15
FP_2017_MG_02_BIL_021,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_021,34645,-18.5,43.8,FIU,13/4/2017,15:39:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_021.mp4,S3,,NA,1,1,1,8.5,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240985,3840227,NA,3904177,NA,3663192,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,267696.8345,378698.7394,0.414655276,15
FP_2017_MG_02_BIL_022,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_022,34646,-18.5,43.8,FIU,13/4/2017,15:51:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_022.mp4,S3,,NA,1,1,1,9,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263971,3863879,NA,4013954,NA,3749983,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,264527.7397,374397.7163,0.415343875,15
FP_2017_MG_02_BIL_023,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_023,34647,-18.5,43.8,FIU,13/4/2017,16:03:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_023.mp4,S3,,NA,1,1,1,11.1,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308311,3908581,NA,3946560,NA,3638249,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,262821.6294,371439.2735,0.413275134,16
FP_2017_MG_02_BIL_024,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_024,34648,-18.5,43.8,FIU,13/4/2017,16:13:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_024.mp4,S3,,NA,2,2,1,12,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252098,3852371,NA,4192275,NA,3940177,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,262881.6077,370860.721,0.410751875,16
FP_2017_MG_02_BIL_025,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_025,34649,-18.6,43.9,FIU,14/4/2017,7:20:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_025.mp4,S3,,NA,1,1,1,16.7,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336629,3936771,NA,3944462,NA,3607833,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,295654.759,415469.0665,0.405250732,7
FP_2017_MG_02_BIL_030,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_030,34654,-18.5,43.9,FIU,14/4/2017,8:17:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_030.mp4,S3,,NA,1,1,1,20.3,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263939,3866171,NA,3871656,NA,3607717,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,280308.995,395402.751,0.410596014,8
FP_2017_MG_02_BIL_031,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_031,34655,-18.5,43.8,FIU,14/4/2017,10:20:00,,155,Sliteye shark,Loxodon macrorhinus,Carcharhinidae,Shark,nocturnal_invader,1,683722,011:23:722,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_031.mp4,S3,,NA,1,1,1,16.3,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146884,3746101,NA,3751093,NA,3604209,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,273575.2698,385805.5814,0.410235588,10
FP_2017_MG_02_BIL_032,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_032,34656,-18.5,43.8,FIU,14/4/2017,10:27:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_032.mp4,S3,,NA,1,1,1,15.1,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175116,3773503,NA,3781568,NA,3606452,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,272569.2907,384074.9922,0.409091212,10
FP_2017_MG_02_BIL_033,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_033,34657,-18.5,43.8,FIU,14/4/2017,10:34:00,,255,Bluespotted fantail ray,Taeniura lymma,Dasyatidae,Ray,small_ray,1,3312534,055:12:534,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_033.mp4,S3,,NA,1,1,1,8.2,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307847,3907648,NA,4327996,NA,4020149,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,272163.8125,382995.1507,0.407222905,10
FP_2017_MG_02_BIL_034,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_034,34658,-18.5,43.8,FIU,14/4/2017,10:41:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_034.mp4,S3,,NA,1,1,1,7.7,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256603,3856574,NA,4236495,NA,3979892,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,273001.7333,383607.807,0.405147881,10
FP_2017_MG_02_BIL_035,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_035,34659,-18.5,43.9,FIU,14/4/2017,10:47:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_035.mp4,S3,,NA,1,1,1,7.3,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228163,3828133,NA,4181570,NA,3953407,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,273650.7914,384060.1147,0.403467948,10
FP_2017_MG_02_BIL_036,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_036,34660,-18.5,43.9,FIU,14/4/2017,10:54:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_036.mp4,S3,,NA,1,1,1,11.4,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326048,3927575,NA,3942518,NA,3616470,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,273954.2967,383970.9356,0.401587565,10
FP_2017_MG_02_BIL_038,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_038,34662,-18.5,43.8,FIU,14/4/2017,12:14:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_038.mp4,S3,,NA,1,1,1,7.8,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238829,NA,NA,NA,NA,3600000,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,269535.7075,377879.8295,0.401965747,12
FP_2017_MG_02_BIL_044,Indian Ocean,4,Madagascar,MG,97,Barren Islands,B,I,338,Nosy Lava,IL,slope,781,2017,FP_2017_MG_02,BIL_044,34668,-18.5,43.8,FIU,14/4/2017,15:35:00,,NA,,,,,,0,NA,,Stainless rebar,Sony CX-7 HDR,TRUE,60,120,FP_2017_MG_02_BIL_044.mp4,S3,,NA,1,1,1,10.5,Sardines,FALSE,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363991,3964938,NA,3978962,NA,3614971,openly fished,,NA,NA,,,Clupeidae,Heithaus,No,Open,NA,Hook & Line; Gillnet;Trap,NA,0.167345455,258552.9199,365039.5093,0.41185607,15
