"set_id","shark_trophic_group","shark_trophic_numeric","sum_shark_trophic","set_composition"
"19136","lower order",1,1,"lower"
"19144","lower order",1,1,"lower"
"34237","lower order",1,1,"lower"
"34233","lower order",1,1,"lower"
"35429","lower order",1,1,"lower"
"35432","lower order",1,1,"lower"
"35446","lower order",1,1,"lower"
"35453","lower order",1,1,"lower"
"35459","lower order",1,1,"lower"
"35493","lower order",1,1,"lower"
"35496","lower order",1,1,"lower"
"35497","lower order",1,1,"lower"
"35500","lower order",1,1,"lower"
"35503","lower order",1,1,"lower"
"35515","lower order",1,1,"lower"
"35525","lower order",1,1,"lower"
"35527","lower order",1,1,"lower"
"35528","lower order",1,1,"lower"
"35529","lower order",1,1,"lower"
"35534","lower order",1,1,"lower"
"35536","lower order",1,1,"lower"
"35537","lower order",1,1,"lower"
"35538","lower order",1,1,"lower"
"35539","lower order",1,1,"lower"
"35545","lower order",1,1,"lower"
"35548","lower order",1,1,"lower"
"35549","lower order",1,1,"lower"
"35550","lower order",1,1,"lower"
"35569","lower order",1,1,"lower"
"35578","lower order",1,1,"lower"
"35580","lower order",1,1,"lower"
"35582","lower order",1,1,"lower"
"35583","lower order",1,1,"lower"
"35586","lower order",1,1,"lower"
"35587","lower order",1,1,"lower"
"35588","lower order",1,1,"lower"
"35589","lower order",1,1,"lower"
"35590","lower order",1,1,"lower"
"35595","lower order",1,1,"lower"
"35596","lower order",1,1,"lower"
"35598","lower order",1,1,"lower"
"35599","lower order",1,1,"lower"
"35600","lower order",1,1,"lower"
"35610","lower order",1,1,"lower"
"35611","lower order",1,1,"lower"
"35603","lower order",1,1,"lower"
"35607","lower order",1,1,"lower"
"35873","lower order",1,1,"lower"
"35874","lower order",1,1,"lower"
"35875","lower order",1,1,"lower"
"35876","lower order",1,1,"lower"
"35877","lower order",1,1,"lower"
"35878","lower order",1,1,"lower"
"35879","lower order",1,1,"lower"
"35880","lower order",1,1,"lower"
"35881","lower order",1,1,"lower"
"35882","lower order",1,1,"lower"
"35883","lower order",1,1,"lower"
"35938","lower order",1,1,"lower"
"35930","lower order",1,1,"lower"
"35931","lower order",1,1,"lower"
"35932","lower order",1,1,"lower"
"35933","lower order",1,1,"lower"
"35934","lower order",1,1,"lower"
"35939","lower order",1,1,"lower"
"35940","lower order",1,1,"lower"
"35941","lower order",1,1,"lower"
"35943","lower order",1,1,"lower"
"35942","lower order",1,1,"lower"
"35936","lower order",1,1,"lower"
"35937","lower order",1,1,"lower"
"19132","lower order",1,1,"lower"
"19137","lower order",1,1,"lower"
"19168","lower order",1,1,"lower"
"34240","lower order",1,1,"lower"
"16428","lower order",1,1,"lower"
"34180","lower order",1,1,"lower"
"34182","lower order",1,1,"lower"
"34841","lower order",1,1,"lower"
"34829","lower order",1,1,"lower"
"34834","apex",2,2,"apex"
"35976","lower order",1,1,"lower"
"35977","lower order",1,1,"lower"
"35978","lower order",1,1,"lower"
"35980","lower order",1,1,"lower"
"35982","lower order",1,1,"lower"
"35989","lower order",1,1,"lower"
"35990","lower order",1,1,"lower"
"35993","lower order",1,1,"lower"
"35995","lower order",1,1,"lower"
"35999","lower order",1,1,"lower"
"36000","lower order",1,1,"lower"
"36001","lower order",1,1,"lower"
"36005","lower order",1,1,"lower"
"36031","lower order",1,1,"lower"
"36032","lower order",1,1,"lower"
"36094","lower order",1,1,"lower"
"36093","lower order",1,1,"lower"
"36092","lower order",1,1,"lower"
"36095","lower order",1,1,"lower"
"36098","lower order",1,1,"lower"
"36099","lower order",1,1,"lower"
"36103","lower order",1,1,"lower"
"36106","lower order",1,1,"lower"
"36104","lower order",1,1,"lower"
"36105","lower order",1,1,"lower"
"36109","lower order",1,1,"lower"
"36110","lower order",1,1,"lower"
"36107","lower order",1,1,"lower"
"36108","lower order",1,1,"lower"
"36112","lower order",1,1,"lower"
"36113","lower order",1,1,"lower"
"36090","lower order",1,1,"lower"
"36111","lower order",1,1,"lower"
"36096","lower order",1,1,"lower"
"36097","lower order",1,1,"lower"
"36101","lower order",1,1,"lower"
"36102","lower order",1,1,"lower"
"36114","lower order",1,1,"lower"
"36115","lower order",1,1,"lower"
"36189","lower order",1,1,"lower"
"36190","lower order",1,1,"lower"
"36195","lower order",1,1,"lower"
"36226","lower order",1,1,"lower"
"36227","lower order",1,1,"lower"
"36228","lower order",1,1,"lower"
"36229","lower order",1,1,"lower"
"36230","lower order",1,1,"lower"
"36231","lower order",1,1,"lower"
"36233","lower order",1,1,"lower"
"36234","lower order",1,1,"lower"
"12","lower order",1,1,"lower"
"13","lower order",1,1,"lower"
"14","lower order",1,1,"lower"
"229","lower order",1,1,"lower"
"234","lower order",1,3,"apex"
"234","apex",2,3,"apex"
"240","lower order",1,1,"lower"
"46","lower order",1,1,"lower"
"48","lower order",1,1,"lower"
"49","lower order",1,1,"lower"
"249","lower order",1,1,"lower"
"252","apex",2,2,"apex"
"254","lower order",1,1,"lower"
"256","apex",2,2,"apex"
"259","lower order",1,1,"lower"
"260","lower order",1,1,"lower"
"261","lower order",1,1,"lower"
"307","lower order",1,1,"lower"
"358","lower order",1,1,"lower"
"398","lower order",1,1,"lower"
"400","lower order",1,1,"lower"
"401","lower order",1,1,"lower"
"403","lower order",1,1,"lower"
"404","lower order",1,1,"lower"
"419","lower order",1,1,"lower"
"424","lower order",1,1,"lower"
"425","lower order",1,1,"lower"
"426","lower order",1,1,"lower"
"432","lower order",1,1,"lower"
"433","lower order",1,1,"lower"
"436","lower order",1,1,"lower"
"448","lower order",1,1,"lower"
"451","lower order",1,1,"lower"
"452","lower order",1,1,"lower"
"453","lower order",1,1,"lower"
"455","lower order",1,1,"lower"
"458","lower order",1,1,"lower"
"459","lower order",1,1,"lower"
"460","lower order",1,1,"lower"
"470","lower order",1,1,"lower"
"471","lower order",1,1,"lower"
"473","lower order",1,1,"lower"
"476","lower order",1,1,"lower"
"477","lower order",1,1,"lower"
"484","lower order",1,1,"lower"
"494","lower order",1,1,"lower"
"516","lower order",1,1,"lower"
"526","lower order",1,1,"lower"
"530","lower order",1,1,"lower"
"532","lower order",1,1,"lower"
"535","apex",2,2,"apex"
"541","lower order",1,1,"lower"
"610","lower order",1,1,"lower"
"691","lower order",1,1,"lower"
"697","lower order",1,1,"lower"
"698","lower order",1,1,"lower"
"699","lower order",1,1,"lower"
"722","lower order",1,1,"lower"
"723","lower order",1,1,"lower"
"733","lower order",1,1,"lower"
"749","lower order",1,1,"lower"
"750","lower order",1,1,"lower"
"760","lower order",1,1,"lower"
"883","lower order",1,1,"lower"
"884","lower order",1,1,"lower"
"918","lower order",1,1,"lower"
"926","lower order",1,1,"lower"
"975","lower order",1,1,"lower"
"985","lower order",1,1,"lower"
"1173","lower order",1,1,"lower"
"1141","lower order",1,1,"lower"
"1143","lower order",1,1,"lower"
"1148","lower order",1,1,"lower"
"1150","lower order",1,3,"apex"
"1150","apex",2,3,"apex"
"1156","apex",2,2,"apex"
"1157","lower order",1,1,"lower"
"1158","lower order",1,1,"lower"
"1159","lower order",1,1,"lower"
"1160","lower order",1,1,"lower"
"1163","lower order",1,1,"lower"
"1164","lower order",1,1,"lower"
"1165","lower order",1,1,"lower"
"1166","lower order",1,1,"lower"
"1168","lower order",1,1,"lower"
"1169","lower order",1,1,"lower"
"1170","lower order",1,1,"lower"
"1171","lower order",1,1,"lower"
"1172","lower order",1,1,"lower"
"1174","lower order",1,1,"lower"
"1175","lower order",1,1,"lower"
"1176","lower order",1,1,"lower"
"1177","lower order",1,1,"lower"
"1178","lower order",1,1,"lower"
"1183","lower order",1,1,"lower"
"1185","lower order",1,1,"lower"
"1187","lower order",1,1,"lower"
"1190","lower order",1,1,"lower"
"1191","lower order",1,1,"lower"
"1193","lower order",1,1,"lower"
"1194","lower order",1,1,"lower"
"1195","lower order",1,1,"lower"
"1198","lower order",1,1,"lower"
"1200","lower order",1,1,"lower"
"1201","lower order",1,1,"lower"
"1202","lower order",1,1,"lower"
"1203","lower order",1,1,"lower"
"1204","lower order",1,1,"lower"
"1207","lower order",1,1,"lower"
"1208","lower order",1,1,"lower"
"1217","lower order",1,1,"lower"
"1220","lower order",1,1,"lower"
"1222","lower order",1,1,"lower"
"1223","lower order",1,1,"lower"
"1225","lower order",1,1,"lower"
"1226","lower order",1,1,"lower"
"1227","lower order",1,1,"lower"
"1228","lower order",1,1,"lower"
"1230","lower order",1,1,"lower"
"1231","lower order",1,1,"lower"
"1232","lower order",1,1,"lower"
"1233","lower order",1,1,"lower"
"1234","lower order",1,1,"lower"
"1235","lower order",1,1,"lower"
"1237","lower order",1,1,"lower"
"1239","lower order",1,1,"lower"
"1240","lower order",1,1,"lower"
"1241","lower order",1,1,"lower"
"1247","lower order",1,1,"lower"
"1249","lower order",1,1,"lower"
"1250","lower order",1,1,"lower"
"1251","lower order",1,1,"lower"
"1252","lower order",1,1,"lower"
"1253","lower order",1,1,"lower"
"1254","lower order",1,1,"lower"
"1255","lower order",1,1,"lower"
"1256","lower order",1,1,"lower"
"1257","lower order",1,1,"lower"
"1258","lower order",1,1,"lower"
"1259","lower order",1,1,"lower"
"1260","lower order",1,1,"lower"
"1262","lower order",1,1,"lower"
"1265","lower order",1,1,"lower"
"1266","lower order",1,1,"lower"
"1268","lower order",1,1,"lower"
"1270","lower order",1,1,"lower"
"1271","lower order",1,1,"lower"
"1272","lower order",1,1,"lower"
"1275","lower order",1,1,"lower"
"1276","lower order",1,1,"lower"
"1277","lower order",1,3,"apex"
"1277","apex",2,3,"apex"
"1279","lower order",1,1,"lower"
"1280","lower order",1,1,"lower"
"1281","lower order",1,1,"lower"
"1282","lower order",1,1,"lower"
"1285","lower order",1,1,"lower"
"1286","lower order",1,1,"lower"
"1289","lower order",1,1,"lower"
"1290","lower order",1,1,"lower"
"1293","lower order",1,1,"lower"
"1304","lower order",1,1,"lower"
"1305","lower order",1,1,"lower"
"1309","lower order",1,1,"lower"
"1311","lower order",1,1,"lower"
"1312","lower order",1,1,"lower"
"1313","lower order",1,1,"lower"
"1317","apex",2,2,"apex"
"1320","lower order",1,1,"lower"
"1321","lower order",1,1,"lower"
"1323","lower order",1,1,"lower"
"1325","apex",2,2,"apex"
"1327","apex",2,2,"apex"
"1328","lower order",1,1,"lower"
"1333","apex",2,2,"apex"
"1337","apex",2,2,"apex"
"1339","apex",2,2,"apex"
"1343","lower order",1,3,"apex"
"1343","apex",2,3,"apex"
"1345","apex",2,2,"apex"
"1350","apex",2,2,"apex"
"1351","apex",2,2,"apex"
"1352","apex",2,2,"apex"
"1353","lower order",1,1,"lower"
"1355","lower order",1,1,"lower"
"1360","lower order",1,1,"lower"
"1363","lower order",1,1,"lower"
"1364","lower order",1,1,"lower"
"1365","lower order",1,1,"lower"
"1367","lower order",1,1,"lower"
"1368","lower order",1,1,"lower"
"1372","lower order",1,1,"lower"
"1373","lower order",1,1,"lower"
"1384","lower order",1,1,"lower"
"1385","lower order",1,1,"lower"
"1388","lower order",1,1,"lower"
"1389","lower order",1,1,"lower"
"1392","lower order",1,1,"lower"
"1393","lower order",1,1,"lower"
"1394","lower order",1,1,"lower"
"1396","lower order",1,1,"lower"
"1401","lower order",1,1,"lower"
"1409","lower order",1,1,"lower"
"1412","lower order",1,1,"lower"
"1416","lower order",1,1,"lower"
"1423","lower order",1,1,"lower"
"1425","lower order",1,1,"lower"
"1426","lower order",1,1,"lower"
"1427","lower order",1,1,"lower"
"1429","lower order",1,1,"lower"
"1431","lower order",1,1,"lower"
"1435","lower order",1,1,"lower"
"1436","lower order",1,1,"lower"
"1437","lower order",1,1,"lower"
"1441","lower order",1,1,"lower"
"1450","lower order",1,1,"lower"
"1451","lower order",1,1,"lower"
"1453","lower order",1,1,"lower"
"1463","lower order",1,1,"lower"
"1467","lower order",1,1,"lower"
"1469","lower order",1,1,"lower"
"1471","lower order",1,1,"lower"
"1472","lower order",1,1,"lower"
"1484","lower order",1,1,"lower"
"1486","lower order",1,1,"lower"
"1487","lower order",1,1,"lower"
"1488","lower order",1,1,"lower"
"1494","lower order",1,1,"lower"
"1495","lower order",1,1,"lower"
"1497","lower order",1,1,"lower"
"1500","lower order",1,1,"lower"
"1508","lower order",1,1,"lower"
"1510","lower order",1,1,"lower"
"1511","lower order",1,1,"lower"
"1512","lower order",1,1,"lower"
"1513","lower order",1,1,"lower"
"1519","lower order",1,1,"lower"
"1521","lower order",1,1,"lower"
"1522","lower order",1,1,"lower"
"1524","lower order",1,1,"lower"
"1535","lower order",1,1,"lower"
"1543","lower order",1,1,"lower"
"1544","lower order",1,1,"lower"
"1547","lower order",1,1,"lower"
"1550","lower order",1,1,"lower"
"1556","lower order",1,1,"lower"
"1557","lower order",1,1,"lower"
"1559","lower order",1,1,"lower"
"1560","lower order",1,1,"lower"
"1578","lower order",1,1,"lower"
"1584","lower order",1,1,"lower"
"1593","lower order",1,1,"lower"
"1606","apex",2,2,"apex"
"1607","lower order",1,1,"lower"
"1612","lower order",1,1,"lower"
"1620","lower order",1,1,"lower"
"1621","lower order",1,1,"lower"
"1622","apex",2,2,"apex"
"1624","lower order",1,1,"lower"
"1627","apex",2,2,"apex"
"1628","lower order",1,1,"lower"
"1632","lower order",1,1,"lower"
"1633","lower order",1,1,"lower"
"1635","lower order",1,1,"lower"
"1648","lower order",1,1,"lower"
"1651","lower order",1,1,"lower"
"1654","lower order",1,1,"lower"
"1655","lower order",1,1,"lower"
"1656","lower order",1,3,"apex"
"1656","apex",2,3,"apex"
"1657","lower order",1,1,"lower"
"1660","lower order",1,1,"lower"
"1662","apex",2,2,"apex"
"1667","lower order",1,1,"lower"
"1674","lower order",1,1,"lower"
"1678","lower order",1,1,"lower"
"1682","apex",2,2,"apex"
"1683","apex",2,2,"apex"
"1684","apex",2,2,"apex"
"1687","lower order",1,1,"lower"
"1689","lower order",1,1,"lower"
"1691","apex",2,2,"apex"
"1698","apex",2,2,"apex"
"1701","apex",2,2,"apex"
"1705","lower order",1,1,"lower"
"1708","lower order",1,1,"lower"
"1710","apex",2,2,"apex"
"1711","apex",2,2,"apex"
"1718","apex",2,2,"apex"
"1722","lower order",1,1,"lower"
"1724","lower order",1,1,"lower"
"1727","lower order",1,1,"lower"
"1728","lower order",1,1,"lower"
"1729","lower order",1,1,"lower"
"1730","lower order",1,1,"lower"
"1731","lower order",1,1,"lower"
"1732","lower order",1,1,"lower"
"1735","lower order",1,1,"lower"
"1736","lower order",1,1,"lower"
"1737","lower order",1,1,"lower"
"2573","lower order",1,1,"lower"
"1742","lower order",1,1,"lower"
"1745","lower order",1,1,"lower"
"1746","lower order",1,1,"lower"
"1747","lower order",1,1,"lower"
"1749","lower order",1,1,"lower"
"1750","lower order",1,1,"lower"
"1752","lower order",1,1,"lower"
"1753","lower order",1,1,"lower"
"1754","lower order",1,1,"lower"
"1755","lower order",1,1,"lower"
"1758","lower order",1,1,"lower"
"1760","lower order",1,1,"lower"
"1763","lower order",1,1,"lower"
"1764","lower order",1,1,"lower"
"1766","lower order",1,1,"lower"
"1767","lower order",1,1,"lower"
"1768","lower order",1,1,"lower"
"1769","lower order",1,1,"lower"
"1770","lower order",1,1,"lower"
"1773","lower order",1,1,"lower"
"1774","lower order",1,1,"lower"
"1777","lower order",1,1,"lower"
"1778","lower order",1,1,"lower"
"1780","lower order",1,1,"lower"
"1781","lower order",1,1,"lower"
"1785","lower order",1,1,"lower"
"1786","lower order",1,1,"lower"
"1787","lower order",1,1,"lower"
"1788","lower order",1,1,"lower"
"1789","lower order",1,1,"lower"
"1791","lower order",1,1,"lower"
"1792","lower order",1,1,"lower"
"1794","lower order",1,1,"lower"
"1795","lower order",1,1,"lower"
"1796","lower order",1,1,"lower"
"1797","lower order",1,1,"lower"
"1798","lower order",1,1,"lower"
"1800","lower order",1,1,"lower"
"1804","lower order",1,1,"lower"
"1805","lower order",1,1,"lower"
"1806","lower order",1,1,"lower"
"1807","lower order",1,1,"lower"
"1809","lower order",1,1,"lower"
"1810","lower order",1,1,"lower"
"1811","lower order",1,1,"lower"
"1812","lower order",1,1,"lower"
"1819","lower order",1,1,"lower"
"1820","lower order",1,1,"lower"
"1824","lower order",1,1,"lower"
"1825","lower order",1,1,"lower"
"1828","lower order",1,1,"lower"
"1829","lower order",1,1,"lower"
"1830","lower order",1,1,"lower"
"1831","lower order",1,1,"lower"
"1833","lower order",1,1,"lower"
"1834","lower order",1,1,"lower"
"1835","lower order",1,1,"lower"
"1836","lower order",1,1,"lower"
"1837","lower order",1,1,"lower"
"1840","lower order",1,1,"lower"
"1843","lower order",1,1,"lower"
"1844","lower order",1,1,"lower"
"1846","lower order",1,1,"lower"
"2574","lower order",1,1,"lower"
"1849","lower order",1,1,"lower"
"1850","lower order",1,1,"lower"
"1852","lower order",1,1,"lower"
"1853","lower order",1,1,"lower"
"1855","lower order",1,1,"lower"
"1856","lower order",1,1,"lower"
"1860","lower order",1,1,"lower"
"1861","lower order",1,1,"lower"
"1862","lower order",1,1,"lower"
"1863","lower order",1,1,"lower"
"1864","lower order",1,1,"lower"
"1865","lower order",1,1,"lower"
"1869","lower order",1,1,"lower"
"1870","lower order",1,1,"lower"
"1873","lower order",1,1,"lower"
"1874","lower order",1,1,"lower"
"1875","lower order",1,1,"lower"
"1876","lower order",1,1,"lower"
"1878","lower order",1,1,"lower"
"1880","lower order",1,1,"lower"
"1881","lower order",1,1,"lower"
"1882","lower order",1,1,"lower"
"1883","lower order",1,1,"lower"
"1885","lower order",1,1,"lower"
"1889","lower order",1,1,"lower"
"1890","lower order",1,1,"lower"
"1892","lower order",1,1,"lower"
"1893","lower order",1,1,"lower"
"1908","lower order",1,1,"lower"
"1909","lower order",1,1,"lower"
"1910","lower order",1,1,"lower"
"1911","lower order",1,1,"lower"
"1912","lower order",1,1,"lower"
"1913","lower order",1,1,"lower"
"1915","lower order",1,1,"lower"
"1916","lower order",1,1,"lower"
"1917","lower order",1,1,"lower"
"1918","lower order",1,1,"lower"
"1920","lower order",1,1,"lower"
"1922","lower order",1,1,"lower"
"1923","lower order",1,1,"lower"
"1925","lower order",1,1,"lower"
"1928","lower order",1,1,"lower"
"1931","lower order",1,1,"lower"
"1932","lower order",1,1,"lower"
"1934","lower order",1,1,"lower"
"1935","lower order",1,1,"lower"
"1937","lower order",1,1,"lower"
"1939","lower order",1,1,"lower"
"1940","lower order",1,1,"lower"
"1941","lower order",1,1,"lower"
"1942","lower order",1,1,"lower"
"1943","lower order",1,1,"lower"
"1944","lower order",1,1,"lower"
"1945","lower order",1,1,"lower"
"1946","lower order",1,1,"lower"
"1947","lower order",1,1,"lower"
"1948","lower order",1,1,"lower"
"1951","lower order",1,1,"lower"
"1952","lower order",1,1,"lower"
"1953","lower order",1,1,"lower"
"1959","lower order",1,1,"lower"
"2003","lower order",1,1,"lower"
"2004","lower order",1,1,"lower"
"2009","lower order",1,1,"lower"
"2010","lower order",1,1,"lower"
"2012","lower order",1,1,"lower"
"2014","lower order",1,3,"apex"
"2014","apex",2,3,"apex"
"2015","lower order",1,3,"apex"
"2015","apex",2,3,"apex"
"2017","lower order",1,1,"lower"
"2018","lower order",1,1,"lower"
"2020","lower order",1,1,"lower"
"2021","lower order",1,3,"apex"
"2021","apex",2,3,"apex"
"2022","lower order",1,1,"lower"
"2027","lower order",1,1,"lower"
"2028","apex",2,2,"apex"
"2030","lower order",1,1,"lower"
"2033","lower order",1,1,"lower"
"2034","lower order",1,1,"lower"
"2035","lower order",1,1,"lower"
"2036","lower order",1,1,"lower"
"2037","lower order",1,1,"lower"
"2038","lower order",1,1,"lower"
"2039","lower order",1,1,"lower"
"2040","lower order",1,1,"lower"
"2041","lower order",1,1,"lower"
"2043","lower order",1,1,"lower"
"2044","lower order",1,1,"lower"
"2046","lower order",1,1,"lower"
"2047","lower order",1,1,"lower"
"2048","lower order",1,1,"lower"
"2049","lower order",1,1,"lower"
"2050","lower order",1,1,"lower"
"2052","lower order",1,1,"lower"
"2053","lower order",1,1,"lower"
"2054","lower order",1,3,"apex"
"2054","apex",2,3,"apex"
"2055","lower order",1,1,"lower"
"2057","lower order",1,1,"lower"
"2063","lower order",1,1,"lower"
"2068","lower order",1,1,"lower"
"2069","lower order",1,1,"lower"
"2073","lower order",1,1,"lower"
"2074","lower order",1,1,"lower"
"2075","lower order",1,1,"lower"
"2078","lower order",1,1,"lower"
"2079","lower order",1,1,"lower"
"2082","lower order",1,1,"lower"
"2083","lower order",1,1,"lower"
"2084","lower order",1,1,"lower"
"2085","lower order",1,1,"lower"
"2087","lower order",1,1,"lower"
"2089","lower order",1,1,"lower"
"2090","lower order",1,1,"lower"
"2091","lower order",1,1,"lower"
"2092","lower order",1,1,"lower"
"2093","lower order",1,1,"lower"
"2096","lower order",1,1,"lower"
"2097","lower order",1,1,"lower"
"2098","lower order",1,1,"lower"
"2101","lower order",1,1,"lower"
"2102","lower order",1,1,"lower"
"2104","lower order",1,1,"lower"
"2107","lower order",1,1,"lower"
"2111","lower order",1,1,"lower"
"2112","lower order",1,1,"lower"
"2113","lower order",1,1,"lower"
"2115","lower order",1,1,"lower"
"2116","lower order",1,1,"lower"
"2117","apex",2,2,"apex"
"2118","lower order",1,1,"lower"
"2119","lower order",1,1,"lower"
"2120","lower order",1,1,"lower"
"2122","lower order",1,1,"lower"
"2123","lower order",1,1,"lower"
"2124","lower order",1,1,"lower"
"2128","lower order",1,1,"lower"
"2129","lower order",1,1,"lower"
"2130","lower order",1,1,"lower"
"2131","lower order",1,1,"lower"
"2134","lower order",1,1,"lower"
"2135","lower order",1,1,"lower"
"2136","lower order",1,1,"lower"
"2137","lower order",1,1,"lower"
"2138","lower order",1,1,"lower"
"2139","lower order",1,1,"lower"
"2140","lower order",1,1,"lower"
"2142","lower order",1,1,"lower"
"2143","lower order",1,1,"lower"
"2144","lower order",1,1,"lower"
"2145","lower order",1,1,"lower"
"2147","lower order",1,1,"lower"
"2148","lower order",1,1,"lower"
"2152","lower order",1,1,"lower"
"2153","lower order",1,1,"lower"
"2157","lower order",1,1,"lower"
"2165","lower order",1,1,"lower"
"2166","lower order",1,1,"lower"
"2167","lower order",1,1,"lower"
"2168","lower order",1,1,"lower"
"2171","lower order",1,1,"lower"
"2180","lower order",1,1,"lower"
"2187","lower order",1,1,"lower"
"2184","lower order",1,1,"lower"
"2195","lower order",1,1,"lower"
"2202","lower order",1,1,"lower"
"2203","lower order",1,1,"lower"
"2207","lower order",1,1,"lower"
"2209","lower order",1,1,"lower"
"2210","lower order",1,1,"lower"
"2217","lower order",1,1,"lower"
"2218","lower order",1,1,"lower"
"2220","lower order",1,1,"lower"
"2223","lower order",1,1,"lower"
"2224","lower order",1,1,"lower"
"2225","lower order",1,1,"lower"
"2226","lower order",1,1,"lower"
"2228","lower order",1,1,"lower"
"2232","lower order",1,1,"lower"
"2233","lower order",1,1,"lower"
"2234","lower order",1,1,"lower"
"2235","lower order",1,3,"apex"
"2235","apex",2,3,"apex"
"2238","lower order",1,1,"lower"
"2239","lower order",1,1,"lower"
"2240","lower order",1,1,"lower"
"2241","lower order",1,1,"lower"
"2243","lower order",1,1,"lower"
"2245","lower order",1,1,"lower"
"2246","lower order",1,1,"lower"
"2247","lower order",1,1,"lower"
"2249","lower order",1,1,"lower"
"2250","lower order",1,1,"lower"
"2256","lower order",1,1,"lower"
"2259","lower order",1,1,"lower"
"2261","lower order",1,1,"lower"
"2262","lower order",1,1,"lower"
"2265","lower order",1,1,"lower"
"2266","lower order",1,1,"lower"
"2267","lower order",1,1,"lower"
"2268","lower order",1,1,"lower"
"2269","lower order",1,1,"lower"
"2271","lower order",1,1,"lower"
"2277","lower order",1,1,"lower"
"2279","lower order",1,1,"lower"
"2280","lower order",1,1,"lower"
"2283","lower order",1,1,"lower"
"2286","lower order",1,1,"lower"
"2289","lower order",1,1,"lower"
"2322","lower order",1,1,"lower"
"2325","lower order",1,1,"lower"
"2326","lower order",1,1,"lower"
"2328","lower order",1,1,"lower"
"2329","lower order",1,1,"lower"
"2330","lower order",1,1,"lower"
"2332","lower order",1,1,"lower"
"2334","lower order",1,1,"lower"
"2297","lower order",1,1,"lower"
"2303","lower order",1,1,"lower"
"2310","lower order",1,1,"lower"
"2308","lower order",1,1,"lower"
"2311","lower order",1,1,"lower"
"2316","lower order",1,1,"lower"
"2317","lower order",1,1,"lower"
"2319","lower order",1,1,"lower"
"2335","lower order",1,1,"lower"
"2338","lower order",1,1,"lower"
"2340","lower order",1,1,"lower"
"2350","lower order",1,1,"lower"
"2351","lower order",1,1,"lower"
"2352","lower order",1,1,"lower"
"2353","lower order",1,1,"lower"
"2354","lower order",1,1,"lower"
"2358","lower order",1,1,"lower"
"2361","lower order",1,1,"lower"
"2362","lower order",1,1,"lower"
"2364","lower order",1,1,"lower"
"2366","lower order",1,3,"apex"
"2366","apex",2,3,"apex"
"2372","lower order",1,1,"lower"
"2373","lower order",1,1,"lower"
"2375","lower order",1,1,"lower"
"2376","lower order",1,1,"lower"
"2378","lower order",1,1,"lower"
"2380","lower order",1,1,"lower"
"2390","lower order",1,1,"lower"
"2395","lower order",1,1,"lower"
"2397","lower order",1,1,"lower"
"2398","lower order",1,1,"lower"
"2416","lower order",1,1,"lower"
"2426","lower order",1,1,"lower"
"2429","lower order",1,1,"lower"
"2431","lower order",1,1,"lower"
"2433","lower order",1,1,"lower"
"2435","lower order",1,1,"lower"
"2436","lower order",1,1,"lower"
"2437","lower order",1,1,"lower"
"2439","lower order",1,1,"lower"
"2440","lower order",1,1,"lower"
"2441","lower order",1,1,"lower"
"2442","lower order",1,1,"lower"
"2444","lower order",1,1,"lower"
"2445","lower order",1,1,"lower"
"2446","lower order",1,1,"lower"
"2447","lower order",1,1,"lower"
"2448","lower order",1,1,"lower"
"2451","lower order",1,1,"lower"
"2452","lower order",1,1,"lower"
"2455","lower order",1,1,"lower"
"2457","lower order",1,1,"lower"
"2458","lower order",1,1,"lower"
"2460","lower order",1,1,"lower"
"2461","lower order",1,1,"lower"
"2468","lower order",1,1,"lower"
"2472","lower order",1,1,"lower"
"2482","lower order",1,1,"lower"
"2483","lower order",1,1,"lower"
"2484","lower order",1,1,"lower"
"2492","lower order",1,1,"lower"
"2494","lower order",1,1,"lower"
"2501","lower order",1,1,"lower"
"2502","lower order",1,1,"lower"
"2503","lower order",1,1,"lower"
"2504","lower order",1,1,"lower"
"2506","lower order",1,1,"lower"
"2507","lower order",1,1,"lower"
"2508","lower order",1,1,"lower"
"2510","lower order",1,1,"lower"
"2511","lower order",1,1,"lower"
"2512","lower order",1,1,"lower"
"2516","lower order",1,1,"lower"
"2517","lower order",1,1,"lower"
"2518","lower order",1,3,"apex"
"2518","apex",2,3,"apex"
"2519","lower order",1,1,"lower"
"2520","lower order",1,1,"lower"
"2521","lower order",1,3,"apex"
"2521","apex",2,3,"apex"
"2522","lower order",1,1,"lower"
"2523","lower order",1,1,"lower"
"2525","lower order",1,1,"lower"
"2527","lower order",1,1,"lower"
"2529","lower order",1,1,"lower"
"2530","lower order",1,1,"lower"
"2532","lower order",1,1,"lower"
"2533","lower order",1,1,"lower"
"2534","lower order",1,1,"lower"
"2535","lower order",1,1,"lower"
"2536","lower order",1,1,"lower"
"2537","lower order",1,1,"lower"
"2538","lower order",1,1,"lower"
"2539","lower order",1,1,"lower"
"2541","lower order",1,1,"lower"
"2542","lower order",1,1,"lower"
"2544","lower order",1,1,"lower"
"2545","lower order",1,1,"lower"
"2546","lower order",1,1,"lower"
"2547","lower order",1,1,"lower"
"2556","lower order",1,1,"lower"
"2558","lower order",1,1,"lower"
"2563","lower order",1,1,"lower"
"2564","lower order",1,1,"lower"
"2565","lower order",1,1,"lower"
"2566","lower order",1,1,"lower"
"2567","lower order",1,1,"lower"
"2568","lower order",1,1,"lower"
"2569","lower order",1,1,"lower"
"2570","lower order",1,1,"lower"
