"set_id","shark_trophic_group","shark_trophic_numeric","sum_shark_trophic","set_composition"
"10159","lower order",1,1,"lower"
"10160","lower order",1,1,"lower"
"10161","lower order",1,1,"lower"
"10162","lower order",1,1,"lower"
"10163","lower order",1,1,"lower"
"10165","lower order",1,1,"lower"
"10166","lower order",1,1,"lower"
"10167","lower order",1,1,"lower"
"10168","lower order",1,1,"lower"
"10169","lower order",1,1,"lower"
"10170","lower order",1,1,"lower"
"10171","lower order",1,1,"lower"
"10172","lower order",1,1,"lower"
"10174","lower order",1,1,"lower"
"10175","lower order",1,1,"lower"
"10176","lower order",1,1,"lower"
"10177","lower order",1,1,"lower"
"10179","lower order",1,1,"lower"
"10180","lower order",1,1,"lower"
"10181","lower order",1,1,"lower"
"10183","lower order",1,1,"lower"
"10184","lower order",1,1,"lower"
"10185","lower order",1,1,"lower"
"10186","lower order",1,1,"lower"
"10187","lower order",1,1,"lower"
"10188","lower order",1,1,"lower"
"10189","lower order",1,1,"lower"
"10190","lower order",1,1,"lower"
"10192","lower order",1,1,"lower"
"10193","lower order",1,1,"lower"
"10194","lower order",1,1,"lower"
"10196","lower order",1,1,"lower"
"10197","lower order",1,1,"lower"
"10198","lower order",1,1,"lower"
"10199","lower order",1,1,"lower"
"10200","lower order",1,1,"lower"
"10201","lower order",1,1,"lower"
"10202","lower order",1,1,"lower"
"10203","lower order",1,1,"lower"
"10204","lower order",1,1,"lower"
"10205","lower order",1,1,"lower"
"10206","lower order",1,1,"lower"
"10208","lower order",1,1,"lower"
"10209","lower order",1,1,"lower"
"10210","lower order",1,1,"lower"
"10211","lower order",1,1,"lower"
"10212","lower order",1,1,"lower"
"10213","lower order",1,1,"lower"
"10214","lower order",1,1,"lower"
"10215","lower order",1,1,"lower"
"10216","lower order",1,1,"lower"
"10217","lower order",1,1,"lower"
"10218","lower order",1,1,"lower"
"10219","lower order",1,1,"lower"
"10224","lower order",1,1,"lower"
"10226","lower order",1,1,"lower"
"10227","lower order",1,1,"lower"
"10228","lower order",1,1,"lower"
"10229","lower order",1,1,"lower"
"10230","lower order",1,1,"lower"
"10231","lower order",1,1,"lower"
"10233","lower order",1,1,"lower"
"10234","lower order",1,1,"lower"
"10235","lower order",1,1,"lower"
"10236","lower order",1,1,"lower"
"10241","lower order",1,1,"lower"
"10242","lower order",1,1,"lower"
"10243","lower order",1,1,"lower"
"10244","lower order",1,1,"lower"
"10245","lower order",1,1,"lower"
"10246","lower order",1,1,"lower"
"10248","lower order",1,1,"lower"
"10249","lower order",1,1,"lower"
"10254","lower order",1,1,"lower"
"10255","lower order",1,1,"lower"
"10256","lower order",1,1,"lower"
"10257","lower order",1,1,"lower"
"10259","lower order",1,1,"lower"
"10261","lower order",1,1,"lower"
"10262","lower order",1,1,"lower"
"10263","lower order",1,1,"lower"
"10264","lower order",1,1,"lower"
"10265","lower order",1,1,"lower"
"10266","lower order",1,1,"lower"
"10267","lower order",1,1,"lower"
"10268","lower order",1,1,"lower"
"10269","lower order",1,1,"lower"
"10270","lower order",1,1,"lower"
"10272","lower order",1,1,"lower"
"10273","lower order",1,1,"lower"
"10274","lower order",1,1,"lower"
"10275","lower order",1,1,"lower"
"10276","lower order",1,1,"lower"
"10277","lower order",1,1,"lower"
"10278","lower order",1,1,"lower"
"10279","lower order",1,1,"lower"
"10280","lower order",1,1,"lower"
"10281","lower order",1,1,"lower"
"10282","lower order",1,1,"lower"
"10283","lower order",1,1,"lower"
"10284","lower order",1,1,"lower"
"10285","lower order",1,1,"lower"
"10286","lower order",1,1,"lower"
"10287","lower order",1,1,"lower"
"10288","lower order",1,1,"lower"
"10289","lower order",1,1,"lower"
"10290","lower order",1,1,"lower"
"10291","lower order",1,1,"lower"
"10292","lower order",1,1,"lower"
"10293","lower order",1,1,"lower"
"10294","lower order",1,1,"lower"
"10295","lower order",1,1,"lower"
"10296","lower order",1,3,"apex"
"10296","apex",2,3,"apex"
"10297","lower order",1,1,"lower"
"10298","lower order",1,1,"lower"
"10299","lower order",1,1,"lower"
"10300","lower order",1,1,"lower"
"10301","lower order",1,1,"lower"
"10302","lower order",1,1,"lower"
"10303","lower order",1,1,"lower"
"10304","lower order",1,1,"lower"
"10305","lower order",1,1,"lower"
"10306","lower order",1,1,"lower"
"10307","lower order",1,1,"lower"
"10309","lower order",1,1,"lower"
"10310","lower order",1,1,"lower"
"10311","lower order",1,1,"lower"
"10312","lower order",1,1,"lower"
"10313","lower order",1,1,"lower"
"10315","lower order",1,1,"lower"
"10317","lower order",1,1,"lower"
"10318","lower order",1,1,"lower"
"10320","lower order",1,1,"lower"
"10321","lower order",1,1,"lower"
"10322","lower order",1,1,"lower"
"10324","lower order",1,1,"lower"
"10325","lower order",1,1,"lower"
"10327","lower order",1,1,"lower"
"10329","lower order",1,1,"lower"
"10331","lower order",1,1,"lower"
"10332","lower order",1,1,"lower"
"10333","lower order",1,1,"lower"
"10334","lower order",1,1,"lower"
"10335","lower order",1,1,"lower"
"10336","lower order",1,1,"lower"
"10337","lower order",1,1,"lower"
"10338","lower order",1,1,"lower"
"10339","lower order",1,1,"lower"
"10340","lower order",1,1,"lower"
"10341","lower order",1,1,"lower"
"10342","lower order",1,1,"lower"
"10345","lower order",1,1,"lower"
"10346","lower order",1,1,"lower"
"10350","lower order",1,1,"lower"
"10351","lower order",1,1,"lower"
"10352","lower order",1,1,"lower"
"10353","lower order",1,1,"lower"
"10355","lower order",1,1,"lower"
"14033","lower order",1,1,"lower"
"14035","lower order",1,1,"lower"
"14036","lower order",1,1,"lower"
"14037","lower order",1,1,"lower"
"14040","lower order",1,1,"lower"
"14042","lower order",1,1,"lower"
"14048","lower order",1,1,"lower"
"14069","lower order",1,1,"lower"
"14304","lower order",1,1,"lower"
"14306","lower order",1,1,"lower"
"14308","lower order",1,1,"lower"
"14309","lower order",1,1,"lower"
"14310","lower order",1,1,"lower"
"14311","lower order",1,1,"lower"
"14337","lower order",1,1,"lower"
"14340","lower order",1,1,"lower"
"14341","lower order",1,1,"lower"
"14348","lower order",1,1,"lower"
"14351","lower order",1,1,"lower"
"14359","lower order",1,1,"lower"
"14360","lower order",1,1,"lower"
"14363","lower order",1,1,"lower"
"14366","lower order",1,1,"lower"
"14370","lower order",1,1,"lower"
"14377","lower order",1,1,"lower"
"14380","lower order",1,1,"lower"
"14385","lower order",1,3,"apex"
"14385","apex",2,3,"apex"
"14390","lower order",1,1,"lower"
"14391","lower order",1,1,"lower"
"14394","lower order",1,3,"apex"
"14394","apex",2,3,"apex"
"14400","lower order",1,1,"lower"
"14401","lower order",1,1,"lower"
"14402","lower order",1,1,"lower"
"14403","lower order",1,1,"lower"
"15155","lower order",1,1,"lower"
"15157","lower order",1,1,"lower"
"15158","lower order",1,1,"lower"
"15159","lower order",1,1,"lower"
"15160","lower order",1,1,"lower"
"15161","lower order",1,1,"lower"
"15162","lower order",1,1,"lower"
"15163","lower order",1,1,"lower"
"15164","lower order",1,1,"lower"
"15165","lower order",1,1,"lower"
"15166","lower order",1,1,"lower"
"15167","lower order",1,1,"lower"
"15169","lower order",1,1,"lower"
"15170","lower order",1,1,"lower"
"15171","lower order",1,1,"lower"
"15172","lower order",1,1,"lower"
"15175","lower order",1,1,"lower"
"15176","lower order",1,1,"lower"
"15177","lower order",1,1,"lower"
"15178","lower order",1,1,"lower"
"15179","lower order",1,1,"lower"
"15180","lower order",1,1,"lower"
"15181","lower order",1,1,"lower"
"15182","lower order",1,1,"lower"
"15183","lower order",1,1,"lower"
"15184","lower order",1,1,"lower"
"15185","lower order",1,1,"lower"
"15187","lower order",1,1,"lower"
"15188","lower order",1,1,"lower"
"15189","lower order",1,1,"lower"
"15190","lower order",1,1,"lower"
"15194","lower order",1,1,"lower"
"15195","lower order",1,1,"lower"
"15196","lower order",1,1,"lower"
"15197","lower order",1,1,"lower"
"15198","lower order",1,1,"lower"
"15199","lower order",1,1,"lower"
"15200","lower order",1,1,"lower"
"15201","lower order",1,1,"lower"
"15202","lower order",1,1,"lower"
"15203","lower order",1,1,"lower"
"15206","lower order",1,1,"lower"
"15207","lower order",1,1,"lower"
"15208","lower order",1,1,"lower"
"15209","lower order",1,1,"lower"
"15210","lower order",1,1,"lower"
"15211","lower order",1,1,"lower"
"15212","lower order",1,1,"lower"
"15213","lower order",1,1,"lower"
"15214","lower order",1,1,"lower"
"15215","lower order",1,1,"lower"
"15216","lower order",1,1,"lower"
"15217","lower order",1,1,"lower"
"15218","lower order",1,1,"lower"
"15219","lower order",1,1,"lower"
"15220","lower order",1,1,"lower"
"15221","lower order",1,1,"lower"
"15222","lower order",1,1,"lower"
"15223","lower order",1,1,"lower"
"15224","lower order",1,1,"lower"
"15225","lower order",1,1,"lower"
"15227","lower order",1,1,"lower"
"15228","lower order",1,1,"lower"
"15229","lower order",1,1,"lower"
"15230","lower order",1,1,"lower"
"15231","lower order",1,1,"lower"
"15232","lower order",1,1,"lower"
"15233","lower order",1,1,"lower"
"15234","lower order",1,1,"lower"
"15235","lower order",1,1,"lower"
"15236","lower order",1,1,"lower"
"15237","lower order",1,1,"lower"
"15238","lower order",1,1,"lower"
"15240","lower order",1,1,"lower"
"15241","lower order",1,1,"lower"
"15242","lower order",1,1,"lower"
"15243","lower order",1,1,"lower"
"15244","lower order",1,1,"lower"
"15245","lower order",1,1,"lower"
"15246","lower order",1,1,"lower"
"15247","lower order",1,1,"lower"
"15248","lower order",1,1,"lower"
"15249","lower order",1,1,"lower"
"15250","lower order",1,1,"lower"
"15251","lower order",1,1,"lower"
"15252","lower order",1,1,"lower"
"15253","lower order",1,1,"lower"
"15254","lower order",1,1,"lower"
"15255","lower order",1,1,"lower"
"15283","lower order",1,1,"lower"
"15284","lower order",1,1,"lower"
"15285","lower order",1,1,"lower"
"15286","lower order",1,1,"lower"
"15287","lower order",1,1,"lower"
"15288","lower order",1,1,"lower"
"15290","lower order",1,1,"lower"
"15291","lower order",1,1,"lower"
"15292","lower order",1,1,"lower"
"15294","lower order",1,1,"lower"
"15296","lower order",1,1,"lower"
"15297","lower order",1,1,"lower"
"15298","lower order",1,1,"lower"
"15299","lower order",1,1,"lower"
"15300","lower order",1,1,"lower"
"15301","lower order",1,1,"lower"
"15303","lower order",1,1,"lower"
"15304","lower order",1,1,"lower"
"15306","lower order",1,1,"lower"
"15307","lower order",1,1,"lower"
"15308","lower order",1,1,"lower"
"15309","lower order",1,1,"lower"
"15310","lower order",1,1,"lower"
"15311","lower order",1,1,"lower"
"15312","lower order",1,1,"lower"
"15314","lower order",1,1,"lower"
"15315","lower order",1,1,"lower"
"15317","lower order",1,1,"lower"
"15318","lower order",1,1,"lower"
"15319","lower order",1,1,"lower"
"15320","lower order",1,1,"lower"
"15321","lower order",1,1,"lower"
"15322","lower order",1,1,"lower"
"15323","lower order",1,1,"lower"
"15324","lower order",1,1,"lower"
"15325","lower order",1,1,"lower"
"15326","lower order",1,1,"lower"
"15327","lower order",1,1,"lower"
"15328","lower order",1,1,"lower"
"15329","lower order",1,1,"lower"
"15330","lower order",1,1,"lower"
"15331","lower order",1,1,"lower"
"15332","lower order",1,1,"lower"
"15425","lower order",1,1,"lower"
"15426","lower order",1,1,"lower"
"15427","lower order",1,1,"lower"
"15428","lower order",1,1,"lower"
"15429","lower order",1,1,"lower"
"15430","lower order",1,1,"lower"
"15431","lower order",1,1,"lower"
"15432","lower order",1,1,"lower"
"15433","lower order",1,1,"lower"
"15435","lower order",1,1,"lower"
"15438","lower order",1,1,"lower"
"15443","lower order",1,1,"lower"
"15444","lower order",1,1,"lower"
"15445","lower order",1,1,"lower"
"15446","lower order",1,1,"lower"
"15447","lower order",1,1,"lower"
"15448","apex",2,2,"apex"
"15449","lower order",1,1,"lower"
"15450","lower order",1,1,"lower"
"15453","lower order",1,3,"apex"
"15453","apex",2,3,"apex"
"15454","lower order",1,1,"lower"
"15455","lower order",1,1,"lower"
"15456","lower order",1,1,"lower"
"15457","lower order",1,1,"lower"
"15458","lower order",1,1,"lower"
"15459","lower order",1,1,"lower"
"15462","lower order",1,1,"lower"
"15463","lower order",1,1,"lower"
"15465","lower order",1,1,"lower"
"15466","lower order",1,1,"lower"
"15467","lower order",1,1,"lower"
"15468","lower order",1,1,"lower"
"15469","lower order",1,1,"lower"
"15470","lower order",1,1,"lower"
"15472","lower order",1,1,"lower"
"15473","lower order",1,1,"lower"
"15475","lower order",1,1,"lower"
"15477","lower order",1,1,"lower"
"15478","lower order",1,1,"lower"
"15479","lower order",1,1,"lower"
"15480","lower order",1,1,"lower"
"15481","lower order",1,1,"lower"
"15482","lower order",1,1,"lower"
"15483","lower order",1,1,"lower"
"15485","lower order",1,1,"lower"
"15486","lower order",1,1,"lower"
"15487","lower order",1,1,"lower"
"15488","lower order",1,1,"lower"
"15489","lower order",1,1,"lower"
"15490","lower order",1,1,"lower"
"15491","lower order",1,1,"lower"
"15494","lower order",1,1,"lower"
"15495","lower order",1,1,"lower"
"15496","lower order",1,1,"lower"
"15497","lower order",1,1,"lower"
"15498","lower order",1,1,"lower"
"15499","lower order",1,1,"lower"
"15500","lower order",1,1,"lower"
"15501","lower order",1,1,"lower"
"15502","lower order",1,1,"lower"
"15503","lower order",1,1,"lower"
"15504","lower order",1,1,"lower"
"15505","lower order",1,1,"lower"
"15506","lower order",1,1,"lower"
"15507","lower order",1,1,"lower"
"15509","lower order",1,1,"lower"
"15510","lower order",1,1,"lower"
"15511","lower order",1,1,"lower"
"15512","lower order",1,1,"lower"
"15513","lower order",1,1,"lower"
"15514","lower order",1,1,"lower"
"15515","lower order",1,1,"lower"
"15516","lower order",1,1,"lower"
"15517","lower order",1,1,"lower"
"15518","lower order",1,1,"lower"
"15519","lower order",1,1,"lower"
"15520","lower order",1,1,"lower"
"15521","lower order",1,1,"lower"
"15522","lower order",1,1,"lower"
"15523","lower order",1,1,"lower"
"15524","lower order",1,1,"lower"
"15576","lower order",1,1,"lower"
"15577","lower order",1,1,"lower"
"15578","lower order",1,1,"lower"
"15579","lower order",1,1,"lower"
"15581","lower order",1,1,"lower"
"15582","lower order",1,1,"lower"
"15583","lower order",1,1,"lower"
"15584","lower order",1,1,"lower"
"15585","lower order",1,1,"lower"
"15586","lower order",1,1,"lower"
"15587","lower order",1,1,"lower"
"15588","lower order",1,1,"lower"
"15589","lower order",1,1,"lower"
"15590","lower order",1,1,"lower"
"15591","lower order",1,1,"lower"
"15592","lower order",1,1,"lower"
"15593","lower order",1,1,"lower"
"15594","lower order",1,1,"lower"
"15595","lower order",1,1,"lower"
"15596","lower order",1,1,"lower"
"15597","lower order",1,1,"lower"
"15598","lower order",1,1,"lower"
"15599","lower order",1,1,"lower"
"15600","lower order",1,1,"lower"
"15601","lower order",1,1,"lower"
"15602","lower order",1,1,"lower"
"15603","lower order",1,1,"lower"
"15604","lower order",1,1,"lower"
"15605","lower order",1,1,"lower"
"15606","lower order",1,1,"lower"
"15607","lower order",1,1,"lower"
"15608","lower order",1,1,"lower"
"15609","lower order",1,1,"lower"
"15610","lower order",1,1,"lower"
"15611","lower order",1,1,"lower"
"15612","lower order",1,1,"lower"
"15613","lower order",1,1,"lower"
"15614","lower order",1,1,"lower"
"15615","lower order",1,1,"lower"
"15616","lower order",1,1,"lower"
"15617","lower order",1,1,"lower"
"15618","lower order",1,1,"lower"
"15619","lower order",1,1,"lower"
"15620","lower order",1,1,"lower"
"15621","lower order",1,1,"lower"
"15622","lower order",1,1,"lower"
"15623","lower order",1,1,"lower"
"15624","lower order",1,1,"lower"
"15625","lower order",1,1,"lower"
"15669","lower order",1,1,"lower"
"15670","lower order",1,1,"lower"
"15671","lower order",1,1,"lower"
"15672","lower order",1,1,"lower"
"15673","lower order",1,1,"lower"
"15674","lower order",1,1,"lower"
"15675","lower order",1,1,"lower"
"15676","lower order",1,1,"lower"
"15677","lower order",1,1,"lower"
"15678","lower order",1,1,"lower"
"15679","lower order",1,1,"lower"
"15680","lower order",1,1,"lower"
"15683","lower order",1,1,"lower"
"15684","lower order",1,1,"lower"
"15685","lower order",1,1,"lower"
"15686","lower order",1,1,"lower"
"15687","lower order",1,1,"lower"
"15688","lower order",1,1,"lower"
"15689","lower order",1,1,"lower"
"15690","lower order",1,1,"lower"
"15692","lower order",1,1,"lower"
"15693","lower order",1,1,"lower"
"15694","lower order",1,1,"lower"
"15695","lower order",1,1,"lower"
"15697","lower order",1,1,"lower"
"15698","lower order",1,1,"lower"
"15699","lower order",1,1,"lower"
"15700","lower order",1,1,"lower"
"15703","lower order",1,1,"lower"
"15705","lower order",1,1,"lower"
"15706","lower order",1,1,"lower"
"15708","lower order",1,1,"lower"
"15709","lower order",1,1,"lower"
"15710","lower order",1,1,"lower"
"15711","lower order",1,1,"lower"
"15712","lower order",1,1,"lower"
"15713","lower order",1,1,"lower"
"15714","lower order",1,1,"lower"
"15715","lower order",1,1,"lower"
"15716","lower order",1,1,"lower"
"15718","lower order",1,1,"lower"
"15719","lower order",1,1,"lower"
"15720","lower order",1,1,"lower"
"15721","lower order",1,1,"lower"
"15722","lower order",1,1,"lower"
"15724","lower order",1,1,"lower"
"15725","lower order",1,1,"lower"
"15726","lower order",1,1,"lower"
"15727","lower order",1,1,"lower"
"15728","lower order",1,1,"lower"
"15729","lower order",1,1,"lower"
"15730","lower order",1,1,"lower"
"15734","lower order",1,1,"lower"
"15736","lower order",1,1,"lower"
"15739","lower order",1,1,"lower"
"15740","lower order",1,1,"lower"
"15741","lower order",1,1,"lower"
"15742","lower order",1,1,"lower"
"15744","lower order",1,1,"lower"
"15745","lower order",1,1,"lower"
"15746","lower order",1,1,"lower"
"15747","lower order",1,1,"lower"
"15748","lower order",1,1,"lower"
"15749","lower order",1,1,"lower"
"15750","lower order",1,1,"lower"
"15751","lower order",1,1,"lower"
"15752","lower order",1,1,"lower"
"15754","lower order",1,1,"lower"
"15755","lower order",1,1,"lower"
"15756","lower order",1,1,"lower"
"15757","lower order",1,1,"lower"
"15758","lower order",1,1,"lower"
"15759","lower order",1,1,"lower"
"15760","lower order",1,1,"lower"
"15762","lower order",1,1,"lower"
"15763","lower order",1,1,"lower"
"15764","lower order",1,1,"lower"
"15766","lower order",1,1,"lower"
"15768","lower order",1,1,"lower"
"15769","lower order",1,1,"lower"
"15770","lower order",1,1,"lower"
"15772","lower order",1,1,"lower"
"15777","lower order",1,1,"lower"
"15778","lower order",1,1,"lower"
"15779","lower order",1,1,"lower"
"15780","lower order",1,1,"lower"
"15781","lower order",1,1,"lower"
"15782","lower order",1,1,"lower"
"15785","lower order",1,1,"lower"
"15786","lower order",1,1,"lower"
"15788","lower order",1,1,"lower"
"15789","lower order",1,1,"lower"
"15790","lower order",1,1,"lower"
"15793","lower order",1,1,"lower"
"15794","lower order",1,1,"lower"
"15796","lower order",1,1,"lower"
"15797","lower order",1,1,"lower"
"15798","lower order",1,1,"lower"
"15799","lower order",1,1,"lower"
"15800","lower order",1,1,"lower"
"15801","lower order",1,1,"lower"
"15802","lower order",1,1,"lower"
"15803","lower order",1,1,"lower"
"15804","lower order",1,1,"lower"
"15805","lower order",1,1,"lower"
"15806","lower order",1,1,"lower"
"15807","lower order",1,1,"lower"
"15808","lower order",1,1,"lower"
"15809","lower order",1,1,"lower"
"15810","lower order",1,1,"lower"
"15812","lower order",1,1,"lower"
"15813","lower order",1,1,"lower"
"15814","lower order",1,3,"apex"
"15814","apex",2,3,"apex"
"15815","lower order",1,1,"lower"
"15817","lower order",1,1,"lower"
"15818","lower order",1,1,"lower"
"15819","lower order",1,1,"lower"
"15820","lower order",1,1,"lower"
"15821","lower order",1,1,"lower"
"15822","lower order",1,1,"lower"
"15823","lower order",1,1,"lower"
"15824","lower order",1,3,"apex"
"15824","apex",2,3,"apex"
"15826","lower order",1,1,"lower"
"15827","lower order",1,1,"lower"
"15828","lower order",1,1,"lower"
"15829","lower order",1,1,"lower"
"15830","lower order",1,1,"lower"
"15831","lower order",1,1,"lower"
"15832","lower order",1,1,"lower"
"15833","lower order",1,1,"lower"
"15834","lower order",1,1,"lower"
"15835","lower order",1,1,"lower"
"15836","lower order",1,1,"lower"
"15837","lower order",1,1,"lower"
"15838","lower order",1,1,"lower"
"15839","lower order",1,1,"lower"
"15840","lower order",1,1,"lower"
"15841","lower order",1,1,"lower"
"15845","lower order",1,1,"lower"
"15846","lower order",1,1,"lower"
"15847","lower order",1,1,"lower"
"15848","lower order",1,1,"lower"
"15850","lower order",1,1,"lower"
"15851","lower order",1,1,"lower"
"15852","lower order",1,1,"lower"
"15853","lower order",1,1,"lower"
"15855","lower order",1,1,"lower"
"15856","lower order",1,1,"lower"
"15857","lower order",1,1,"lower"
"15858","lower order",1,1,"lower"
"15859","lower order",1,1,"lower"
"15860","lower order",1,1,"lower"
"15861","lower order",1,1,"lower"
"15862","lower order",1,1,"lower"
"15863","lower order",1,1,"lower"
"15865","lower order",1,1,"lower"
"15866","lower order",1,1,"lower"
"15867","lower order",1,1,"lower"
"15869","lower order",1,1,"lower"
"15870","lower order",1,1,"lower"
"15871","lower order",1,1,"lower"
"15872","lower order",1,1,"lower"
"15873","lower order",1,1,"lower"
"15874","lower order",1,1,"lower"
"15875","lower order",1,1,"lower"
"15876","lower order",1,1,"lower"
"15877","lower order",1,1,"lower"
"15878","lower order",1,1,"lower"
"15879","lower order",1,1,"lower"
"15880","lower order",1,1,"lower"
"15882","lower order",1,1,"lower"
"15883","lower order",1,1,"lower"
"15884","lower order",1,1,"lower"
"15885","lower order",1,1,"lower"
"15886","lower order",1,1,"lower"
"15887","lower order",1,1,"lower"
"15888","lower order",1,1,"lower"
"15889","lower order",1,1,"lower"
"15890","lower order",1,1,"lower"
"15891","lower order",1,1,"lower"
"15892","lower order",1,1,"lower"
"15893","lower order",1,1,"lower"
"15894","lower order",1,1,"lower"
"15895","lower order",1,1,"lower"
"15896","lower order",1,1,"lower"
"15897","lower order",1,1,"lower"
"15898","lower order",1,1,"lower"
"15899","lower order",1,1,"lower"
"15900","lower order",1,1,"lower"
"15903","lower order",1,1,"lower"
"15904","lower order",1,1,"lower"
"15905","lower order",1,1,"lower"
"15906","lower order",1,1,"lower"
"15907","lower order",1,1,"lower"
"15908","lower order",1,1,"lower"
"15909","lower order",1,1,"lower"
"15910","lower order",1,1,"lower"
"15911","lower order",1,1,"lower"
"15912","lower order",1,1,"lower"
"15913","lower order",1,1,"lower"
"15914","lower order",1,1,"lower"
"15916","lower order",1,1,"lower"
"15918","lower order",1,1,"lower"
"15919","lower order",1,1,"lower"
"15920","lower order",1,1,"lower"
"15921","lower order",1,1,"lower"
"15922","lower order",1,1,"lower"
"15923","lower order",1,1,"lower"
"15924","lower order",1,1,"lower"
"15925","lower order",1,1,"lower"
"15926","lower order",1,1,"lower"
"15927","lower order",1,1,"lower"
"15928","lower order",1,1,"lower"
"15929","lower order",1,1,"lower"
"15930","lower order",1,1,"lower"
"15932","lower order",1,1,"lower"
"15946","lower order",1,1,"lower"
"15947","lower order",1,1,"lower"
"15948","lower order",1,1,"lower"
"15959","lower order",1,1,"lower"
"15960","lower order",1,1,"lower"
"15961","lower order",1,1,"lower"
"15962","lower order",1,1,"lower"
"15963","lower order",1,1,"lower"
"15965","lower order",1,1,"lower"
"15966","lower order",1,1,"lower"
"15967","lower order",1,1,"lower"
"15968","lower order",1,1,"lower"
"15969","apex",2,3,"apex"
"15969","lower order",1,3,"apex"
"15970","lower order",1,1,"lower"
"15971","lower order",1,1,"lower"
"15972","lower order",1,1,"lower"
"15973","lower order",1,1,"lower"
"15974","lower order",1,1,"lower"
"15976","lower order",1,1,"lower"
"15977","lower order",1,1,"lower"
"15978","lower order",1,1,"lower"
"15979","lower order",1,1,"lower"
"15980","lower order",1,1,"lower"
"15982","lower order",1,1,"lower"
"15983","lower order",1,1,"lower"
"15984","lower order",1,1,"lower"
"15986","lower order",1,1,"lower"
"15987","lower order",1,1,"lower"
"15988","lower order",1,1,"lower"
"15989","lower order",1,1,"lower"
"15990","lower order",1,1,"lower"
"15991","lower order",1,1,"lower"
"15992","lower order",1,1,"lower"
"15993","lower order",1,1,"lower"
"15994","lower order",1,1,"lower"
"15996","lower order",1,1,"lower"
"15999","lower order",1,1,"lower"
"16000","lower order",1,1,"lower"
"16001","lower order",1,1,"lower"
"16002","lower order",1,1,"lower"
"16003","lower order",1,1,"lower"
"16004","lower order",1,1,"lower"
"16005","lower order",1,1,"lower"
"16006","lower order",1,1,"lower"
"16007","lower order",1,1,"lower"
"16009","lower order",1,1,"lower"
"16010","lower order",1,1,"lower"
"16011","lower order",1,1,"lower"
"16012","lower order",1,1,"lower"
"16013","lower order",1,1,"lower"
"16014","apex",2,3,"apex"
"16014","lower order",1,3,"apex"
"16015","lower order",1,1,"lower"
"16016","lower order",1,1,"lower"
"16141","lower order",1,1,"lower"
"16143","lower order",1,1,"lower"
"16144","lower order",1,1,"lower"
"16150","lower order",1,1,"lower"
"16158","lower order",1,1,"lower"
"16159","lower order",1,1,"lower"
"16161","lower order",1,1,"lower"
"16162","lower order",1,1,"lower"
"16165","lower order",1,1,"lower"
"16168","lower order",1,1,"lower"
"16170","lower order",1,1,"lower"
"16177","lower order",1,1,"lower"
"16179","lower order",1,1,"lower"
"16182","lower order",1,1,"lower"
"16188","lower order",1,1,"lower"
"16190","lower order",1,1,"lower"
"16193","lower order",1,1,"lower"
"16195","lower order",1,1,"lower"
"16212","lower order",1,1,"lower"
"16225","lower order",1,1,"lower"
"16242","lower order",1,1,"lower"
"16245","lower order",1,1,"lower"
"16250","lower order",1,1,"lower"
"16254","lower order",1,1,"lower"
"16286","lower order",1,1,"lower"
"16287","lower order",1,1,"lower"
"16288","lower order",1,1,"lower"
"16289","lower order",1,1,"lower"
"16290","lower order",1,1,"lower"
"16291","lower order",1,1,"lower"
"16292","lower order",1,1,"lower"
"16296","lower order",1,1,"lower"
"16297","lower order",1,1,"lower"
"16298","lower order",1,1,"lower"
"16299","lower order",1,1,"lower"
"16300","lower order",1,1,"lower"
"16301","lower order",1,1,"lower"
"16302","lower order",1,1,"lower"
"16303","lower order",1,1,"lower"
"16304","lower order",1,1,"lower"
"16305","lower order",1,1,"lower"
"16307","lower order",1,1,"lower"
"16308","lower order",1,1,"lower"
"16309","lower order",1,1,"lower"
"16310","lower order",1,1,"lower"
"16311","lower order",1,1,"lower"
"16312","lower order",1,1,"lower"
"16313","lower order",1,1,"lower"
"16314","lower order",1,1,"lower"
"16315","lower order",1,1,"lower"
"16316","lower order",1,1,"lower"
"16317","lower order",1,1,"lower"
"16318","lower order",1,1,"lower"
"16319","lower order",1,1,"lower"
"16320","lower order",1,1,"lower"
"16321","lower order",1,1,"lower"
"16322","lower order",1,1,"lower"
"16323","lower order",1,1,"lower"
"16324","lower order",1,1,"lower"
"16325","lower order",1,1,"lower"
"16326","lower order",1,1,"lower"
"16341","lower order",1,1,"lower"
"16344","apex",2,2,"apex"
"16357","lower order",1,1,"lower"
"16359","lower order",1,1,"lower"
"16361","lower order",1,1,"lower"
"16365","lower order",1,1,"lower"
"16369","apex",2,2,"apex"
"16373","lower order",1,1,"lower"
"16387","apex",2,2,"apex"
"16390","lower order",1,1,"lower"
"16394","lower order",1,1,"lower"
"16395","lower order",1,1,"lower"
"16398","lower order",1,1,"lower"
"16399","lower order",1,1,"lower"
"16405","lower order",1,1,"lower"
"16406","lower order",1,1,"lower"
"16421","lower order",1,1,"lower"
"16427","lower order",1,1,"lower"
"16432","lower order",1,1,"lower"
"16466","lower order",1,1,"lower"
"16469","lower order",1,1,"lower"
"16471","lower order",1,1,"lower"
"16473","lower order",1,1,"lower"
"16474","lower order",1,1,"lower"
"16475","lower order",1,1,"lower"
"16476","lower order",1,1,"lower"
"16482","lower order",1,1,"lower"
"16491","lower order",1,1,"lower"
"16493","lower order",1,1,"lower"
