"set_lat","set_long","set_id","reef_id","location_id","region_id","mpa_compliance","Shark_fishing_restrictions","Shark_Protection_Status","Shark_Sanctuary","HDI","Government_Effectiveness","Population","Grav_Total","maxn","ingestion_C_g_day","mpa_present","Area_limits","Entrants_limits","Gear_limits","Species_limits","Catch_limits","Size_limits","Temporal_limits","mult_outcomes"
-16.93625,179.07362,"20497","601","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,1,169.6706,"1","1","1","0","1","0","0","0",0
-16.93591,179.07396,"20500","601","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.9359,179.0732167,"19428","601","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.9358,179.02968,"20449","611","68","3","0","Area; Entrants; Species","Restricted","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.93555,179.07498,"8752","601","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,1,72,"1","1","1","0","1","0","0","0",0
-16.93554,179.07437,"19493","601","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,1,169.6706,"1","1","1","0","1","0","0","0",0
-16.93552,179.01868,"20458","611","68","3","0","Area; Entrants; Species","Restricted","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,1,169.6706,"1","1","1","0","1","0","0","0",0
-16.93503,179.07635,"19494","601","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.93497,179.01869,"20442","611","68","3","0","Area; Entrants; Species","Restricted","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.93497,179.07503,"20498","601","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.93488,179.0762,"20499","601","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,2,241.6706,"1","1","1","0","1","0","0","0",0
-16.93481,179.07886,"20505","483","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,1,253,"0","1","1","0","1","0","0","0",0
-16.93481,179.07886,"20506","483","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"0","1","1","0","1","0","0","0",0
-16.93477,179.01868,"20457","611","68","3","0","Area; Entrants; Species","Restricted","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.93471,179.03107,"20450","611","68","3","0","Area; Entrants; Species","Restricted","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.9347,179.03122,"20464","611","68","3","0","Area; Entrants; Species","Restricted","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.93447,179.03194,"20465","611","68","3","0","Area; Entrants; Species","Restricted","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.93372,179.03255,"20463","611","68","3","0","Area; Entrants; Species","Restricted","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.93359,179.03287,"20451","611","68","3","0","Area; Entrants; Species","Restricted","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,0,0,"1","1","1","0","1","0","0","0",0
-16.93354,179.07974,"8753","483","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,1,253,"0","1","1","0","1","0","0","0",0
-16.93338,179.07828,"19495","601","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,1,169.6706,"1","1","1","0","1","0","0","0",0
-16.93319,179.08084,"20508","483","68","3","0","Area; Entrants; Species","Closed","0",-0.246868209525345,-0.478868889583621,-0.345603394191497,-0.125759953583301,1,253,"0","1","1","0","1","0","0","0",0
