"set_id","maxn","ingestion_C_g_day","set_lat","set_long","reef_id","location_id","region_id","mpa_compliance","shark_protection_status","shark_sanctuary","HDI_2015","gov_effect_2016","population_2016","Grav_Total","mpa_present","gear_limits","species_limits","catch_limits","effort_limits","size_limits","temporal_limits"
"2",0,0,24.04949,-74.53631,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"3",0,0,24.05842,-74.53868,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"12",1,72,-13.897849,144.208954,"226","73","3","1","Closed","0",0.475497072904511,0.527227932378156,0.258999150279363,-0.642945910105196,"1","0","0","0","0","0","0"
"13",3,578,-13.888882,144.209298,"226","73","3","1","Closed","0",0.475497072904511,0.527227932378156,0.258999150279363,-0.642945910105196,"1","0","0","0","0","0","0"
"14",1,253,-13.884585,144.216185,"226","73","3","1","Closed","0",0.475497072904511,0.527227932378156,0.258999150279363,-0.642945910105196,"1","0","0","0","0","0","0"
"15",0,0,-13.888148,144.225,"226","73","3","1","Closed","0",0.475497072904511,0.527227932378156,0.258999150279363,-0.642945910105196,"1","0","0","0","0","0","0"
"46",1,253,-12.208591,123.00626,"357","85","4","1","Closed","0",0.475497072904511,0.527227932378156,0.258999150279363,-0.338773162141973,"1","0","0","0","0","0","0"
"47",0,0,-12.209783,122.997817,"357","85","4","1","Closed","0",0.475497072904511,0.527227932378156,0.258999150279363,-0.338773162141973,"1","0","0","0","0","0","0"
"48",1,253,-12.21011,122.990176,"357","85","4","1","Closed","0",0.475497072904511,0.527227932378156,0.258999150279363,-0.338773162141973,"1","0","0","0","0","0","0"
"49",1,253,-12.222776,122.948185,"357","85","4","1","Closed","0",0.475497072904511,0.527227932378156,0.258999150279363,-0.338773162141973,"1","0","0","0","0","0","0"
"52",0,0,3.9895401,73.5203018,"180","91","4","0","Closed","1",-0.421585772778795,-0.579159860501505,-0.466096907058564,0.0450262252726805,"0","1","1","0","0","0","0"
"225",0,0,23.86269,-75.13101,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"226",0,0,23.85583,-75.12792,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"229",1,510,23.85651,-75.1285,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"234",2,2150,23.81378,-75.12799,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.249808336492077,"1","1","1","0","1","1","0"
"236",0,0,23.84591,-75.12806,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"238",0,0,23.84372,-75.12913,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.378199344698932,"1","1","1","0","1","1","0"
"239",0,0,23.83797,-75.13312,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.249808336492077,"1","1","1","0","1","1","0"
"240",1,510,23.8093,-75.1193,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.249808336492077,"1","1","1","0","1","1","0"
"242",0,0,23.83119,-75.13342,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.249808336492077,"1","1","1","0","1","1","0"
"244",0,0,23.85606,-75.13329,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"249",1,510,23.80874,-75.07844,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.0346004141787504,"1","1","1","0","1","1","0"
"252",1,1640,23.84856,-75.12766,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"254",1,510,23.79648,-75.07997,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"256",1,1640,23.84303,-75.12922,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"257",0,0,23.84942,-75.12768,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"259",2,1020,23.79423,-75.09388,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.249808336492077,"1","1","1","0","1","1","0"
"260",1,510,23.80431,-75.07716,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"261",2,1020,23.79536,-75.0811,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"263",0,0,23.8525,-75.12795,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"264",0,0,23.84248,-75.13049,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"265",0,0,23.85274,-75.12913,"64","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"1","1","1","0","1","1","0"
"307",1,72,6.0306,116.0055667,"327","100","2","1","Closed","0",-0.0898912752152195,0.120237535425416,0.304875322392614,0.516264313415868,"1","0","0","0","1","0","0"
"342",0,0,4.63725,118.74075,"402","100","2","0","Restricted","0",-0.0898912752152195,0.120237535425416,0.304875322392614,0.0881872684331971,"1","0","1","0","0","0","0"
"343",0,0,4.6384167,118.73472,"402","100","2","0","Restricted","0",-0.0898912752152195,0.120237535425416,0.304875322392614,0.0881872684331971,"1","0","1","0","0","0","0"
"345",0,0,4.63755,118.7201,"402","100","2","0","Restricted","0",-0.0898912752152195,0.120237535425416,0.304875322392614,0.0881872684331971,"1","0","1","0","0","0","0"
"350",0,0,4.6102,118.718383,"402","100","2","0","Restricted","0",-0.0898912752152195,0.120237535425416,0.304875322392614,0.0881872684331971,"1","0","1","0","0","0","0"
"351",0,0,4.60011667,118.718567,"402","100","2","0","Restricted","0",-0.0898912752152195,0.120237535425416,0.304875322392614,0.0881872684331971,"1","0","1","0","0","0","0"
"352",0,0,4.59755,118.71265,"402","100","2","0","Restricted","0",-0.0898912752152195,0.120237535425416,0.304875322392614,0.0881872684331971,"1","0","1","0","0","0","0"
"355",0,0,4.5922167,118.71283,"402","100","2","0","Restricted","0",-0.0898912752152195,0.120237535425416,0.304875322392614,0.0881872684331971,"1","0","1","0","0","0","0"
"358",1,253,-12.172803,123.062235,"400","85","4","1","Closed","0",0.475497072904511,0.527227932378156,0.258999150279363,-0.338773162141973,"1","0","0","0","0","0","0"
"394",0,0,-8.11727601,156.89199,"328","62","2","0","Restricted","0",-1.12266732444726,-0.964871968281003,-0.401449457756696,-0.289812285507746,"0","1","0","0","0","0","0"
"395",0,0,-8.15120914,157.01649,"328","62","2","0","Restricted","0",-1.12266732444726,-0.964871968281003,-0.401449457756696,-0.289812285507746,"0","1","0","0","0","0","0"
"398",1,72,-8.14353844,156.92447,"328","62","2","0","Restricted","0",-1.12266732444726,-0.964871968281003,-0.401449457756696,-0.338773162141973,"0","1","0","0","0","0","0"
"400",1,72,-8.14678232,156.91755,"328","62","2","0","Restricted","0",-1.12266732444726,-0.964871968281003,-0.401449457756696,-0.338773162141973,"0","1","0","0","0","0","0"
"401",1,72,-8.10871038,156.90439,"328","62","2","0","Restricted","0",-1.12266732444726,-0.964871968281003,-0.401449457756696,-0.289812285507746,"0","1","0","0","0","0","0"
"403",1,510,24.13675,-74.51507,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"404",1,510,24.156,-74.4977,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"406",0,0,23.97238,-74.55565,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"409",0,0,23.96842,-74.5587,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"411",0,0,23.97238,-74.55565,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"412",0,0,24.02966,-74.52949,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"413",0,0,24.00857,-74.54087,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.0638991055484143,"0","1","1","0","1","1","0"
"418",0,0,24.03,-74.53,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"419",1,510,24.01,-74.53,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.0638991055484143,"0","1","1","0","1","1","0"
"421",0,0,24.03843,-74.532,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"422",0,0,24.04513,-74.5337,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"424",1,510,24.08489,-74.54059,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"425",1,510,24.12287,-74.52882,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"426",1,510,24.1479,-74.50463,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"427",0,0,24.13586,-74.51659,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"428",0,0,24.08021,-74.554564,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"430",0,0,24.13276,-74.52035,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"432",1,510,24.15648,-74.49691,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"433",1,510,24.13696,-74.51749,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"434",0,0,24.12509,-74.52574,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"435",0,0,24.08525,-74.54273,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"436",1,510,23.97029,-74.55981,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.289812285507746,"0","1","1","0","1","1","0"
"441",0,0,24.02279,-74.53596,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.338773162141973,"0","1","1","0","1","1","0"
"442",0,0,23.9869,-74.55299,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.0638991055484143,"0","1","1","0","1","1","0"
"444",0,0,24.00856,-74.53806,"74","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,-0.0638991055484143,"0","1","1","0","1","1","0"
"448",1,510,24.79792,-77.8183,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"450",0,0,24.77971,-77.80611,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"451",1,510,24.80534,-77.82768,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"452",1,510,24.79691,-77.81764,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"453",1,510,24.78565,-77.80988,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"455",1,510,24.77305,-77.79868,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"457",0,0,24.794,-77.81598,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"458",1,510,24.80328,-77.82439,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"459",1,510,24.65374,-77.6974,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"460",1,510,24.66295,-77.7027,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"462",0,0,24.6630556,-81.50361111,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.373979709700233,"0","1","1","0","1","1","0"
"463",0,0,24.53333,-81.33333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.336938003946844,"0","1","1","0","1","1","0"
"465",0,0,24.8,-81.48333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.373979709700233,"0","1","1","0","1","1","0"
"467",0,0,24.61666,-81.25,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.382339359173296,"0","1","1","0","1","1","0"
"468",0,0,24.68488,-77.7174,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"469",0,0,24.65387,-77.69726,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"470",1,510,24.66182,-77.70203,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"471",1,510,24.69061,-77.71894,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"473",1,510,24.68963,-77.72208,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.143329237121042,"0","1","1","0","1","1","0"
"476",1,510,24.6666,-77.70369,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"477",1,510,24.79794,-77.81695,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"480",0,0,24.76302,-77.79237,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"482",0,0,24.76879,-77.79941,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"484",1,510,24.7936,-77.81592,"60","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0719269227460303,"0","1","1","0","1","1","0"
"494",1,510,24.67708,-77.71533,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"498",0,0,24.63333,-81,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.38438043675255,"0","1","1","0","1","1","0"
"499",0,0,24.88333,-81.41666,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.38438043675255,"0","1","1","0","1","1","0"
"501",0,0,24.91666,-81,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.177152094083094,"0","1","1","0","1","1","0"
"506",0,0,24.2,-81.78333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.310146931385858,"0","1","1","0","1","1","0"
"507",0,0,24.46666,-81.51666,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.326610720998152,"0","1","1","0","1","1","0"
"508",0,0,24.83333,-81.28333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.738729655913698,"0","1","1","0","1","1","0"
"510",0,0,24.38333,-81.05,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.38438043675255,"0","1","1","0","1","1","0"
"512",0,0,24.15,-81.65,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.310146931385858,"0","1","1","0","1","1","0"
"513",0,0,24.55,-81.86666,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.419937802806796,"0","1","1","0","1","1","0"
"516",1,510,24.23333,-81.48333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.326610720998152,"0","1","1","0","1","1","0"
"517",0,0,24.26666,-81.75,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.310146931385858,"0","1","1","0","1","1","0"
"519",0,0,24.43333,-81.3,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.336938003946844,"0","1","1","0","1","1","0"
"521",0,0,24.21666,-81.56666,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.310146931385858,"0","1","1","0","1","1","0"
"525",0,0,24.7,-77.7,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"526",1,510,24.7,-77.7,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"530",1,510,24.7,-77.7,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"531",0,0,24.7,-77.7,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"532",1,510,24.7,-77.7,"61","3","1","0","Closed","1",-0.0785835082528248,0.0251538185436723,-0.477708323794242,0.0250657201014821,"0","1","1","0","1","1","0"
"535",1,22.5,24.11666,-81.88333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.289234519049036,"0","1","1","0","1","1","0"
"537",0,0,24.76666,-81.01666,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.477371325039645,"0","1","1","0","1","1","0"
"538",0,0,24.46666,-81.13333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.382339359173296,"0","1","1","0","1","1","0"
"539",0,0,24.28333,-81.38333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,-0.401894710473688,"0","1","1","0","1","1","0"
"540",0,0,24.15,-81.53333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.310146931385858,"0","1","1","0","1","1","0"
"541",1,510,24.71666,-81.53333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.400059552278559,"0","1","1","0","1","1","0"
"542",0,0,24.66666,-81.08333,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.500089626233607,"0","1","1","0","1","1","0"
"543",0,0,24.18333,-81.3,"100","12","1","0","Restricted","0",0.403881215476012,0.467182327999701,0.722764001250776,0.336938003946844,"0","1","1","0","1","1","0"
"544",0,0,-8.70596667,115.5863667,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"545",0,0,-8.71085,115.5901167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"546",0,0,-8.71561667,115.5956667,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"548",0,0,-8.72586667,115.5994,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"549",0,0,-8.72778333,115.6027833,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"550",0,0,-8.73011667,115.6065167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"552",0,0,-8.73521667,115.6140333,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"553",0,0,-8.73793333,115.6161667,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"554",0,0,-8.7412,115.6178167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"557",0,0,-8.75473333,115.6239667,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"558",0,0,-8.75848333,115.6253,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"560",0,0,-8.76875,115.62815,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"561",0,0,-8.77153333,115.62805,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"562",0,0,-8.77373333,115.6261167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"563",0,0,-8.77731667,115.6290833,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"564",0,0,-8.77623333,115.6239167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"565",0,0,-8.77733333,115.62115,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"567",0,0,-8.7813,115.6166167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"568",0,0,-8.78483333,115.6115,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"570",0,0,-8.79163333,115.6076167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"571",0,0,-8.79561667,115.60685,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"574",0,0,-8.80933333,115.59935,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"575",0,0,-8.81276667,115.5958333,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"576",0,0,-8.81541667,115.5953167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"577",0,0,-8.81731667,115.5916,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"578",0,0,-8.81993333,115.5902333,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"581",0,0,-8.81186667,115.5670667,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"582",0,0,-8.80841667,115.5625667,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"583",0,0,-8.80645,115.5569167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"584",0,0,-8.80588333,115.5497333,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"585",0,0,-8.80133333,115.5440167,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"588",0,0,-8.80165,115.5402,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"589",0,0,-8.79886667,115.536,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"593",0,0,-8.78955,115.52265,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.704704666963579,"0","0","0","0","0","0","0"
"594",0,0,-8.78645,115.521,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.704704666963579,"0","0","0","0","0","0","0"
"597",0,0,-8.77991667,115.5093833,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.704704666963579,"0","0","0","0","0","0","0"
"598",0,0,-8.7044,115.58575,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.841146875125775,"0","0","0","0","0","0","0"
"599",0,0,-8.70123333,115.5853667,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.813363132864478,"0","0","0","0","0","0","0"
"600",0,0,-8.69768333,115.58485,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.813363132864478,"0","0","0","0","0","0","0"
"601",0,0,-8.69343333,115.5833333,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.813363132864478,"0","0","0","0","0","0","0"
"602",0,0,-8.68933333,115.58185,"343","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.813363132864478,"0","0","0","0","0","0","0"
"604",0,0,-8.76966667,115.48555,"401","93","2","0","Open","0",-0.466816840628374,-0.382170210668353,0.68467840532456,0.704704666963579,"0","0","0","0","0","0","0"
